,Time,Force,L_pitchAcc,L_yawAcc,R_pitchAcc,R_yawAcc,L_surgeAcc,L_rollAcc,R_surgeAcc,R_rollAcc,L_pitchVel,L_yawVel,R_pitchVel,R_yawVel,L_surgeVel,L_rollVel,R_surgeVel,R_rollVel,L_pitch,L_yaw,R_pitch,R_yaw,L_surge,L_roll,R_surge,R_roll,R_x,R_y,R_z,L_x,L_y,L_z,L_motion,R_motion
271,13.784,0.14,-0.13,-0.12,0.04,0.34,-0.03,0.00,-1.25,-1.25,7.88,-3.97,-2.67,-3.28,-45.88,1.83,0.00,0.00,-18.47,-23.96,24.76,-23.48,63382.00,-2571.00,2073442.00,2785843.00,0.52,-0.42,0.93,0.54,0.60,0.87,1,1
272,13.837,0.15,0.04,0.04,0.01,-0.20,-0.03,-0.00,-1.25,-1.25,9.67,-1.75,-2.33,-13.35,-61.47,1.02,0.00,0.00,-17.98,-24.05,24.65,-24.17,60247.00,-2519.00,2073442.00,2785843.00,0.55,-0.46,0.79,0.61,0.46,0.68,1,1
273,13.887,0.14,0.09,-0.01,-0.08,0.16,-0.05,0.01,-1.25,-1.25,14.50,-2.29,-6.26,-5.02,-84.96,4.76,0.00,0.00,-17.24,-24.16,24.33,-24.42,55914.00,-2276.00,2073442.00,2785843.00,0.55,-0.44,0.83,0.54,0.60,0.72,1,1
274,13.94,0.13,0.05,-0.10,0.18,0.11,-0.01,-0.00,-1.25,-1.25,17.12,-7.74,2.87,0.53,-88.37,2.37,0.00,0.00,-16.35,-24.56,24.48,-24.39,51319.00,-2153.00,2073442.00,2785843.00,0.55,-0.41,0.77,0.57,0.47,0.72,1,1
275,13.988,0.15,0.10,-0.05,-0.16,-0.09,0.04,-0.01,-1.25,-1.25,22.02,-10.40,-5.34,-4.01,-69.47,-1.04,0.00,0.00,-15.23,-25.10,24.20,-24.60,47776.00,-2206.00,2073442.00,2785843.00,0.57,-0.36,0.82,0.56,0.55,0.72,1,1
276,14.042,0.11,0.00,-0.02,-0.25,-0.16,0.03,0.00,-1.25,-1.25,22.03,-11.28,-18.27,-12.08,-56.00,0.17,0.00,0.00,-14.08,-25.68,23.25,-25.23,44864.00,-2197.00,2073442.00,2785843.00,0.57,-0.38,0.83,0.56,0.44,0.72,1,1
277,14.095,0.12,0.02,-0.07,0.11,-0.14,0.05,0.00,-1.25,-1.25,22.89,-14.80,-12.75,-19.37,-30.46,0.62,0.00,0.00,-12.89,-26.45,22.59,-26.23,43280.00,-2165.00,2073442.00,2785843.00,0.58,-0.36,0.81,0.60,0.50,0.72,1,1
278,14.148,0.14,0.11,0.02,-0.14,-0.15,0.05,-0.00,-1.25,-1.25,28.71,-13.68,-20.23,-27.25,-4.87,0.15,0.00,0.00,-11.37,-27.18,21.52,-27.68,43022.00,-2157.00,2073442.00,2785843.00,0.60,-0.33,0.82,0.61,0.43,0.72,1,1
279,14.198,0.12,-0.15,0.06,-0.21,-0.22,0.01,-0.00,-1.25,-1.25,20.88,-10.52,-30.92,-38.69,-0.08,-0.14,0.00,0.00,-10.30,-27.71,19.94,-29.65,43018.00,-2164.00,2073442.00,2785843.00,0.61,-0.30,0.82,0.68,0.43,0.69,1,1
280,14.251,0.12,-0.18,0.20,0.12,0.10,0.00,0.00,-1.25,-1.25,11.43,0.16,-24.80,-33.48,0.00,-0.02,0.00,0.00,-9.70,-27.70,18.63,-31.43,43018.00,-2165.00,2073442.00,2785843.00,0.63,-0.31,0.83,0.71,0.37,0.72,1,1
281,14.3,0.14,0.08,0.05,0.01,0.16,0.00,-0.00,-1.25,-1.25,15.58,2.67,-24.22,-25.24,0.02,-0.10,0.00,0.00,-8.92,-27.57,17.41,-32.69,43019.00,-2170.00,2073442.00,2785843.00,0.61,-0.29,0.82,0.73,0.33,0.68,1,1
282,14.353,0.12,-0.10,0.00,0.25,0.32,-0.00,-0.00,-1.25,-1.25,10.49,2.76,-11.63,-8.96,-0.02,-0.24,0.00,0.00,-8.39,-27.43,16.82,-33.14,43018.00,-2182.00,2073442.00,2785843.00,0.62,-0.28,0.84,0.71,0.36,0.67,1,1
283,14.402,0.14,-0.16,0.08,0.16,0.15,0.00,0.00,-1.25,-1.25,2.01,6.87,-3.22,-1.00,0.02,-0.04,0.00,0.00,-8.28,-27.07,16.65,-33.20,43019.00,-2184.00,2073442.00,2785843.00,0.60,-0.28,0.84,0.70,0.37,0.67,1,1
284,14.451,0.11,-0.03,-0.05,-0.08,0.02,-0.00,-0.00,-1.25,-1.25,0.54,4.32,-7.22,0.08,-0.02,-0.74,0.00,0.00,-8.25,-26.86,16.29,-33.19,43018.00,-2221.00,2073442.00,2785843.00,0.60,-0.28,0.85,0.70,0.36,0.69,1,1
285,14.505,0.11,-0.10,-0.11,0.01,-0.04,0.00,0.00,-1.25,-1.25,-4.66,-1.17,-6.58,-2.09,1.50,-0.02,0.00,0.00,-8.49,-26.92,15.96,-33.30,43093.00,-2222.00,2073442.00,2785843.00,0.61,-0.29,0.84,0.69,0.37,0.69,1,1
286,14.554,0.13,0.00,-0.00,-0.00,-0.06,0.02,-0.00,-1.25,-1.25,-4.44,-1.32,-6.67,-4.91,11.49,-0.55,0.00,0.00,-8.71,-26.98,15.62,-33.55,43679.00,-2250.00,2073442.00,2785843.00,0.59,-0.27,0.83,0.71,0.36,0.67,1,1
287,14.607,0.13,-0.11,-0.00,-0.17,-0.18,0.02,-0.00,-1.25,-1.25,-9.80,-1.56,-15.57,-13.91,21.22,-0.78,0.00,0.00,-9.21,-27.06,14.83,-34.26,44761.00,-2290.00,2073442.00,2785843.00,0.61,-0.30,0.85,0.72,0.31,0.66,1,1
288,14.66,0.10,0.09,0.04,0.07,0.07,0.01,-0.00,-1.25,-1.25,-4.96,0.58,-11.89,-10.20,25.57,-0.87,0.00,0.00,-9.48,-27.03,14.20,-34.80,46116.00,-2336.00,2073442.00,2785843.00,0.61,-0.29,0.87,0.73,0.33,0.66,1,1
289,14.709,0.13,0.05,-0.06,0.06,0.05,-0.01,0.00,-1.25,-1.25,-2.38,-2.26,-8.79,-7.51,20.35,-0.10,0.00,0.00,-9.60,-27.15,13.75,-35.18,47154.00,-2341.00,2073442.00,2785843.00,0.61,-0.27,0.83,0.73,0.33,0.66,1,1
290,14.762,0.14,0.04,0.04,-0.01,0.02,-0.00,-0.00,-1.25,-1.25,-0.58,-0.29,-9.45,-6.62,18.31,-0.51,0.00,0.00,-9.63,-27.16,13.27,-35.52,48088.00,-2367.00,2073442.00,2785843.00,0.60,-0.29,0.84,0.72,0.32,0.67,1,1
291,14.812,0.14,-0.09,-0.03,-0.09,-0.02,0.01,0.00,-1.25,-1.25,-5.04,-1.91,-14.16,-7.57,21.61,-0.49,0.00,0.00,-9.88,-27.26,12.55,-35.90,49190.00,-2392.00,2073442.00,2785843.00,0.59,-0.29,0.81,0.74,0.32,0.66,1,1
292,14.865,0.12,-0.06,0.04,-0.18,-0.08,0.02,-0.00,-1.25,-1.25,-8.32,0.13,-23.29,-11.55,30.96,-0.80,0.00,0.00,-10.31,-27.25,11.36,-36.49,50769.00,-2433.00,2073442.00,2785843.00,0.60,-0.29,0.84,0.74,0.30,0.69,1,1
293,14.918,0.13,0.03,-0.02,-0.03,0.01,0.01,0.00,-1.25,-1.25,-6.93,-1.17,-24.76,-11.22,36.19,-0.49,0.00,0.00,-10.68,-27.32,10.05,-37.09,52687.00,-2459.00,2073442.00,2785843.00,0.60,-0.32,0.81,0.74,0.31,0.66,1,1
294,14.968,0.14,0.02,-0.00,-0.12,-0.05,0.01,-0.00,-1.25,-1.25,-5.69,-1.18,-31.08,-13.82,39.08,-1.04,0.00,0.00,-10.97,-27.38,8.43,-37.81,54719.00,-2513.00,2073442.00,2785843.00,0.60,-0.30,0.83,0.76,0.28,0.66,1,1
295,15.021,0.12,0.10,0.03,0.10,-0.02,-0.01,0.00,-1.25,-1.25,-0.57,0.64,-25.68,-15.11,33.98,-0.71,0.00,0.00,-11.00,-27.34,7.10,-38.59,56486.00,-2550.00,2073442.00,2785843.00,0.61,-0.31,0.86,0.77,0.27,0.65,1,1
296,15.07,0.11,0.01,0.00,0.13,-0.01,-0.03,-0.00,-1.25,-1.25,-0.09,0.84,-19.29,-15.67,19.20,-1.12,0.00,0.00,-11.01,-27.30,6.11,-39.39,57465.00,-2607.00,2073442.00,2785843.00,0.59,-0.32,0.82,0.77,0.20,0.67,1,1
297,15.123,0.10,-0.00,0.02,0.13,0.06,-0.02,0.00,-1.25,-1.25,-0.21,1.72,-12.78,-12.77,6.78,-0.39,0.00,0.00,-11.02,-27.21,5.46,-40.04,57811.00,-2627.00,2073442.00,2785843.00,0.60,-0.31,0.83,0.78,0.22,0.66,1,1
298,15.172,0.12,0.00,-0.01,0.16,0.11,-0.01,0.00,-1.25,-1.25,-0.21,1.07,-4.24,-7.07,0.87,-0.12,0.00,0.00,-11.03,-27.16,5.24,-40.41,57856.00,-2633.00,2073442.00,2785843.00,0.60,-0.31,0.84,0.80,0.21,0.64,1,1
299,15.225,0.14,-0.02,-0.03,0.08,0.07,-0.00,0.00,-1.25,-1.25,-1.19,-0.43,-0.32,-3.62,0.00,0.00,0.00,0.00,-11.09,-27.18,5.22,-40.59,57856.00,-2633.00,2073442.00,2785843.00,0.59,-0.31,0.84,0.79,0.21,0.65,0,1
300,15.275,0.10,-0.01,0.01,-0.06,-0.02,-0.00,0.00,-1.25,-1.25,-1.64,-0.17,-3.26,-4.55,0.02,-0.10,0.00,0.00,-11.17,-27.19,5.06,-40.82,57857.00,-2638.00,2073442.00,2785843.00,0.60,-0.30,0.83,0.80,0.22,0.64,1,1
301,15.328,0.12,-0.00,0.02,-0.03,-0.01,-0.00,0.00,-1.25,-1.25,-1.83,1.04,-5.03,-4.92,0.02,-0.04,0.00,0.00,-11.26,-27.13,4.80,-41.07,57858.00,-2640.00,2073442.00,2785843.00,0.59,-0.31,0.82,0.80,0.19,0.63,1,1
302,15.377,0.10,-0.02,0.01,-0.03,-0.01,0.00,0.00,-1.25,-1.25,-3.01,1.53,-6.55,-5.56,1.24,-0.02,0.00,0.00,-11.42,-27.06,4.47,-41.35,57921.00,-2641.00,2073442.00,2785843.00,0.59,-0.31,0.82,0.79,0.20,0.65,1,1
303,15.426,0.13,0.03,0.00,-0.05,-0.04,0.00,-0.00,-1.25,-1.25,-1.62,1.72,-9.19,-7.68,2.46,-0.08,0.00,0.00,-11.50,-26.97,3.99,-41.75,58049.00,-2645.00,2073442.00,2785843.00,0.60,-0.32,0.84,0.79,0.18,0.63,1,1
304,15.479,0.13,0.07,-0.01,-0.02,0.01,-0.00,0.00,-1.25,-1.25,1.96,1.02,-9.95,-7.27,0.94,0.02,0.00,0.00,-11.40,-26.92,3.49,-42.12,58096.00,-2644.00,2073442.00,2785843.00,0.60,-0.32,0.82,0.81,0.18,0.63,1,1
305,15.528,0.13,0.17,-0.01,0.16,0.09,-0.00,-0.00,-1.25,-1.25,10.32,0.61,-2.03,-2.92,0.00,-0.06,0.00,0.00,-10.89,-26.88,3.39,-42.26,58096.00,-2647.00,2073442.00,2785843.00,0.59,-0.33,0.84,0.81,0.15,0.63,1,1
306,15.578,0.11,0.12,-0.01,0.04,0.02,-0.00,-0.00,-1.25,-1.25,16.43,0.05,-0.07,-1.99,-0.02,-0.12,0.00,0.00,-10.05,-26.88,3.39,-42.36,58095.00,-2653.00,2073442.00,2785843.00,0.59,-0.30,0.83,0.82,0.17,0.64,1,1
307,15.631,0.11,0.03,0.01,0.03,-0.01,0.00,-0.00,-1.25,-1.25,17.79,0.49,1.19,-2.51,0.00,-0.44,0.00,0.00,-9.16,-26.86,3.45,-42.49,58095.00,-2675.00,2073442.00,2785843.00,0.59,-0.29,0.84,0.81,0.18,0.62,1,1
308,15.68,0.15,-0.14,-0.04,-0.06,-0.04,0.00,0.00,-1.25,-1.25,11.02,-1.55,-1.64,-4.46,0.58,-0.40,0.00,0.00,-8.61,-26.94,3.37,-42.71,58124.00,-2695.00,2073442.00,2785843.00,0.58,-0.26,0.85,0.81,0.15,0.62,1,1
309,15.73,0.13,-0.12,-0.00,0.01,0.04,0.01,-0.00,-1.25,-1.25,4.94,-1.57,-1.00,-2.56,6.27,-0.44,0.00,0.00,-8.35,-27.02,3.32,-42.85,58450.00,-2718.00,2073442.00,2785843.00,0.59,-0.26,0.86,0.81,0.22,0.62,1,1
310,15.783,0.15,-0.12,0.04,-0.04,-0.01,0.02,0.00,-1.25,-1.25,-0.99,0.21,-3.25,-3.25,14.88,-0.26,0.00,0.00,-8.40,-27.01,3.15,-43.01,59194.00,-2731.00,2073442.00,2785843.00,0.59,-0.28,0.84,0.82,0.15,0.63,1,1
311,15.832,0.13,-0.02,-0.01,0.04,-0.01,0.01,-0.00,-1.25,-1.25,-2.14,-0.44,-1.25,-3.51,20.86,-0.82,0.00,0.00,-8.51,-27.03,3.09,-43.19,60258.00,-2773.00,2073442.00,2785843.00,0.60,-0.27,0.87,0.81,0.15,0.62,1,1
312,15.885,0.13,0.02,-0.00,0.03,-0.02,0.00,0.00,-1.25,-1.25,-0.91,-0.63,0.09,-4.33,21.10,-0.27,0.00,0.00,-8.56,-27.06,3.09,-43.41,61334.00,-2787.00,2073442.00,2785843.00,0.59,-0.26,0.88,0.82,0.13,0.61,1,1
313,15.934,0.13,0.04,-0.04,0.02,0.04,-0.00,-0.00,-1.25,-1.25,1.34,-2.79,1.03,-2.50,20.16,-0.44,0.00,0.00,-8.49,-27.20,3.15,-43.53,62342.00,-2809.00,2073442.00,2785843.00,0.60,-0.27,0.82,0.82,0.15,0.62,1,1
314,15.987,0.13,-0.03,0.00,-0.02,0.01,-0.00,-0.00,-1.25,-1.25,-0.41,-2.57,0.21,-2.15,19.10,-0.80,0.00,0.00,-8.51,-27.33,3.16,-43.64,63316.00,-2850.00,2073442.00,2785843.00,0.59,-0.26,0.86,0.82,0.15,0.62,1,1
315,16.037,0.13,0.03,-0.04,0.02,0.02,0.00,-0.00,-1.25,-1.25,1.06,-4.72,1.47,-1.24,20.14,-1.29,0.00,0.00,-8.46,-27.57,3.23,-43.71,64343.00,-2916.00,2073442.00,2785843.00,0.58,-0.26,0.83,0.82,0.15,0.61,1,1
316,16.086,0.11,-0.04,-0.02,-0.02,-0.02,0.00,0.00,-1.25,-1.25,-1.06,-5.88,0.70,-2.21,21.20,-1.22,0.00,0.00,-8.51,-27.87,3.27,-43.82,65403.00,-2977.00,2073442.00,2785843.00,0.60,-0.27,0.85,0.83,0.15,0.62,1,1
317,16.139,0.14,0.01,0.03,-0.01,0.01,0.00,0.00,-1.25,-1.25,-0.47,-4.18,0.38,-1.69,23.59,-1.08,0.00,0.00,-8.53,-28.08,3.29,-43.90,66606.00,-3032.00,2073442.00,2785843.00,0.60,-0.27,0.85,0.82,0.14,0.62,1,1
318,16.188,0.11,-0.03,0.02,-0.02,-0.02,-0.01,-0.00,-1.25,-1.25,-1.87,-3.20,-0.55,-2.52,20.36,-1.08,0.00,0.00,-8.63,-28.24,3.26,-44.03,67624.00,-3086.00,2073442.00,2785843.00,0.62,-0.26,0.84,0.83,0.15,0.62,1,1
319,16.237,0.10,0.02,0.05,0.01,0.02,-0.01,0.00,-1.25,-1.25,-1.02,-0.57,-0.12,-1.42,15.00,-0.69,0.00,0.00,-8.68,-28.27,3.25,-44.10,68404.00,-3122.00,2073442.00,2785843.00,0.61,-0.28,0.85,0.82,0.14,0.63,1,1
320,16.29,0.13,0.03,0.00,-0.04,-0.02,-0.01,-0.00,-1.25,-1.25,0.50,-0.43,-2.14,-2.30,10.74,-0.70,0.00,0.00,-8.66,-28.29,3.14,-44.22,68941.00,-3157.00,2073442.00,2785843.00,0.60,-0.27,0.84,0.84,0.12,0.62,1,1
321,16.34,0.13,-0.02,0.02,0.00,0.01,-0.00,0.00,-1.25,-1.25,-0.37,0.73,-2.09,-1.66,8.75,-0.65,0.00,0.00,-8.67,-28.25,3.04,-44.30,69387.00,-3190.00,2073442.00,2785843.00,0.61,-0.28,0.86,0.83,0.13,0.62,1,1
322,16.389,0.14,0.03,-0.09,0.04,0.01,0.01,-0.00,-1.25,-1.25,1.16,-3.87,-0.28,-1.37,11.90,-0.78,0.00,0.00,-8.62,-28.45,3.02,-44.37,69982.00,-3229.00,2073442.00,2785843.00,0.60,-0.27,0.85,0.82,0.14,0.62,1,1
323,16.442,0.12,-0.05,0.07,0.01,0.01,0.02,-0.00,-1.25,-1.25,-1.14,-0.28,0.09,-1.04,20.06,-1.28,0.00,0.00,-8.67,-28.46,3.03,-44.42,70985.00,-3293.00,2073442.00,2785843.00,0.57,-0.28,0.88,0.82,0.14,0.62,1,1
324,16.491,0.09,-0.00,-0.08,0.02,0.01,-0.00,0.00,-1.25,-1.25,-1.22,-4.22,1.07,-0.53,18.47,-1.06,0.00,0.00,-8.74,-28.68,3.08,-44.45,71927.00,-3347.00,2073442.00,2785843.00,0.60,-0.26,0.84,0.82,0.15,0.62,1,1
325,16.541,0.11,-0.01,0.13,0.01,-0.02,-0.02,0.00,-1.25,-1.25,-1.51,2.45,1.41,-1.36,8.73,-0.27,0.00,0.00,-8.81,-28.55,3.16,-44.52,72372.00,-3361.00,2073442.00,2785843.00,0.61,-0.27,0.83,0.83,0.14,0.63,1,1
326,16.593,0.12,0.01,-0.00,0.00,0.01,-0.01,0.00,-1.25,-1.25,-0.91,2.27,1.54,-0.84,4.22,-0.08,0.00,0.00,-8.86,-28.44,3.23,-44.56,72583.00,-3365.00,2073442.00,2785843.00,0.61,-0.27,0.84,0.83,0.15,0.62,1,1
327,16.642,0.15,0.05,0.01,-0.01,-0.01,-0.01,0.00,-1.25,-1.25,1.66,2.99,0.79,-1.29,1.08,-0.02,0.00,0.00,-8.77,-28.29,3.27,-44.63,72637.00,-3366.00,2073442.00,2785843.00,0.62,-0.26,0.84,0.83,0.15,0.62,1,1
328,16.692,0.13,0.02,0.04,-0.02,0.02,-0.00,-0.00,-1.25,-1.25,2.82,4.91,-0.05,-0.44,0.70,-0.10,0.00,0.00,-8.63,-28.04,3.27,-44.65,72672.00,-3371.00,2073442.00,2785843.00,0.61,-0.27,0.85,0.82,0.15,0.63,1,1
329,16.741,0.12,0.20,0.33,0.00,-0.02,0.00,-0.00,-1.25,-1.25,12.80,21.61,-0.03,-1.63,2.34,-0.22,0.00,0.00,-7.99,-26.96,3.27,-44.73,72789.00,-3382.00,2073442.00,2785843.00,0.32,-0.22,0.80,0.81,0.14,0.57,1,1
330,16.794,0.12,-0.20,-0.45,0.01,0.01,0.01,-0.00,-1.25,-1.25,2.75,-1.25,0.56,-1.04,7.75,-0.49,0.00,0.00,-7.85,-27.03,3.30,-44.78,73184.00,-3407.00,2073442.00,2785843.00,0.60,-0.24,0.84,0.82,0.12,0.63,1,1
331,16.844,0.14,-0.00,0.08,0.01,0.00,0.01,0.00,-1.25,-1.25,2.65,2.76,1.10,-1.03,13.78,-0.48,0.00,0.00,-7.72,-26.89,3.35,-44.83,73873.00,-3431.00,2073442.00,2785843.00,0.64,-0.21,0.85,0.82,0.15,0.61,1,1
332,16.893,0.13,-0.12,0.01,0.00,0.00,0.01,-0.00,-1.25,-1.25,-3.30,3.45,1.17,-0.85,16.35,-0.90,0.00,0.00,-7.88,-26.72,3.41,-44.87,74674.00,-3475.00,2073442.00,2785843.00,0.63,-0.22,0.83,0.82,0.14,0.62,1,1
333,16.941,0.09,0.02,0.02,0.01,0.01,-0.00,0.00,-1.25,-1.25,-2.13,4.44,1.52,-0.55,15.28,-0.86,0.00,0.00,-7.99,-26.50,3.49,-44.90,75438.00,-3518.00,2073442.00,2785843.00,0.57,-0.23,0.88,0.82,0.16,0.62,1,1
334,16.994,0.12,-0.02,0.02,0.02,-0.00,-0.01,0.00,-1.25,-1.25,-3.23,5.57,2.76,-0.61,9.78,-0.36,0.00,0.00,-8.15,-26.22,3.62,-44.93,75927.00,-3536.00,2073442.00,2785843.00,0.61,-0.26,0.83,0.83,0.15,0.63,1,1
335,17.044,0.13,0.07,-0.06,-0.02,0.01,-0.01,0.00,-1.25,-1.25,0.23,2.47,1.76,-0.30,6.88,-0.02,0.00,0.00,-8.14,-26.09,3.71,-44.95,76271.00,-3537.00,2073442.00,2785843.00,0.59,-0.26,0.85,0.81,0.14,0.62,1,1
336,17.093,0.12,0.00,0.05,-0.02,-0.01,-0.01,-0.00,-1.25,-1.25,0.24,5.13,0.88,-0.94,1.90,-0.22,0.00,0.00,-8.13,-25.83,3.76,-45.00,76368.00,-3548.00,2073442.00,2785843.00,0.57,-0.28,0.87,0.82,0.15,0.61,1,1
337,17.142,0.11,0.10,0.00,0.00,0.01,-0.00,0.00,-1.25,-1.25,5.04,5.24,0.96,-0.46,0.00,0.00,0.00,0.00,-7.88,-25.57,3.80,-45.02,76368.00,-3548.00,2073442.00,2785843.00,0.57,-0.29,0.87,0.82,0.15,0.63,0,1
338,17.192,0.12,-0.01,0.03,0.02,-0.00,-0.00,0.00,-1.25,-1.25,4.69,6.57,1.80,-0.53,0.00,-0.02,0.00,0.00,-7.65,-25.25,3.89,-45.04,76368.00,-3549.00,2073442.00,2785843.00,0.56,-0.25,0.88,0.82,0.16,0.62,1,1
339,17.245,0.13,-0.08,-0.11,-0.00,-0.01,-0.00,-0.00,-1.25,-1.25,0.59,0.84,1.57,-0.79,0.04,-0.06,0.00,0.00,-7.62,-25.21,3.97,-45.08,76370.00,-3552.00,2073442.00,2785843.00,0.56,-0.26,0.88,0.82,0.15,0.63,1,1
340,17.294,0.15,-0.02,-0.01,0.01,0.00,0.00,-0.00,-1.25,-1.25,-0.18,0.13,2.19,-0.78,0.12,-0.08,0.00,0.00,-7.62,-25.20,4.08,-45.12,76376.00,-3556.00,2073442.00,2785843.00,0.55,-0.25,0.88,0.82,0.15,0.63,1,1
341,17.343,0.12,0.06,-0.05,0.01,0.02,0.00,0.00,-1.25,-1.25,2.64,-2.17,2.69,-0.03,0.16,-0.02,0.00,0.00,-7.49,-25.31,4.22,-45.12,76384.00,-3557.00,2073442.00,2785843.00,0.56,-0.25,0.88,0.82,0.15,0.62,1,1
342,17.392,0.13,-0.05,0.02,0.18,0.09,0.01,-0.00,-1.25,-1.25,0.00,-1.26,12.11,4.39,5.24,-0.27,0.00,0.00,-7.49,-25.37,4.83,-44.90,76651.00,-3571.00,2073442.00,2785843.00,0.58,-0.25,0.93,0.86,0.05,0.59,1,1
343,17.445,0.13,0.17,-0.15,0.09,0.07,0.02,-0.00,-1.25,-1.25,8.41,-8.61,16.61,7.57,14.73,-0.63,0.00,0.00,-7.08,-25.80,5.65,-44.53,77373.00,-3602.00,2073442.00,2785843.00,0.60,-0.21,0.78,0.82,0.19,0.63,1,1
344,17.495,0.13,-0.23,-0.09,0.05,0.11,-0.00,-0.00,-1.25,-1.25,-3.07,-12.97,19.09,13.16,13.86,-0.80,0.00,0.00,-7.23,-26.44,6.60,-43.87,78066.00,-3642.00,2073442.00,2785843.00,0.60,-0.22,0.87,0.80,0.23,0.63,1,1
345,17.548,0.12,-0.04,-0.20,0.05,0.50,-0.00,0.00,-1.25,-1.25,-4.93,-23.13,21.88,39.34,11.48,0.15,0.00,0.00,-7.49,-27.65,7.74,-41.83,78663.00,-3634.00,2073442.00,2785843.00,0.57,-0.28,0.88,0.74,0.26,0.68,1,1
346,17.597,0.09,-0.02,-0.17,0.67,0.42,-0.04,0.00,-1.25,-1.25,-5.77,-31.88,56.09,60.96,-6.63,0.90,0.00,0.00,-7.78,-29.27,10.60,-38.72,78325.00,-3588.00,2073442.00,2785843.00,0.43,-0.34,0.97,0.77,0.22,0.73,1,1
347,17.651,0.13,0.22,-0.03,0.17,0.06,-0.04,-0.00,-1.25,-1.25,5.89,-33.54,65.07,63.95,-29.02,0.88,0.00,0.00,-7.48,-31.02,13.98,-35.39,76816.00,-3542.00,2073442.00,2785843.00,0.69,-0.18,0.75,0.74,0.26,0.67,1,1
348,17.699,0.15,-0.16,0.35,0.13,0.10,-0.03,0.00,-1.25,-1.25,-2.24,-15.86,71.81,69.03,-42.10,1.06,0.00,0.00,-7.59,-31.83,17.65,-31.87,74669.00,-3488.00,2073442.00,2785843.00,0.69,-0.25,0.79,0.64,0.34,0.72,1,1
349,17.752,0.15,-0.17,0.24,-0.42,0.08,-0.04,0.00,-1.25,-1.25,-11.10,-3.45,50.41,73.22,-61.06,2.31,0.00,0.00,-8.16,-32.00,20.22,-28.14,71555.00,-3370.00,2073442.00,2785843.00,0.66,-0.23,0.82,0.63,0.37,0.72,1,1
350,17.802,0.13,-0.09,0.08,-0.50,0.06,-0.03,0.00,-1.25,-1.25,-15.88,0.80,25.01,76.11,-74.59,3.96,0.00,0.00,-8.97,-31.96,21.49,-24.25,67751.00,-3168.00,2073442.00,2785843.00,0.63,-0.21,0.85,0.58,0.43,0.75,1,1
351,17.855,0.11,-0.10,0.07,-0.59,-0.25,-0.01,0.00,-1.25,-1.25,-21.18,4.61,-4.82,63.39,-78.12,4.35,0.00,0.00,-10.05,-31.73,21.25,-21.02,63767.00,-2946.00,2073442.00,2785843.00,0.64,-0.23,0.83,0.52,0.49,0.85,1,1
352,17.908,0.11,-0.06,0.05,-0.26,-0.57,0.02,-0.00,-1.25,-1.25,-24.39,6.99,-18.44,33.94,-68.10,2.12,0.00,0.00,-11.32,-31.36,20.29,-19.26,60226.00,-2836.00,2073442.00,2785843.00,0.65,-0.25,0.78,0.39,0.45,0.84,1,1
353,17.958,0.15,0.08,-0.04,-0.02,-0.03,0.02,0.00,-1.25,-1.25,-20.37,4.81,-19.31,32.28,-59.06,3.12,0.00,0.00,-12.38,-31.11,19.28,-17.58,57155.00,-2674.00,2073442.00,2785843.00,0.63,-0.30,0.83,0.47,0.42,0.82,1,1
354,18.011,0.14,0.10,-0.10,0.05,0.04,0.04,-0.00,-1.25,-1.25,-15.00,-0.34,-16.60,34.34,-36.15,2.10,0.00,0.00,-13.16,-31.13,18.42,-15.79,55275.00,-2565.00,2073442.00,2785843.00,0.61,-0.31,0.82,0.43,0.41,0.82,1,1
355,18.064,0.14,0.23,-0.15,0.04,-0.13,0.06,-0.00,-1.25,-1.25,-3.03,-8.16,-14.34,27.54,-7.37,0.57,0.00,0.00,-13.31,-31.55,17.69,-14.39,54899.00,-2536.00,2073442.00,2785843.00,0.61,-0.32,0.82,0.38,0.38,0.88,1,1
356,18.113,0.10,0.01,-0.05,-0.15,0.01,0.02,-0.00,-1.25,-1.25,-2.63,-10.90,-22.19,28.16,3.44,-0.04,0.00,0.00,-13.45,-32.11,16.53,-12.92,55078.00,-2538.00,2073442.00,2785843.00,0.64,-0.31,0.80,0.38,0.40,0.88,1,1
357,18.166,0.14,0.01,-0.02,0.12,-0.20,0.02,-0.00,-1.25,-1.25,-2.34,-11.81,-15.95,17.59,12.54,-0.69,0.00,0.00,-13.57,-32.73,15.71,-12.01,55730.00,-2574.00,2073442.00,2785843.00,0.65,-0.31,0.78,0.32,0.36,0.92,1,1
358,18.215,0.13,-0.12,0.08,0.20,-0.19,-0.02,0.00,-1.25,-1.25,-8.81,-7.44,-5.32,7.59,4.62,-0.06,0.00,0.00,-14.03,-33.11,15.43,-11.61,55970.00,-2577.00,2073442.00,2785843.00,0.68,-0.30,0.76,0.33,0.37,0.93,1,1
359,18.269,0.14,0.07,0.13,0.04,-0.20,-0.03,-0.00,-1.25,-1.25,-5.03,-0.84,-3.15,-2.63,-8.92,-0.14,0.00,0.00,-14.28,-33.16,15.27,-11.75,55515.00,-2584.00,2073442.00,2785843.00,0.64,-0.29,0.79,0.31,0.35,0.93,1,1
