,Time,Force,L_pitchAcc,L_yawAcc,R_pitchAcc,R_yawAcc,L_surgeAcc,L_rollAcc,R_surgeAcc,R_rollAcc,L_pitchVel,L_yawVel,R_pitchVel,R_yawVel,L_surgeVel,L_rollVel,R_surgeVel,R_rollVel,L_pitch,L_yaw,R_pitch,R_yaw,L_surge,L_roll,R_surge,R_roll,R_x,R_y,R_z,L_x,L_y,L_z,L_motion,R_motion
90,4.609,0.16,-0.01,0.00,-0.03,-0.01,0.00,0.00,-1.25,-1.25,0.67,-0.37,-4.72,-2.02,0.02,0.10,0.00,0.00,0.74,-52.44,14.05,-26.33,124000.00,-4708.00,2073442.00,2785843.00,0.85,0.03,0.62,0.52,0.27,0.87,1,1
91,4.658,0.12,-0.02,0.01,0.06,0.08,0.00,-0.00,-1.25,-1.25,-0.41,-0.05,-1.52,2.02,0.06,0.08,0.00,0.00,0.72,-52.44,13.97,-26.23,124003.00,-4704.00,2073442.00,2785843.00,0.84,0.02,0.63,0.52,0.27,0.86,1,1
92,4.711,0.13,-0.00,-0.00,-0.04,-0.01,-0.00,-0.00,-1.25,-1.25,-0.51,-0.11,-3.71,1.39,0.00,0.00,0.00,0.00,0.70,-52.45,13.79,-26.16,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.02,0.62,0.53,0.28,0.87,0,1
93,4.761,0.11,-0.00,-0.00,-0.05,0.01,-0.00,-0.00,-1.25,-1.25,-0.60,-0.33,-6.06,1.81,0.00,0.00,0.00,0.00,0.67,-52.47,13.49,-26.07,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.02,0.63,0.51,0.27,0.87,0,1
94,4.814,0.11,0.01,0.00,-0.03,-0.03,-0.00,-0.00,-1.25,-1.25,-0.05,-0.31,-7.33,0.51,0.00,0.00,0.00,0.00,0.67,-52.48,13.11,-26.04,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.02,0.61,0.51,0.27,0.87,0,1
95,4.863,0.09,0.00,0.01,0.04,0.01,-0.00,-0.00,-1.25,-1.25,0.18,0.16,-5.10,1.17,0.00,0.00,0.00,0.00,0.68,-52.47,12.86,-25.99,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.02,0.63,0.51,0.25,0.86,0,1
96,4.912,0.13,0.02,-0.00,0.03,0.02,-0.00,-0.00,-1.25,-1.25,1.00,0.07,-3.48,2.16,0.00,0.00,0.00,0.00,0.72,-52.47,12.69,-25.88,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.03,0.62,0.52,0.26,0.85,0,1
97,4.962,0.12,-0.01,-0.00,0.01,0.00,-0.00,-0.00,-1.25,-1.25,0.32,-0.06,-2.72,2.36,0.00,0.00,0.00,0.00,0.74,-52.47,12.55,-25.76,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.03,0.63,0.52,0.25,0.86,0,1
98,5.01,0.12,-0.01,-0.01,0.03,-0.02,-0.00,-0.00,-1.25,-1.25,0.05,-0.32,-1.43,1.12,0.00,0.00,0.00,0.00,0.74,-52.49,12.48,-25.70,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.02,0.63,0.51,0.25,0.87,0,1
99,5.063,0.10,-0.01,-0.00,0.03,-0.01,-0.00,-0.00,-1.25,-1.25,-0.30,-0.48,0.16,0.40,0.00,0.00,0.00,0.00,0.73,-52.51,12.48,-25.68,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.02,0.62,0.51,0.25,0.88,0,1
100,5.113,0.10,0.00,0.01,0.05,0.00,-0.00,-0.00,-1.25,-1.25,-0.09,-0.14,2.54,0.46,0.00,0.00,0.00,0.00,0.72,-52.52,12.61,-25.66,124003.00,-4704.00,2073442.00,2785843.00,0.84,0.02,0.62,0.51,0.25,0.86,0,1
101,5.162,0.13,-0.00,-0.00,0.04,-0.01,-0.00,-0.00,-1.25,-1.25,-0.19,-0.15,4.49,0.20,0.00,0.00,0.00,0.00,0.71,-52.53,12.83,-25.65,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.02,0.63,0.51,0.25,0.88,0,1
102,5.211,0.14,0.00,-0.00,-0.03,0.01,-0.00,-0.00,-1.25,-1.25,0.02,-0.20,3.12,0.86,0.00,0.00,0.00,0.00,0.72,-52.54,12.99,-25.61,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.02,0.62,0.51,0.25,0.85,0,1
103,5.264,0.12,-0.00,0.00,0.03,0.02,-0.00,-0.00,-1.25,-1.25,-0.20,-0.09,4.60,1.72,0.00,0.00,0.00,0.00,0.71,-52.54,13.22,-25.52,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.02,0.63,0.52,0.27,0.87,0,1
104,5.314,0.10,-0.00,-0.00,-0.04,-0.00,-0.00,-0.00,-1.25,-1.25,-0.21,-0.13,2.73,1.49,0.00,0.00,0.00,0.00,0.69,-52.55,13.36,-25.45,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.02,0.63,0.50,0.27,0.88,0,1
105,5.363,0.13,-0.00,-0.01,-0.05,0.02,-0.00,-0.00,-1.25,-1.25,-0.38,-0.61,0.27,2.39,0.00,0.00,0.00,0.00,0.68,-52.58,13.37,-25.33,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.02,0.62,0.53,0.28,0.86,0,1
106,5.411,0.16,0.00,0.02,0.02,-0.03,-0.00,-0.00,-1.25,-1.25,-0.19,0.57,1.10,0.94,0.00,0.00,0.00,0.00,0.67,-52.55,13.43,-25.28,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.02,0.64,0.53,0.27,0.87,0,1
107,5.465,0.15,0.01,-0.00,-0.02,-0.02,-0.00,-0.00,-1.25,-1.25,0.29,0.45,0.20,0.09,0.00,0.00,0.00,0.00,0.68,-52.53,13.44,-25.27,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.03,0.63,0.52,0.27,0.86,0,1
108,5.514,0.15,-0.01,-0.02,0.04,-0.01,-0.00,-0.00,-1.25,-1.25,0.04,-0.41,2.21,-0.41,0.00,0.00,0.00,0.00,0.68,-52.55,13.55,-25.30,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.02,0.61,0.52,0.27,0.87,0,1
109,5.563,0.13,0.00,0.00,0.01,0.01,-0.00,-0.00,-1.25,-1.25,0.18,-0.25,2.59,0.31,0.00,0.00,0.00,0.00,0.69,-52.56,13.68,-25.28,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.01,0.62,0.51,0.27,0.88,0,1
110,5.613,0.18,0.00,0.01,-0.08,-0.05,-0.00,-0.00,-1.25,-1.25,0.22,-0.00,-1.43,-2.11,0.00,0.00,0.00,0.00,0.70,-52.56,13.61,-25.38,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.02,0.64,0.52,0.27,0.86,0,1
111,5.666,0.20,-0.00,0.01,-0.03,0.02,-0.00,-0.00,-1.25,-1.25,0.19,0.29,-3.16,-1.08,0.00,0.00,0.00,0.00,0.71,-52.55,13.45,-25.44,124003.00,-4704.00,2073442.00,2785843.00,0.84,0.02,0.63,0.51,0.27,0.87,0,1
112,5.715,0.18,0.00,-0.01,0.01,-0.00,-0.00,-0.00,-1.25,-1.25,0.42,-0.05,-2.85,-1.16,0.00,0.00,0.00,0.00,0.73,-52.55,13.31,-25.50,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.03,0.63,0.52,0.26,0.86,0,1
113,5.764,0.16,-0.00,-0.01,-0.01,-0.01,-0.00,-0.00,-1.25,-1.25,0.20,-0.58,-3.42,-1.78,0.00,0.00,0.00,0.00,0.74,-52.58,13.14,-25.59,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.02,0.62,0.52,0.27,0.86,0,1
114,5.817,0.13,-0.00,0.01,0.01,0.01,-0.00,-0.00,-1.25,-1.25,0.08,-0.16,-2.89,-1.39,0.00,0.00,0.00,0.00,0.75,-52.59,12.99,-25.66,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.02,0.62,0.51,0.27,0.84,0,1
115,5.866,0.12,0.00,0.00,0.01,0.04,-0.00,-0.00,-1.25,-1.25,0.21,-0.08,-2.29,0.45,0.00,0.00,0.00,0.00,0.76,-52.59,12.87,-25.64,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.02,0.62,0.52,0.27,0.87,0,1
116,5.916,0.13,-0.00,-0.00,0.03,0.02,-0.00,-0.00,-1.25,-1.25,0.21,-0.21,-0.97,1.23,0.00,0.00,0.00,0.00,0.77,-52.60,12.83,-25.57,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.02,0.62,0.52,0.27,0.87,0,1
117,5.968,0.16,-0.01,-0.00,-0.02,-0.04,-0.00,-0.00,-1.25,-1.25,-0.43,-0.33,-1.89,-0.52,0.00,0.00,0.00,0.00,0.75,-52.62,12.73,-25.60,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.03,0.62,0.52,0.27,0.86,0,1
118,6.018,0.16,0.01,0.00,-0.04,-0.06,-0.00,-0.00,-1.25,-1.25,-0.16,-0.14,-3.93,-3.44,0.00,0.00,0.00,0.00,0.74,-52.63,12.53,-25.78,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.03,0.63,0.52,0.26,0.86,0,1
119,6.067,0.12,0.00,-0.00,-0.08,0.15,-0.00,-0.00,-1.25,-1.25,-0.01,-0.35,-8.08,4.15,0.00,0.00,0.00,0.00,0.74,-52.64,12.12,-25.56,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.02,0.65,0.36,0.20,0.92,0,1
120,6.121,0.14,0.00,0.00,0.04,-0.11,-0.00,-0.00,-1.25,-1.25,-0.01,-0.20,-5.90,-1.68,0.00,0.00,0.00,0.00,0.74,-52.66,11.82,-25.65,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.01,0.63,0.50,0.24,0.87,0,1
121,6.17,0.11,0.01,0.01,-0.00,0.02,-0.00,-0.00,-1.25,-1.25,0.59,0.07,-6.03,-0.46,0.00,0.00,0.00,0.00,0.77,-52.65,11.52,-25.67,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.03,0.62,0.53,0.27,0.86,0,1
122,6.219,0.09,-0.01,-0.00,0.12,0.06,-0.00,-0.00,-1.25,-1.25,-0.02,0.00,0.12,2.39,0.00,0.00,0.00,0.00,0.77,-52.65,11.52,-25.55,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.02,0.63,0.53,0.26,0.87,0,1
123,6.268,0.09,0.01,-0.01,0.01,-0.00,-0.00,-0.00,-1.25,-1.25,0.27,-0.27,0.73,2.37,0.00,0.00,0.00,0.00,0.78,-52.66,11.56,-25.44,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.03,0.62,0.52,0.26,0.86,0,1
124,6.317,0.11,-0.01,0.00,0.00,0.01,-0.00,-0.00,-1.25,-1.25,-0.06,-0.13,0.92,2.85,0.00,0.00,0.00,0.00,0.78,-52.67,11.60,-25.30,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.02,0.62,0.51,0.26,0.86,0,1
125,6.37,0.13,-0.00,-0.00,0.00,-0.03,-0.00,-0.00,-1.25,-1.25,-0.08,-0.30,0.93,1.46,0.00,0.00,0.00,0.00,0.77,-52.69,11.65,-25.22,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.01,0.62,0.52,0.27,0.87,0,1
126,6.419,0.14,0.01,0.01,-0.01,0.04,-0.00,-0.00,-1.25,-1.25,0.38,0.00,0.45,3.47,0.00,0.00,0.00,0.00,0.79,-52.69,11.67,-25.05,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.03,0.62,0.52,0.26,0.86,0,1
127,6.469,0.16,-0.01,-0.00,0.00,0.05,-0.00,-0.00,-1.25,-1.25,0.02,-0.13,0.51,5.98,0.00,0.00,0.00,0.00,0.79,-52.69,11.70,-24.75,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.01,0.62,0.47,0.26,0.87,0,1
128,6.518,0.19,0.01,0.01,-0.05,-0.04,-0.00,-0.00,-1.25,-1.25,0.58,0.30,-1.91,3.90,0.00,0.00,0.00,0.00,0.82,-52.68,11.61,-24.56,124003.00,-4704.00,2073442.00,2785843.00,0.87,0.04,0.62,0.50,0.24,0.87,0,1
129,6.571,0.25,-0.03,-0.01,-0.02,-0.05,-0.00,-0.00,-1.25,-1.25,-0.77,-0.17,-2.83,1.25,0.00,0.00,0.00,0.00,0.78,-52.69,11.46,-24.49,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.01,0.62,0.50,0.26,0.88,0,1
130,6.62,0.29,0.01,0.00,0.04,-0.01,-0.00,-0.00,-1.25,-1.25,-0.12,0.01,-0.66,0.60,0.00,0.00,0.00,0.00,0.77,-52.69,11.43,-24.46,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.03,0.63,0.51,0.26,0.87,0,1
131,6.669,0.32,-0.00,-0.00,-0.02,-0.02,-0.00,-0.00,-1.25,-1.25,-0.22,-0.00,-1.72,-0.41,0.00,0.00,0.00,0.00,0.76,-52.69,11.34,-24.49,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.02,0.62,0.50,0.25,0.88,0,1
132,6.723,0.35,0.00,-0.00,0.02,-0.07,-0.00,-0.00,-1.25,-1.25,-0.10,-0.10,-0.72,-3.96,0.00,0.00,0.00,0.00,0.76,-52.69,11.31,-24.69,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.02,0.63,0.51,0.25,0.88,0,1
133,6.772,0.40,0.01,-0.01,-0.07,-0.24,-0.00,-0.00,-1.25,-1.25,0.54,-0.84,-4.11,-16.01,0.00,0.00,0.00,0.00,0.79,-52.73,11.10,-25.49,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.02,0.62,0.55,0.27,0.90,0,1
134,6.821,0.56,0.01,0.03,-0.05,0.38,-0.00,-0.00,-1.25,-1.25,0.97,0.60,-6.67,3.53,0.00,0.00,0.00,0.00,0.84,-52.70,10.76,-25.31,124003.00,-4704.00,2073442.00,2785843.00,0.84,0.04,0.64,0.63,0.41,1.01,0,1
135,6.874,0.43,-0.03,-0.01,0.09,-0.22,-0.00,-0.00,-1.25,-1.25,-0.53,0.23,-2.43,-7.37,0.00,0.00,0.00,0.00,0.81,-52.69,10.64,-25.67,124003.00,-4704.00,2073442.00,2785843.00,0.84,0.02,0.63,0.47,0.24,0.88,0,1
136,6.923,0.14,0.02,-0.01,0.04,-0.07,-0.00,-0.00,-1.25,-1.25,0.73,-0.18,-0.32,-11.12,0.00,0.00,0.00,0.00,0.85,-52.70,10.62,-26.25,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.04,0.62,0.52,0.27,0.87,0,1
137,6.976,0.09,-0.02,0.02,0.20,-0.18,-0.00,-0.00,-1.25,-1.25,-0.13,0.69,9.60,-20.00,0.00,0.00,0.00,0.00,0.84,-52.67,11.10,-27.25,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.00,0.63,0.60,0.25,0.93,0,1
138,7.026,0.07,-0.02,-0.00,0.11,0.43,-0.00,-0.00,-1.25,-1.25,-1.28,0.61,15.13,1.76,0.00,0.00,0.00,0.00,0.78,-52.63,11.88,-27.16,124003.00,-4704.00,2073442.00,2785843.00,0.87,0.04,0.63,0.58,0.17,1.00,0,1
139,7.075,0.04,-0.06,0.07,0.62,-0.02,-0.00,-0.00,-1.25,-1.25,-4.09,4.11,46.36,0.65,0.00,0.00,0.00,0.00,0.57,-52.43,14.19,-27.12,124003.00,-4704.00,2073442.00,2785843.00,0.86,0.05,0.60,0.30,0.65,0.75,0,1
140,7.128,0.11,-0.19,0.08,-0.25,-0.19,-0.00,-0.00,-1.25,-1.25,-13.35,7.86,34.09,-8.65,-16.38,-1.18,0.00,0.00,-0.10,-52.04,15.90,-27.56,123184.00,-4763.00,2073442.00,2785843.00,0.87,-0.01,0.61,0.78,0.01,0.85,1,1
141,7.177,0.10,-0.50,1.13,-0.01,0.22,-0.20,0.01,-1.25,-1.25,-39.16,66.79,33.56,2.88,-119.83,2.81,0.00,0.00,-2.13,-48.56,17.64,-27.41,116953.00,-4617.00,2073442.00,2785843.00,0.74,0.07,0.76,0.55,0.23,0.79,1,1
142,7.23,0.15,-1.20,0.25,0.33,-0.00,-0.27,0.02,-1.25,-1.25,-101.40,79.57,50.68,2.62,-261.44,13.33,0.00,0.00,-7.41,-44.43,20.28,-27.27,103358.00,-3924.00,2073442.00,2785843.00,0.80,-0.07,0.72,0.55,0.28,0.84,1,1
143,7.283,0.10,0.04,-0.34,0.38,0.16,-0.24,0.01,-1.25,-1.25,-99.52,62.15,70.33,10.92,-384.81,19.29,0.00,0.00,-12.58,-41.19,23.94,-26.70,83348.00,-2921.00,2073442.00,2785843.00,0.73,-0.29,0.80,0.56,0.39,0.82,1,1
144,7.337,0.13,1.03,-0.40,0.03,-0.10,0.31,-0.02,-1.25,-1.25,-45.87,41.45,72.03,5.95,-223.60,9.54,0.00,0.00,-14.97,-39.04,27.68,-26.39,71721.00,-2425.00,2073442.00,2785843.00,0.72,-0.24,0.80,0.56,0.39,0.79,1,1
145,7.386,0.13,0.22,-0.34,-0.26,0.23,-0.20,-0.00,-1.25,-1.25,-34.82,24.31,58.84,17.58,-324.75,8.84,0.00,0.00,-16.74,-37.80,30.68,-25.50,55159.00,-1974.00,2073442.00,2785843.00,0.69,-0.28,0.70,0.49,0.53,0.83,1,1
146,7.439,0.16,-0.16,-0.04,-0.34,0.02,0.26,-0.01,-1.25,-1.25,-43.11,22.16,40.83,18.87,-188.09,3.79,0.00,0.00,-19.03,-36.62,32.85,-24.50,45190.00,-1773.00,2073442.00,2785843.00,0.72,-0.28,0.77,0.48,0.57,0.75,1,1
147,7.493,0.13,0.02,0.37,-0.48,-0.02,0.29,-0.01,-1.25,-1.25,-41.83,41.41,15.86,17.87,-39.87,0.52,0.00,0.00,-21.20,-34.47,33.67,-23.57,43117.00,-1746.00,2073442.00,2785843.00,0.56,-0.48,0.79,0.47,0.57,0.74,1,1
148,7.542,0.10,0.02,-0.04,-0.38,-0.25,0.15,-0.01,-1.25,-1.25,-40.87,39.33,-3.70,4.71,39.77,-2.25,0.00,0.00,-23.33,-32.43,33.48,-23.32,45185.00,-1863.00,2073442.00,2785843.00,0.63,-0.36,0.77,0.51,0.56,0.74,1,1
149,7.595,0.11,0.34,-0.15,-0.28,-0.07,-0.02,0.00,-1.25,-1.25,-23.32,31.44,-17.98,1.29,30.73,-0.76,0.00,0.00,-24.52,-30.82,32.56,-23.26,46752.00,-1902.00,2073442.00,2785843.00,0.58,-0.44,0.65,0.48,0.55,0.74,1,1
150,7.648,0.12,0.28,-0.06,-0.18,-0.16,-0.02,-0.00,-1.25,-1.25,-8.78,28.47,-27.38,-7.01,22.40,-1.33,0.00,0.00,-24.97,-29.34,31.14,-23.62,47917.00,-1971.00,2073442.00,2785843.00,0.54,-0.46,0.81,0.51,0.55,0.78,1,1
151,7.701,0.12,0.02,-0.36,0.15,-0.09,0.00,-0.00,-1.25,-1.25,-7.65,9.29,-19.28,-11.85,23.57,-1.40,0.00,0.00,-25.38,-28.85,30.12,-24.25,49166.00,-2045.00,2073442.00,2785843.00,0.56,-0.43,0.80,0.51,0.49,0.74,1,1
152,7.751,0.11,0.08,-0.10,0.25,0.17,0.01,-0.00,-1.25,-1.25,-3.47,4.17,-6.35,-3.22,28.02,-1.54,0.00,0.00,-25.56,-28.63,29.79,-24.42,50623.00,-2125.00,2073442.00,2785843.00,0.56,-0.45,0.79,0.54,0.48,0.74,1,1
153,7.804,0.09,-0.03,-0.08,0.10,0.05,-0.03,0.00,-1.25,-1.25,-4.89,0.34,-1.26,-0.42,14.86,-1.02,0.00,0.00,-25.81,-28.62,29.72,-24.44,51381.00,-2177.00,2073442.00,2785843.00,0.53,-0.38,0.87,0.52,0.48,0.75,1,1
154,7.853,0.12,-0.08,0.17,0.13,0.07,0.00,0.00,-1.25,-1.25,-8.99,8.86,5.22,3.26,15.69,-0.82,0.00,0.00,-26.27,-28.16,29.99,-24.27,52181.00,-2219.00,2073442.00,2785843.00,0.56,-0.45,0.78,0.55,0.51,0.74,1,1
155,7.902,0.12,0.01,0.04,0.02,0.06,-0.00,0.00,-1.25,-1.25,-8.61,10.78,6.12,6.07,13.54,-0.42,0.00,0.00,-26.70,-27.62,30.29,-23.97,52858.00,-2240.00,2073442.00,2785843.00,0.56,-0.45,0.77,0.52,0.51,0.72,1,1
156,7.955,0.14,-0.42,0.33,-0.05,-0.06,-0.01,0.00,-1.25,-1.25,-29.79,27.71,3.33,3.10,10.59,-0.14,0.00,0.00,-28.22,-26.21,30.46,-23.81,53398.00,-2247.00,2073442.00,2785843.00,0.56,-0.44,0.79,0.50,0.51,0.74,1,1
157,8.004,0.14,0.43,-0.31,0.00,-0.08,-0.01,0.00,-1.25,-1.25,-8.07,11.89,3.57,-1.06,4.53,0.29,0.00,0.00,-28.63,-25.60,30.65,-23.87,53629.00,-2232.00,2073442.00,2785843.00,0.53,-0.47,0.80,0.52,0.52,0.74,1,1
158,8.053,0.10,0.33,-0.30,0.03,0.03,-0.00,-0.00,-1.25,-1.25,8.82,-3.64,5.19,0.56,2.94,0.10,0.00,0.00,-28.18,-25.79,30.91,-23.84,53779.00,-2227.00,2073442.00,2785843.00,0.52,-0.49,0.78,0.53,0.50,0.75,1,1
159,8.107,0.11,-0.07,0.03,0.06,0.14,0.06,-0.00,-1.25,-1.25,5.29,-2.06,8.10,7.58,32.00,-1.46,0.00,0.00,-27.91,-25.89,31.32,-23.46,55379.00,-2300.00,2073442.00,2785843.00,0.57,-0.47,0.75,0.51,0.54,0.72,1,1
160,8.156,0.10,-0.15,0.06,-0.04,0.10,0.09,-0.00,-1.25,-1.25,-2.26,1.10,6.34,12.53,74.80,-3.20,0.00,0.00,-28.03,-25.84,31.63,-22.83,59119.00,-2460.00,2073442.00,2785843.00,0.51,-0.51,0.78,0.51,0.54,0.71,1,1
161,8.209,0.14,0.04,-0.03,-0.16,-0.00,-0.00,0.00,-1.25,-1.25,-0.16,-0.26,-1.96,12.52,72.73,-1.92,0.00,0.00,-28.04,-25.85,31.53,-22.18,62901.00,-2560.00,2073442.00,2785843.00,0.54,-0.48,0.76,0.49,0.57,0.73,1,1
162,8.259,0.12,-0.02,0.05,-0.05,0.01,-0.09,0.00,-1.25,-1.25,-1.35,2.21,-4.51,13.26,28.06,-0.61,0.00,0.00,-28.10,-25.74,31.30,-21.50,64332.00,-2591.00,2073442.00,2785843.00,0.53,-0.48,0.78,0.46,0.56,0.74,1,1
163,8.311,0.12,0.01,-0.02,-0.16,-0.11,-0.05,0.00,-1.25,-1.25,-0.61,0.96,-12.76,7.49,1.92,0.06,0.00,0.00,-28.14,-25.69,30.65,-21.12,64430.00,-2588.00,2073442.00,2785843.00,0.56,-0.50,0.76,0.47,0.56,0.75,1,1
164,8.36,0.10,0.10,-0.04,0.03,-0.06,-0.00,0.00,-1.25,-1.25,4.30,-1.08,-11.19,4.53,-0.20,0.25,0.00,0.00,-27.92,-25.74,30.08,-20.89,64420.00,-2575.00,2073442.00,2785843.00,0.53,-0.49,0.78,0.46,0.55,0.75,1,1
165,8.414,0.12,0.03,-0.03,0.05,-0.06,0.00,-0.00,-1.25,-1.25,5.83,-2.55,-8.50,1.35,-0.06,0.00,0.00,0.00,-27.62,-25.88,29.65,-20.82,64417.00,-2575.00,2073442.00,2785843.00,0.53,-0.49,0.79,0.47,0.53,0.76,1,1
166,8.463,0.12,-0.05,0.05,0.08,-0.04,-0.00,-0.00,-1.25,-1.25,3.48,-0.06,-4.17,-0.65,-0.63,-0.02,0.00,0.00,-27.44,-25.88,29.43,-20.86,64385.00,-2576.00,2073442.00,2785843.00,0.53,-0.50,0.79,0.46,0.53,0.76,1,1
167,8.516,0.11,-0.02,-0.04,0.02,-0.01,-0.01,0.00,-1.25,-1.25,2.43,-2.22,-3.31,-1.26,-6.94,0.31,0.00,0.00,-27.32,-25.99,29.26,-20.92,64031.00,-2560.00,2073442.00,2785843.00,0.54,-0.48,0.78,0.47,0.53,0.75,1,1
168,8.566,0.12,-0.02,0.02,0.07,0.11,-0.00,0.00,-1.25,-1.25,1.33,-1.07,0.26,4.27,-8.65,0.35,0.00,0.00,-27.25,-26.05,29.28,-20.70,63590.00,-2542.00,2073442.00,2785843.00,0.55,-0.48,0.78,0.48,0.52,0.76,1,1
169,8.615,0.11,-0.00,-0.00,0.04,0.16,0.01,-0.00,-1.25,-1.25,1.26,-1.13,2.37,12.25,-1.86,0.06,0.00,0.00,-27.19,-26.10,29.40,-20.09,63497.00,-2539.00,2073442.00,2785843.00,0.56,-0.49,0.77,0.47,0.54,0.75,1,1
170,8.668,0.09,0.01,0.02,-0.07,-0.03,0.00,0.00,-1.25,-1.25,1.83,0.04,-1.45,10.75,-0.69,0.08,0.00,0.00,-27.09,-26.10,29.32,-19.54,63462.00,-2535.00,2073442.00,2785843.00,0.55,-0.49,0.77,0.46,0.54,0.76,1,1
171,8.717,0.11,0.01,0.03,-0.05,-0.14,0.00,-0.00,-1.25,-1.25,2.16,1.37,-3.78,3.56,-0.04,0.02,0.00,0.00,-26.99,-26.03,29.13,-19.36,63460.00,-2534.00,2073442.00,2785843.00,0.55,-0.49,0.77,0.45,0.54,0.77,1,1
172,8.766,0.12,0.01,0.00,0.01,-0.06,0.00,-0.00,-1.25,-1.25,2.55,1.47,-3.23,0.22,0.00,0.00,0.00,0.00,-26.85,-25.96,28.96,-19.35,63460.00,-2534.00,2073442.00,2785843.00,0.55,-0.48,0.77,0.45,0.54,0.77,0,1
173,8.819,0.13,-0.00,-0.00,-0.01,-0.06,0.00,-0.00,-1.25,-1.25,2.54,1.42,-3.77,-2.50,-0.02,0.04,0.00,0.00,-26.73,-25.89,28.78,-19.47,63459.00,-2532.00,2073442.00,2785843.00,0.56,-0.48,0.78,0.44,0.54,0.77,1,1
174,8.869,0.10,0.01,0.01,0.02,-0.01,0.00,0.00,-1.25,-1.25,3.14,2.08,-2.80,-3.25,0.04,0.16,0.00,0.00,-26.57,-25.78,28.64,-19.64,63461.00,-2524.00,2073442.00,2785843.00,0.56,-0.48,0.77,0.46,0.53,0.77,1,1
175,8.918,0.11,0.02,0.02,0.05,0.05,0.00,-0.00,-1.25,-1.25,4.24,3.03,-0.05,-0.96,0.04,0.00,0.00,0.00,-26.36,-25.63,28.63,-19.69,63463.00,-2524.00,2073442.00,2785843.00,0.55,-0.48,0.76,0.45,0.53,0.77,1,1
176,8.971,0.14,-0.02,-0.03,0.11,0.05,-0.00,-0.00,-1.25,-1.25,3.46,1.76,5.20,1.69,0.00,0.04,0.00,0.00,-26.18,-25.54,28.89,-19.60,63463.00,-2522.00,2073442.00,2785843.00,0.55,-0.48,0.77,0.46,0.54,0.77,1,1
177,9.021,0.11,-0.02,-0.00,0.07,0.04,-0.00,-0.00,-1.25,-1.25,2.44,1.55,8.54,3.79,0.02,0.00,0.00,0.00,-26.06,-25.46,29.33,-19.41,63464.00,-2522.00,2073442.00,2785843.00,0.55,-0.49,0.78,0.46,0.54,0.77,1,1
178,9.07,0.13,0.01,-0.02,-0.05,0.01,-0.00,-0.00,-1.25,-1.25,2.81,0.33,6.14,4.07,0.00,-0.02,0.00,0.00,-25.92,-25.44,29.64,-19.21,63464.00,-2523.00,2073442.00,2785843.00,0.55,-0.48,0.78,0.45,0.55,0.76,1,1
179,9.122,0.10,0.01,0.02,-0.17,-0.09,-0.00,-0.00,-1.25,-1.25,3.08,1.55,-2.20,-0.32,0.06,-0.04,0.00,0.00,-25.76,-25.37,29.53,-19.22,63467.00,-2525.00,2073442.00,2785843.00,0.55,-0.48,0.78,0.44,0.56,0.76,1,1
