,Time,Force,L_pitchAcc,L_yawAcc,R_pitchAcc,R_yawAcc,L_surgeAcc,L_rollAcc,R_surgeAcc,R_rollAcc,L_pitchVel,L_yawVel,R_pitchVel,R_yawVel,L_surgeVel,L_rollVel,R_surgeVel,R_rollVel,L_pitch,L_yaw,R_pitch,R_yaw,L_surge,L_roll,R_surge,R_roll,R_x,R_y,R_z,L_x,L_y,L_z,L_motion,R_motion
374,18.91,0.11,-0.00,0.00,0.02,-0.01,-0.00,0.00,-0.00,0.00,-0.27,0.32,0.74,0.36,-4.84,0.34,0.00,0.00,-18.88,-23.41,22.66,-22.37,-41443.00,-493.00,164028.00,195208.00,0.54,-0.45,0.81,0.51,0.51,0.75,1,1
375,18.959,0.13,0.02,-0.03,-0.02,-0.02,0.00,-0.00,-0.00,0.00,0.91,-1.08,-0.04,-0.51,-3.52,0.04,-0.06,0.00,-18.83,-23.47,22.66,-22.39,-41619.00,-491.00,164025.00,195208.00,0.54,-0.40,0.82,0.55,0.56,0.69,1,1
376,19.009,0.13,-0.01,0.02,-0.01,0.02,-0.00,0.00,-0.00,0.00,0.46,-0.09,-0.30,0.47,-4.18,0.28,-0.40,0.02,-18.81,-23.47,22.65,-22.37,-41828.00,-477.00,164005.00,195209.00,0.53,-0.47,0.80,0.48,0.48,0.80,1,1
377,19.062,0.16,-0.01,0.00,0.01,0.00,0.00,-0.00,-0.00,0.00,0.04,0.11,0.05,0.56,-3.46,0.12,-0.48,0.04,-18.80,-23.47,22.65,-22.34,-42001.00,-471.00,163981.00,195211.00,0.53,-0.45,0.81,0.51,0.51,0.75,1,1
378,19.111,0.11,-0.01,0.02,0.01,-0.03,0.00,-0.00,-0.00,-0.00,-0.40,0.94,0.61,-0.73,-2.10,0.02,-0.50,0.00,-18.82,-23.42,22.68,-22.38,-42106.00,-470.00,163956.00,195211.00,0.55,-0.48,0.79,0.50,0.48,0.69,1,1
379,19.161,0.11,0.02,-0.02,-0.01,0.03,-0.00,0.00,0.00,-0.00,0.62,-0.05,0.23,0.64,-3.27,0.08,-0.39,0.00,-18.79,-23.42,22.69,-22.34,-42273.00,-466.00,163936.00,195211.00,0.55,-0.45,0.77,0.47,0.62,0.70,1,1
380,19.209,0.10,-0.06,0.02,-0.14,-0.01,-0.01,0.00,0.00,-0.00,-2.16,1.11,-6.90,0.02,-7.16,0.52,-0.28,0.00,-18.90,-23.37,22.35,-22.34,-42631.00,-440.00,163922.00,195211.00,0.49,-0.45,0.88,0.50,0.59,0.66,1,1
381,19.262,0.15,0.02,-0.01,0.13,0.01,-0.01,-0.00,-0.00,-0.00,-1.31,0.83,-0.53,0.64,-11.70,0.32,-0.32,-0.04,-18.97,-23.33,22.32,-22.31,-43216.00,-424.00,163906.00,195209.00,0.55,-0.46,0.81,0.50,0.49,0.80,1,1
382,19.311,0.11,0.08,-0.03,-0.06,-0.00,0.00,-0.00,-0.00,0.00,2.84,-0.78,-3.64,0.63,-11.24,0.08,-0.41,0.00,-18.82,-23.37,22.13,-22.28,-43789.00,-420.00,163885.00,195209.00,0.53,-0.39,0.84,0.52,0.38,0.88,1,1
383,19.361,0.13,-0.05,0.01,0.06,0.00,0.00,0.00,-0.00,0.00,0.57,-0.32,-0.53,0.81,-9.20,0.22,-0.64,0.02,-18.79,-23.38,22.11,-22.24,-44249.00,-409.00,163853.00,195210.00,0.53,-0.42,0.78,0.54,0.59,0.76,1,1
384,19.414,0.12,0.00,0.01,-0.02,-0.03,0.01,-0.00,-0.00,-0.00,0.61,0.27,-1.63,-0.49,-4.72,0.18,-0.82,0.00,-18.76,-23.37,22.02,-22.26,-44485.00,-400.00,163812.00,195210.00,0.52,-0.43,0.81,0.48,0.62,0.71,1,1
385,19.463,0.10,-0.01,-0.01,0.03,0.01,0.00,-0.00,0.00,-0.00,0.19,-0.34,0.11,-0.13,-3.61,0.12,-0.49,0.02,-18.75,-23.39,22.03,-22.27,-44669.00,-394.00,163787.00,195211.00,0.54,-0.45,0.79,0.51,0.51,0.73,1,1
386,19.513,0.14,-0.01,0.00,-0.01,0.00,0.00,-0.00,0.00,-0.00,-0.25,-0.15,-0.25,-0.11,-1.38,0.00,-0.02,0.00,-18.77,-23.39,22.02,-22.28,-44738.00,-394.00,163786.00,195211.00,0.54,-0.45,0.81,0.52,0.50,0.74,1,1
387,19.562,0.12,0.01,0.02,-0.00,0.02,0.00,-0.00,0.00,-0.00,0.08,0.74,-0.35,0.88,-0.80,0.00,0.00,0.00,-18.76,-23.36,22.00,-22.23,-44778.00,-394.00,163786.00,195211.00,0.53,-0.45,0.80,0.51,0.50,0.75,1,0
388,19.614,0.10,0.00,-0.01,0.00,-0.01,0.00,-0.00,0.00,-0.00,0.21,0.29,-0.14,0.25,0.00,0.00,0.00,0.00,-18.75,-23.34,21.99,-22.22,-44778.00,-394.00,163786.00,195211.00,0.54,-0.45,0.80,0.50,0.51,0.75,0,1
389,19.664,0.12,-0.01,-0.01,0.00,0.02,0.00,-0.00,0.00,-0.00,-0.18,-0.15,0.03,1.00,0.00,0.00,0.00,-0.02,-18.76,-23.35,22.00,-22.17,-44778.00,-394.00,163786.00,195210.00,0.54,-0.45,0.81,0.50,0.51,0.75,0,1
390,19.713,0.15,0.00,-0.00,-0.01,-0.03,0.00,-0.00,0.00,0.00,-0.15,-0.40,-0.23,-0.37,0.00,0.02,0.00,0.00,-18.77,-23.37,21.98,-22.19,-44778.00,-393.00,163786.00,195210.00,0.54,-0.45,0.81,0.51,0.51,0.75,1,0
391,19.762,0.10,0.00,0.00,0.00,0.01,0.00,-0.00,0.00,0.00,-0.08,-0.27,-0.10,-0.08,0.00,0.00,0.00,0.00,-18.77,-23.38,21.98,-22.19,-44778.00,-393.00,163786.00,195210.00,0.54,-0.45,0.80,0.51,0.50,0.75,0,0
392,19.811,0.12,0.01,0.00,-0.00,0.01,0.00,-0.00,0.00,0.00,0.44,-0.18,-0.12,0.22,0.00,0.00,0.00,0.00,-18.75,-23.39,21.97,-22.18,-44778.00,-393.00,163786.00,195210.00,0.54,-0.45,0.80,0.50,0.50,0.76,0,0
393,19.861,0.15,-0.01,0.01,-0.01,0.00,0.00,-0.00,0.00,0.00,-0.10,0.46,-0.52,0.26,0.00,-0.12,0.00,0.00,-18.76,-23.37,21.95,-22.17,-44778.00,-399.00,163786.00,195210.00,0.53,-0.46,0.81,0.50,0.50,0.76,1,0
394,19.91,0.10,-0.00,0.01,0.01,-0.01,0.00,0.00,0.00,0.00,-0.29,0.89,0.11,-0.32,0.00,0.00,0.00,0.00,-18.77,-23.33,21.95,-22.18,-44778.00,-399.00,163786.00,195210.00,0.53,-0.46,0.81,0.50,0.51,0.76,0,0
395,19.96,0.13,0.01,-0.02,-0.02,-0.01,0.00,0.00,0.00,0.00,0.16,-0.04,-1.09,-0.83,0.04,0.00,0.00,0.00,-18.76,-23.33,21.90,-22.22,-44776.00,-399.00,163786.00,195210.00,0.52,-0.45,0.80,0.50,0.51,0.76,1,0
396,20.008,0.14,-0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,-0.12,0.16,-0.73,-0.19,1.64,-0.02,0.00,0.00,-18.77,-23.32,21.86,-22.23,-44694.00,-400.00,163786.00,195210.00,0.53,-0.46,0.80,0.50,0.50,0.76,1,0
397,20.061,0.14,0.00,-0.01,-0.00,-0.02,0.00,-0.00,0.00,0.00,-0.03,-0.47,-0.78,-1.34,2.86,-0.06,0.00,0.00,-18.77,-23.34,21.82,-22.30,-44551.00,-403.00,163786.00,195210.00,0.54,-0.45,0.81,0.50,0.51,0.77,1,0
398,20.11,0.12,0.00,0.00,0.02,0.02,-0.00,0.00,0.00,0.00,0.13,-0.41,0.10,-0.17,1.80,-0.02,0.00,0.00,-18.76,-23.36,21.83,-22.31,-44461.00,-404.00,163786.00,195210.00,0.53,-0.44,0.79,0.51,0.51,0.75,1,0
399,20.159,0.13,-0.01,0.00,-0.02,0.00,-0.00,-0.00,0.00,0.00,-0.31,-0.20,-0.67,-0.02,0.92,-0.12,0.00,0.00,-18.78,-23.37,21.80,-22.31,-44416.00,-410.00,163786.00,195210.00,0.54,-0.45,0.80,0.51,0.51,0.76,1,0
400,20.209,0.11,0.00,-0.01,0.02,0.02,-0.00,-0.00,0.00,0.00,-0.12,-0.72,0.57,0.83,0.73,-0.16,0.00,0.00,-18.78,-23.41,21.82,-22.27,-44379.00,-418.00,163786.00,195210.00,0.54,-0.45,0.79,0.50,0.54,0.77,1,0
401,20.258,0.11,-0.01,0.05,-0.01,-0.03,-0.00,0.00,0.00,0.00,-0.70,1.76,0.24,-0.62,0.00,0.00,0.00,0.00,-18.82,-23.32,21.84,-22.30,-44379.00,-418.00,163786.00,195210.00,0.54,-0.45,0.79,0.50,0.51,0.75,0,0
402,20.308,0.10,0.01,-0.02,0.00,-0.01,-0.00,0.00,0.00,0.00,-0.04,0.59,0.43,-1.35,0.00,0.00,0.00,0.00,-18.82,-23.29,21.86,-22.37,-44379.00,-418.00,163786.00,195210.00,0.54,-0.46,0.80,0.50,0.50,0.76,0,0
403,20.356,0.13,-0.05,0.07,0.01,0.01,-0.00,0.00,0.00,0.00,-2.40,4.25,0.84,-0.63,0.00,0.00,0.00,0.00,-18.94,-23.08,21.90,-22.40,-44379.00,-418.00,163786.00,195210.00,0.51,-0.52,0.80,0.50,0.49,0.75,0,0
404,20.409,0.14,0.04,-0.09,-0.03,0.01,-0.00,0.00,0.00,0.00,-0.50,-0.16,-0.78,-0.06,-0.14,-0.04,0.00,-0.04,-18.97,-23.09,21.86,-22.40,-44386.00,-420.00,163786.00,195208.00,0.52,-0.47,0.81,0.50,0.51,0.76,1,1
405,20.458,0.16,0.00,0.00,0.00,0.01,0.00,-0.00,0.00,0.00,-0.43,-0.00,-0.59,0.22,0.08,-0.08,0.00,0.00,-18.99,-23.09,21.83,-22.39,-44382.00,-424.00,163786.00,195208.00,0.54,-0.45,0.80,0.52,0.49,0.73,1,0
406,20.508,0.15,0.00,-0.02,0.01,-0.01,-0.00,0.00,0.00,0.00,-0.20,-0.84,-0.21,-0.32,0.00,0.00,0.00,0.00,-19.00,-23.13,21.82,-22.41,-44382.00,-424.00,163786.00,195208.00,0.53,-0.45,0.81,0.51,0.51,0.75,1,0
407,20.557,0.11,-0.01,0.04,0.00,0.01,-0.00,0.00,0.00,0.00,-0.60,0.96,-0.21,0.21,-0.02,0.00,0.00,0.00,-19.03,-23.08,21.81,-22.40,-44383.00,-424.00,163786.00,195208.00,0.53,-0.45,0.80,0.51,0.51,0.75,1,0
408,20.606,0.13,0.02,-0.01,-0.00,-0.01,0.00,0.00,0.00,0.00,0.18,0.68,-0.32,-0.15,0.00,0.00,0.00,0.00,-19.02,-23.05,21.80,-22.40,-44383.00,-424.00,163786.00,195208.00,0.54,-0.45,0.80,0.51,0.50,0.75,1,0
409,20.656,0.12,-0.04,0.04,0.01,0.01,0.00,0.00,0.00,0.00,-1.71,2.55,0.31,0.15,0.04,-0.04,0.00,0.00,-19.10,-22.92,21.81,-22.40,-44381.00,-426.00,163786.00,195208.00,0.53,-0.45,0.81,0.52,0.50,0.76,1,0
410,20.704,0.13,0.06,-0.02,-0.01,0.01,-0.00,0.00,0.00,0.00,1.35,1.56,-0.17,0.65,0.00,0.00,0.00,0.00,-19.04,-22.85,21.80,-22.36,-44381.00,-426.00,163786.00,195208.00,0.53,-0.44,0.81,0.50,0.51,0.76,0,1
411,20.753,0.14,-0.02,0.04,-0.00,-0.01,-0.00,0.00,0.00,0.00,0.19,3.48,-0.23,0.23,-0.06,-0.14,0.00,0.00,-19.03,-22.68,21.79,-22.35,-44384.00,-433.00,163786.00,195208.00,0.52,-0.46,0.80,0.50,0.50,0.75,1,1
412,20.807,0.12,0.03,-0.10,-0.01,-0.00,-0.00,-0.00,0.00,0.00,1.81,-1.47,-0.52,0.21,-0.18,-0.33,0.00,-0.02,-18.94,-22.75,21.77,-22.34,-44393.00,-449.00,163786.00,195207.00,0.53,-0.45,0.80,0.51,0.50,0.76,1,1
413,20.856,0.14,-0.04,0.06,0.01,-0.03,-0.00,0.00,0.00,0.00,-0.29,1.51,-0.21,-1.52,-0.41,-0.22,0.00,0.00,-18.95,-22.67,21.76,-22.42,-44414.00,-460.00,163786.00,195207.00,0.53,-0.45,0.81,0.51,0.50,0.75,1,0
414,20.905,0.12,0.03,-0.05,0.01,0.02,-0.00,0.00,0.00,0.00,1.04,-1.22,0.22,-0.51,-0.86,-0.10,0.00,0.00,-18.90,-22.73,21.77,-22.45,-44457.00,-465.00,163786.00,195207.00,0.53,-0.45,0.81,0.51,0.50,0.75,1,0
415,20.954,0.11,-0.02,0.04,0.00,0.03,-0.00,0.00,0.00,0.00,0.17,1.02,0.38,1.20,-0.90,-0.06,0.00,0.00,-18.89,-22.68,21.79,-22.39,-44502.00,-468.00,163786.00,195207.00,0.53,-0.45,0.81,0.52,0.51,0.75,1,0
416,21.004,0.15,0.01,-0.03,-0.03,0.00,0.00,0.00,0.00,0.00,0.42,-0.47,-1.15,1.38,-0.16,0.00,0.00,0.00,-18.87,-22.70,21.73,-22.32,-44510.00,-468.00,163786.00,195207.00,0.53,-0.46,0.81,0.51,0.50,0.75,1,0
417,21.053,0.15,0.02,0.02,0.00,0.01,-0.00,0.00,0.00,0.00,1.64,0.55,-0.95,2.05,-0.52,0.14,0.00,0.00,-18.79,-22.68,21.68,-22.22,-44536.00,-461.00,163786.00,195207.00,0.52,-0.45,0.81,0.51,0.50,0.75,1,0
418,21.101,0.14,0.03,0.02,0.00,-0.01,-0.00,-0.00,0.00,0.00,2.90,1.32,-0.92,1.51,-0.65,0.08,0.00,0.00,-18.65,-22.61,21.64,-22.14,-44567.00,-457.00,163786.00,195207.00,0.53,-0.45,0.80,0.51,0.50,0.76,1,0
419,21.151,0.18,-0.03,-0.00,0.04,-0.01,0.00,-0.00,0.00,0.00,1.46,1.26,0.85,0.77,-0.40,0.00,0.00,0.00,-18.58,-22.55,21.68,-22.10,-44587.00,-457.00,163786.00,195207.00,0.52,-0.45,0.81,0.49,0.50,0.76,1,0
420,21.204,0.18,-0.01,0.17,-0.11,0.00,0.00,-0.00,0.00,0.00,1.21,9.44,-4.51,0.81,-0.22,0.02,-0.67,0.00,-18.52,-22.09,21.46,-22.06,-44598.00,-456.00,163753.00,195207.00,0.33,-0.50,0.92,0.60,0.48,0.72,1,1
421,21.253,0.13,-0.05,-0.21,0.17,0.00,-0.00,0.00,0.00,0.00,-1.37,-1.20,4.21,0.84,-0.76,0.04,-0.02,0.06,-18.59,-22.15,21.67,-22.02,-44636.00,-454.00,163752.00,195210.00,0.53,-0.45,0.82,0.45,0.49,0.74,1,1
422,21.302,0.19,0.01,0.02,-0.08,-0.07,-0.00,0.00,0.00,-0.00,-0.68,-0.30,0.36,-2.87,-0.96,0.10,0.00,0.02,-18.62,-22.16,21.69,-22.17,-44684.00,-449.00,163752.00,195211.00,0.52,-0.45,0.82,0.52,0.50,0.75,1,1
423,21.352,0.15,-0.01,0.00,0.03,0.05,0.00,-0.00,0.00,1.31,-1.25,-0.25,2.08,-0.28,-0.50,0.04,655.04,655.04,-18.68,-22.17,21.79,-22.18,-44709.00,-447.00,196504.00,227963.00,0.52,-0.46,0.80,0.16,0.41,0.86,1,1
424,21.405,0.13,0.11,0.04,-0.04,-0.03,0.00,-0.00,-0.03,-0.03,4.26,1.68,-0.06,-2.01,-0.29,0.00,638.12,638.12,-18.47,-22.09,21.79,-22.28,-44724.00,-447.00,229048.00,260507.00,0.51,-0.46,0.77,0.52,0.52,0.79,1,0
425,21.454,0.14,-0.10,-0.05,0.34,0.18,0.00,-0.00,-1.25,-1.25,-1.01,-0.75,17.38,7.07,-0.16,0.14,0.06,0.12,-18.52,-22.13,22.68,-21.92,-44732.00,-440.00,229051.00,260513.00,0.48,-0.50,0.81,0.49,0.30,0.67,1,1
426,21.506,0.16,0.04,-0.02,-0.22,-0.16,0.00,0.00,-0.00,-0.00,0.83,-1.71,6.17,-0.80,0.02,0.22,0.00,0.00,-18.48,-22.21,22.98,-21.96,-44731.00,-429.00,229051.00,260513.00,0.54,-0.43,0.83,0.42,0.62,0.82,1,1
427,21.556,0.13,-0.04,0.04,-0.12,-0.08,-0.00,-0.00,-0.00,-0.00,-1.18,0.54,0.29,-5.01,-0.02,0.06,0.00,0.00,-18.54,-22.19,23.00,-22.22,-44732.00,-426.00,229051.00,260513.00,0.51,-0.48,0.81,0.55,0.52,0.75,1,1
428,21.605,0.18,0.02,-0.03,0.01,0.05,-0.00,-0.00,-0.00,-0.00,-0.17,-0.73,0.62,-2.58,-0.06,0.02,0.00,0.00,-18.54,-22.22,23.03,-22.35,-44735.00,-425.00,229051.00,260513.00,0.52,-0.45,0.81,0.50,0.54,0.72,1,1
429,21.659,0.14,0.02,-0.02,-0.05,-0.08,0.00,-0.00,-0.00,-0.00,1.01,-1.81,-1.91,-6.40,-0.06,-0.08,0.00,0.00,-18.49,-22.31,22.93,-22.67,-44738.00,-429.00,229051.00,260513.00,0.53,-0.44,0.81,0.51,0.53,0.73,1,1
430,21.708,0.20,-0.01,0.02,0.04,0.13,0.00,0.00,-0.00,-0.00,0.46,-0.94,0.28,0.29,-0.02,-0.02,0.00,0.00,-18.47,-22.36,22.95,-22.65,-44739.00,-430.00,229051.00,260513.00,0.53,-0.45,0.81,0.52,0.54,0.73,1,1
431,21.757,0.14,-0.01,0.01,-0.05,-0.13,-0.00,0.00,-0.00,-0.00,0.08,-0.52,-2.05,-6.33,-0.02,0.00,0.00,0.00,-18.47,-22.39,22.85,-22.97,-44740.00,-430.00,229051.00,260513.00,0.52,-0.46,0.81,0.52,0.54,0.76,1,1
432,21.806,0.18,-0.01,-0.00,0.06,0.11,0.00,0.00,-0.00,-0.00,-0.37,-0.75,1.07,-0.61,0.00,0.00,0.00,0.00,-18.49,-22.42,22.90,-23.00,-44740.00,-430.00,229051.00,260513.00,0.53,-0.45,0.81,0.53,0.53,0.73,0,1
433,21.859,0.13,0.01,0.01,-0.05,-0.16,0.00,0.00,-0.00,-0.00,0.01,-0.12,-1.42,-8.77,-0.06,0.02,0.00,0.00,-18.49,-22.43,22.83,-23.44,-44743.00,-429.00,229051.00,260513.00,0.53,-0.46,0.82,0.49,0.53,0.75,1,1
434,21.908,0.18,0.01,-0.03,-0.13,-0.11,-0.00,-0.00,-0.00,-0.00,0.56,-1.76,-8.15,-14.35,-1.72,-0.10,0.00,0.00,-18.46,-22.52,22.42,-24.16,-44829.00,-434.00,229051.00,260513.00,0.53,-0.45,0.81,0.55,0.52,0.73,1,1
435,21.961,0.18,0.01,-0.01,-0.14,-0.13,-0.02,0.00,-0.00,-0.00,1.00,-2.42,-15.43,-21.04,-13.43,0.86,0.00,0.00,-18.41,-22.64,21.63,-25.23,-45514.00,-390.00,229051.00,260513.00,0.53,-0.45,0.80,0.54,0.53,0.74,1,1
436,22.015,0.13,0.03,-0.04,-0.40,-0.36,-0.05,0.00,-0.00,-0.00,2.72,-4.62,-35.85,-39.62,-41.18,1.59,638.12,638.12,-18.27,-22.88,19.81,-27.25,-47614.00,-309.00,261595.00,293057.00,0.52,-0.47,0.80,0.52,0.47,0.79,1,0
437,22.064,0.15,0.02,0.01,-0.03,0.28,-0.05,0.00,-1.18,-1.18,3.75,-4.02,-37.20,-24.55,-69.35,2.63,0.00,0.00,-18.06,-23.10,17.80,-28.57,-51359.00,-167.00,261595.00,293057.00,0.54,-0.42,0.87,0.64,0.46,0.70,1,1
438,22.118,0.16,0.12,-0.09,-0.12,-0.25,-0.03,0.00,-1.18,-1.18,10.02,-8.44,-43.43,-37.26,-86.24,4.45,0.00,0.00,-17.55,-23.53,15.58,-30.48,-55757.00,60.00,261595.00,293057.00,0.56,-0.43,0.78,0.63,0.41,0.69,1,0
439,22.167,0.14,0.03,-0.00,-0.11,-0.02,0.01,0.00,-1.18,-1.18,11.52,-8.57,-49.03,-38.05,-82.24,5.98,-0.63,0.04,-16.97,-23.96,13.08,-32.42,-59951.00,365.00,261563.00,293059.00,0.54,-0.41,0.85,0.58,0.41,0.74,1,1
440,22.219,0.14,0.21,-0.11,0.13,0.05,0.02,-0.01,-0.01,0.00,22.34,-14.36,-42.55,-35.59,-73.86,3.37,-5.41,0.16,-15.83,-24.69,10.91,-34.23,-63718.00,537.00,261287.00,293067.00,0.56,-0.44,0.74,0.66,0.37,0.72,1,1
441,22.268,0.15,0.03,0.06,0.15,0.06,0.02,-0.01,-0.01,-0.00,23.63,-11.40,-34.91,-32.52,-62.84,0.67,-8.65,0.12,-14.62,-25.28,9.13,-35.89,-66923.00,571.00,260846.00,293073.00,0.57,-0.40,0.82,0.71,0.34,0.68,1,1
442,22.322,0.13,0.02,0.01,0.11,0.29,0.05,-0.00,-0.00,-0.00,24.49,-11.11,-29.15,-17.23,-35.12,0.06,-9.08,-0.04,-13.35,-25.85,7.62,-36.79,-68749.00,574.00,260374.00,293071.00,0.56,-0.37,0.82,0.71,0.34,0.69,1,1
443,22.371,0.13,-0.15,-0.05,-0.04,0.05,0.05,0.00,-0.00,0.00,16.59,-13.83,-31.36,-14.75,-12.00,0.55,-10.53,-0.02,-12.50,-26.56,6.02,-37.54,-69361.00,602.00,259837.00,293070.00,0.59,-0.36,0.82,0.77,0.32,0.66,1,1
444,22.424,0.16,0.12,-0.03,0.03,-0.05,0.01,-0.00,0.00,0.00,22.56,-15.48,-29.88,-17.40,-4.88,0.39,-9.43,0.16,-11.35,-27.35,4.49,-38.43,-69610.00,622.00,259356.00,293078.00,0.61,-0.31,0.80,0.69,0.24,0.78,1,1
445,22.474,0.11,-0.17,0.08,0.11,-0.01,-0.01,-0.00,0.01,-0.00,13.73,-11.66,-24.27,-18.00,-8.33,0.27,-6.45,0.00,-10.65,-27.94,3.26,-39.34,-70035.00,636.00,259027.00,293078.00,0.61,-0.33,0.80,0.79,0.25,0.66,1,1
446,22.527,0.16,0.04,0.04,0.27,0.21,0.00,-0.00,0.00,-0.00,15.59,-9.72,-10.30,-7.26,-6.27,-0.06,-4.04,-0.08,-9.86,-28.44,2.73,-39.71,-70355.00,633.00,258821.00,293074.00,0.63,-0.30,0.82,0.74,0.17,0.68,1,1
447,22.575,0.15,-0.11,0.12,0.31,0.03,0.00,-0.00,0.00,-0.00,10.06,-3.83,5.30,-5.98,-3.84,-0.27,-3.98,-0.24,-9.34,-28.63,3.00,-40.02,-70551.00,619.00,258618.00,293062.00,0.64,-0.29,0.80,0.80,0.19,0.66,1,1
448,22.625,0.14,-0.12,0.12,0.13,0.03,0.01,0.00,0.00,0.00,4.28,2.26,11.82,-4.66,-1.10,-0.10,-2.39,-0.06,-9.13,-28.52,3.58,-40.25,-70605.00,614.00,258501.00,293059.00,0.63,-0.27,0.81,0.77,0.22,0.65,1,1
449,22.674,0.14,-0.31,0.13,-0.09,0.01,0.00,0.00,0.00,0.00,-11.05,8.64,7.59,-4.18,-0.14,0.00,-0.82,-0.02,-9.67,-28.10,3.95,-40.45,-70612.00,614.00,258461.00,293058.00,0.62,-0.29,0.82,0.77,0.23,0.66,1,1
450,22.723,0.13,0.01,-0.07,-0.08,0.04,0.00,0.00,0.00,0.00,-10.33,5.10,3.46,-2.16,0.00,0.20,0.00,0.04,-10.19,-27.84,4.12,-40.56,-70612.00,624.00,258461.00,293060.00,0.61,-0.32,0.83,0.78,0.24,0.65,1,1
451,22.773,0.16,0.08,-0.06,-0.03,0.00,0.00,-0.00,0.00,0.00,-6.26,2.04,1.92,-2.12,0.00,0.08,-0.08,0.06,-10.49,-27.75,4.22,-40.66,-70612.00,628.00,258457.00,293063.00,0.61,-0.32,0.83,0.78,0.24,0.66,1,1
452,22.822,0.14,0.13,-0.06,-0.03,-0.02,0.00,-0.00,-0.00,-0.00,-0.09,-0.76,0.41,-3.32,0.06,0.06,-0.37,0.02,-10.50,-27.78,4.24,-40.82,-70609.00,631.00,258439.00,293064.00,0.61,-0.32,0.83,0.77,0.24,0.65,1,1
453,22.871,0.11,-0.01,0.01,-0.00,-0.01,0.00,-0.00,0.00,0.00,-0.50,-0.27,0.17,-3.81,0.26,-0.04,-0.20,0.04,-10.52,-27.80,4.25,-41.01,-70596.00,629.00,258429.00,293066.00,0.62,-0.31,0.81,0.79,0.22,0.65,1,1
454,22.921,0.15,0.01,0.05,-0.01,-0.02,0.00,-0.00,0.00,-0.00,0.20,2.39,-0.37,-5.05,1.53,-0.22,0.04,0.02,-10.51,-27.68,4.23,-41.27,-70518.00,618.00,258431.00,293067.00,0.62,-0.32,0.81,0.79,0.22,0.64,1,1
455,22.969,0.15,0.03,0.04,-0.01,0.02,-0.00,0.00,0.00,0.00,1.50,4.44,-0.82,-4.04,0.65,-0.06,0.10,0.02,-10.44,-27.46,4.19,-41.47,-70486.00,615.00,258436.00,293068.00,0.62,-0.32,0.82,0.79,0.22,0.64,1,1
456,23.018,0.15,-0.02,0.01,0.01,0.06,-0.00,0.00,0.00,0.00,0.48,4.82,-0.18,-1.03,0.35,-0.04,0.53,0.04,-10.41,-27.22,4.18,-41.52,-70469.00,613.00,258462.00,293070.00,0.60,-0.32,0.82,0.79,0.21,0.65,1,1
457,23.067,0.16,-0.01,-0.08,-0.01,0.01,0.00,-0.00,0.00,0.00,-0.13,1.13,-0.63,-0.38,1.27,-0.08,0.59,0.04,-10.42,-27.17,4.15,-41.54,-70407.00,609.00,258491.00,293072.00,0.60,-0.31,0.84,0.79,0.21,0.65,1,1
458,23.121,0.13,-0.08,0.03,-0.01,-0.02,0.01,-0.00,-0.00,0.00,-4.13,2.60,-1.10,-1.14,7.35,-0.12,0.47,0.04,-10.62,-27.04,4.09,-41.59,-70047.00,603.00,258514.00,293074.00,0.60,-0.31,0.83,0.79,0.22,0.65,1,1
459,23.17,0.18,-0.02,0.01,0.00,-0.02,0.01,-0.00,-0.00,-0.00,-5.05,3.17,-0.89,-2.15,13.86,-0.42,0.08,0.00,-10.88,-26.88,4.05,-41.70,-69354.00,582.00,258518.00,293074.00,0.60,-0.33,0.83,0.80,0.21,0.64,1,1
460,23.219,0.11,0.01,-0.02,0.01,0.02,0.01,-0.00,-0.00,-0.00,-4.29,2.16,-0.54,-1.22,17.67,-0.71,0.04,0.00,-11.09,-26.77,4.02,-41.76,-68453.00,546.00,258520.00,293074.00,0.60,-0.33,0.83,0.80,0.20,0.64,1,1
461,23.269,0.14,-0.03,0.06,0.01,-0.01,0.00,-0.00,-0.00,-0.00,-6.00,5.00,0.07,-1.70,18.34,-0.94,-0.02,0.00,-11.39,-26.52,4.02,-41.85,-67536.00,499.00,258519.00,293074.00,0.59,-0.33,0.84,0.79,0.22,0.64,1,1
462,23.322,0.13,-0.00,-0.09,-0.03,-0.02,0.00,0.00,0.00,-0.00,-6.21,0.45,-1.36,-2.81,19.36,-0.72,0.00,0.00,-11.70,-26.50,3.96,-41.99,-66568.00,463.00,258519.00,293074.00,0.59,-0.33,0.83,0.79,0.21,0.64,1,1
463,23.37,0.18,-0.03,0.01,0.01,0.00,-0.00,-0.00,0.00,-0.00,-7.69,0.89,-0.92,-2.66,18.62,-1.24,0.00,0.00,-12.09,-26.45,3.91,-42.12,-65637.00,401.00,258519.00,293074.00,0.58,-0.35,0.82,0.79,0.21,0.64,1,1
464,23.419,0.16,0.10,-0.05,0.02,0.02,-0.01,0.00,0.00,-0.00,-2.56,-1.48,0.22,-1.79,15.72,-0.62,0.70,0.08,-12.22,-26.53,3.92,-42.21,-64851.00,370.00,258554.00,293078.00,0.59,-0.34,0.83,0.79,0.20,0.64,1,1
