,Ref_task1_Time,User_task1_Time,Ref_task1_Force,User_task1_Force,Ref_task1_L_pitchAcc,User_task1_L_pitchAcc,Ref_task1_L_yawAcc,User_task1_L_yawAcc,Ref_task1_L_surgeAcc,User_task1_L_surgeAcc,Ref_task1_L_rollAcc,User_task1_L_rollAcc,Ref_task1_L_pitchVel,User_task1_L_pitchVel,Ref_task1_L_yawVel,User_task1_L_yawVel,Ref_task1_L_surgeVel,User_task1_L_surgeVel,Ref_task1_L_rollVel,User_task1_L_rollVel,Ref_task1_L_pitch,User_task1_L_pitch,Ref_task1_L_yaw,User_task1_L_yaw,Ref_task1_L_surge,User_task1_L_surge,Ref_task1_L_roll,User_task1_L_roll,Ref_task1_L_x,User_task1_L_x,Ref_task1_L_y,User_task1_L_y,Ref_task1_L_z,User_task1_L_z,Ref_task1_L_motion,User_task1_L_motion,Ref_task1_R_pitchAcc,User_task1_R_pitchAcc,Ref_task1_R_yawAcc,User_task1_R_yawAcc,Ref_task1_R_surgeAcc,User_task1_R_surgeAcc,Ref_task1_R_rollAcc,User_task1_R_rollAcc,Ref_task1_R_pitchVel,User_task1_R_pitchVel,Ref_task1_R_yawVel,User_task1_R_yawVel,Ref_task1_R_surgeVel,User_task1_R_surgeVel,Ref_task1_R_rollVel,User_task1_R_rollVel
194,[16.12707067],[16.12061167],[0.],[0.],[0.01],[-0.04],[0.02],[0.03],[-0.19],[-0.02],[-0.08],[-0.03],[-0.01],[0.],[-0.],[0.],[-0.26],[-0.05],[0.],[-0.],[0.08],[0.33],[-0.47],[-0.81],[2.26],[4.34],[-1.84],[-1.97],[0.],[0.],[-0.02],[-0.02],[-0.53],[-0.22],[-0.05],[0.],[-21.81],[-21.87],[-29.79],[-26.59],[8.18],[7.77],[-20.56],[-20.81],[15843.],[42913.],[32.],[1268.],[-18054.],[-16027.],[-1155.],[-1161.]
195,[16.18876338],[16.18159366],[0.],[0.],[0.01],[-0.1],[0.01],[-0.09],[0.08],[-0.01],[0.],[-0.],[-0.01],[0.],[-0.],[0.],[-0.28],[-0.05],[0.],[0.],[0.07],[0.33],[1.27],[0.93],[1.73],[4.53],[-1.54],[-0.56],[0.],[0.],[0.],[-0.02],[-0.53],[0.],[-0.05],[-0.03],[-21.85],[-21.87],[-29.87],[-26.59],[8.18],[7.62],[-20.56],[-20.88],[15843.],[43121.],[32.],[1268.],[-19584.],[-16027.],[-1172.],[-1172.]
196,[16.23969936],[16.24331403],[0.],[0.],[0.01],[0.1],[0.01],[0.04],[0.17],[0.03],[0.],[0.],[-0.01],[0.],[-0.],[0.],[0.4],[0.01],[0.],[-0.],[0.46],[0.33],[1.27],[1.81],[12.51],[5.52],[1.6],[0.38],[0.],[0.],[0.03],[-0.02],[-0.53],[0.27],[-0.05],[-0.02],[-21.91],[-21.87],[-29.88],[-26.59],[8.18],[7.43],[-20.56],[-20.96],[15843.],[43162.],[32.],[1267.],[-21952.],[-16027.],[-1172.],[-1173.]
197,[16.30146718],[16.30429006],[0.],[0.],[0.01],[0.01],[-0.01],[-0.03],[0.06],[0.03],[-0.04],[-0.03],[-0.01],[0.],[-0.],[-0.],[0.35],[0.01],[0.],[0.],[0.61],[0.33],[1.18],[0.26],[1.16],[2.61],[-0.42],[0.08],[0.],[0.],[-0.12],[-0.07],[-0.53],[0.],[-0.05],[0.],[-21.89],[-21.87],[-29.9],[-26.59],[8.18],[7.17],[-20.56],[-21.01],[15840.],[43143.],[32.],[1263.],[-23510.],[-16027.],[-1172.],[-1173.]
198,[16.37241697],[16.36598897],[0.],[0.],[0.01],[0.],[-0.01],[0.],[-0.07],[-0.03],[0.1],[0.02],[-0.01],[0.],[-0.],[-0.02],[0.2],[0.05],[0.],[0.],[0.34],[0.33],[1.81],[3.8],[1.16],[3.23],[-0.33],[-0.51],[0.],[0.],[-0.07],[-0.07],[-0.53],[-0.61],[-0.05],[0.],[-21.88],[-21.87],[-30.04],[-26.59],[8.18],[7.12],[-20.56],[-21.11],[15838.],[43124.],[30.],[1193.],[-24214.],[-16027.],[-1177.],[-1177.]
199,[16.42417932],[16.42693424],[0.],[0.],[0.01],[0.04],[-0.01],[0.],[0.04],[-0.02],[0.01],[0.03],[-0.04],[-0.05],[0.01],[0.01],[-0.06],[0.05],[0.],[-0.],[0.34],[0.33],[2.06],[2.76],[-2.53],[-3.25],[-4.],[-1.19],[0.],[0.],[-0.02],[0.],[-1.08],[-1.3],[-0.05],[-0.18],[-21.92],[-21.87],[-30.07],[-26.59],[8.18],[7.09],[-20.56],[-21.2],[15838.],[42899.],[30.],[1167.],[-24526.],[-16027.],[-1177.],[-1182.]
200,[16.48600888],[16.48866105],[0.],[0.],[0.01],[0.],[0.01],[0.],[-0.01],[-0.],[-0.01],[-0.],[-0.02],[-0.],[0.01],[0.01],[-0.24],[0.],[0.],[-0.],[1.],[0.33],[2.06],[1.78],[-1.66],[-3.25],[-6.37],[-1.19],[0.],[0.],[0.],[0.],[-1.26],[-0.97],[-0.05],[-0.02],[-22.],[-21.87],[-29.99],[-26.59],[8.18],[6.97],[-20.56],[-21.23],[15876.],[42261.],[30.],[1170.],[-24564.],[-16027.],[-1188.],[-1185.]
201,[16.54687405],[16.53963757],[0.],[0.],[0.01],[-0.],[0.01],[0.],[0.18],[0.02],[-0.07],[0.],[-0.02],[-0.],[0.],[-0.],[-0.1],[-0.04],[0.],[-0.],[-0.66],[0.33],[0.45],[-0.25],[-1.16],[-3.25],[-3.82],[-1.19],[0.],[0.],[0.],[0.],[-1.67],[-1.75],[-0.05],[0.],[-21.97],[-21.87],[-29.78],[-26.59],[8.18],[7.06],[-20.56],[-21.27],[15915.],[41588.],[37.],[1171.],[-24564.],[-16027.],[-1188.],[-1185.]
202,[16.60764456],[16.6013732],[0.],[0.],[0.01],[-0.01],[-0.02],[-0.03],[-0.18],[-0.03],[-0.02],[0.],[-0.],[-0.],[0.],[-0.],[0.08],[0.06],[0.],[-0.],[-1.09],[0.33],[0.45],[0.58],[1.1],[2.02],[5.04],[1.86],[0.],[0.],[0.],[0.],[-6.15],[-4.75],[-0.05],[-0.07],[-21.93],[-21.87],[-29.59],[-26.59],[8.18],[7.07],[-20.56],[-21.3],[15927.],[40566.],[47.],[1169.],[-24565.],[-16027.],[-1199.],[-1192.]
203,[16.669487],[16.66230869],[0.],[0.],[0.01],[0.01],[-0.01],[-0.03],[-0.06],[-0.03],[0.],[0.],[0.],[-0.],[0.],[0.],[0.11],[0.04],[0.],[0.],[0.42],[0.33],[0.45],[1.],[1.56],[2.02],[6.7],[1.86],[0.],[0.],[-0.02],[0.],[-9.33],[-4.75],[-0.05],[-0.08],[-21.93],[-21.87],[-29.17],[-26.59],[8.18],[7.2],[-20.56],[-21.27],[16279.],[39741.],[58.],[1168.],[-24815.],[-16027.],[-1219.],[-1193.]
204,[16.73035669],[16.7239995],[0.],[0.],[0.01],[-0.01],[-0.02],[-0.03],[0.01],[0.03],[0.],[0.],[0.02],[0.04],[0.],[0.],[-0.04],[-0.04],[0.],[0.],[0.18],[0.33],[0.45],[1.9],[2.08],[2.02],[4.42],[1.86],[0.],[0.],[0.07],[0.],[-4.93],[-4.75],[-0.05],[-0.05],[-21.94],[-21.87],[-28.09],[-26.59],[8.18],[7.32],[-20.56],[-21.04],[16761.],[39186.],[54.],[1168.],[-24830.],[-16027.],[-1256.],[-1193.]
205,[16.792207],[16.78495359],[0.],[0.],[0.01],[0.01],[0.02],[0.02],[0.01],[-0.01],[0.],[0.04],[0.02],[0.02],[0.],[0.],[-0.05],[-0.04],[0.],[0.],[-0.66],[0.33],[0.45],[0.58],[-3.93],[2.02],[0.7],[-0.35],[0.],[0.],[0.12],[0.],[-3.97],[-4.75],[-0.05],[0.],[-21.72],[-21.87],[-27.95],[-26.59],[8.18],[7.04],[-20.56],[-19.9],[15247.],[38803.],[17.],[1163.],[-24775.],[-16027.],[-1250.],[-1193.]
206,[16.85401988],[16.84670854],[0.],[0.],[0.01],[0.03],[0.01],[0.],[0.01],[0.],[-0.04],[-0.05],[-0.],[0.],[0.],[0.],[-0.],[-0.01],[0.],[0.],[-1.33],[0.33],[0.45],[-0.88],[7.64],[7.76],[0.7],[-0.91],[0.],[0.],[0.],[0.],[-13.62],[-7.88],[-0.05],[-0.12],[-21.69],[-21.41],[-28.58],[-26.57],[8.18],[7.14],[-20.56],[-19.86],[17281.],[38754.],[83.],[1170.],[-25886.],[-16027.],[-1229.],[-1193.]
207,[16.91482568],[16.90765262],[0.],[0.],[-0.02],[-0.01],[0.01],[0.],[0.01],[0.01],[0.04],[0.01],[-0.],[0.],[0.],[-0.],[-0.05],[-0.01],[0.],[0.],[0.52],[0.33],[0.45],[1.99],[7.64],[3.47],[0.95],[-0.34],[1.28],[0.],[0.],[0.],[-11.35],[-7.88],[-0.05],[-0.02],[-21.69],[-21.39],[-28.45],[-26.56],[8.18],[7.23],[-20.56],[-20.],[23996.],[38754.],[108.],[1172.],[-26571.],[-16027.],[-1239.],[-1193.]
208,[16.97677493],[16.96938276],[0.],[0.],[-0.01],[-0.01],[-0.02],[0.],[0.01],[0.01],[0.03],[0.01],[-0.],[0.],[0.],[-0.],[-0.03],[-0.01],[0.],[0.],[0.51],[0.33],[0.45],[-3.53],[-3.86],[-0.2],[1.73],[0.17],[1.29],[0.],[0.],[0.],[-2.38],[-7.55],[-0.05],[0.11],[-21.67],[-21.39],[-28.19],[-26.57],[8.18],[7.3],[-20.56],[-20.11],[23996.],[38754.],[113.],[1172.],[-24988.],[-16027.],[-1223.],[-1193.]
209,[17.0375464],[17.03026342],[0.],[0.],[-0.01],[-0.],[0.01],[0.],[0.01],[-0.02],[-0.1],[-0.05],[-0.],[0.],[0.],[-0.],[-0.],[0.],[0.],[0.],[0.13],[0.33],[0.45],[2.84],[-3.86],[-0.88],[-0.65],[-0.36],[0.95],[0.],[0.],[-0.02],[-7.25],[-7.55],[-0.05],[0.07],[-21.62],[-21.39],[-28.14],[-26.49],[8.18],[7.23],[-20.56],[-20.27],[23996.],[38754.],[109.],[1163.],[-22901.],[-16027.],[-1262.],[-1193.]
210,[17.09947324],[17.09215689],[0.],[0.],[0.02],[0.03],[-0.],[0.],[0.01],[-0.],[0.],[0.04],[-0.],[-0.],[0.],[0.],[-0.],[0.03],[0.],[-0.],[-0.18],[0.33],[0.45],[-2.8],[-3.86],[1.28],[-0.65],[-1.17],[0.13],[0.],[0.],[-0.07],[-18.89],[-7.55],[-0.05],[-0.02],[-21.6],[-20.82],[-28.6],[-26.32],[8.18],[7.46],[-20.56],[-20.28],[23996.],[38753.],[101.],[1165.],[-21838.],[-16027.],[-1258.],[-1193.]
211,[17.16020274],[17.15385151],[0.],[0.],[0.02],[0.01],[0.02],[0.],[0.01],[-0.04],[0.15],[0.04],[-0.01],[0.],[0.],[0.],[-0.],[-0.],[0.],[0.],[3.5],[1.16],[0.45],[-3.24],[7.9],[3.95],[-2.43],[-2.39],[0.31],[0.],[-0.15],[-1.15],[-25.61],[-6.77],[-0.05],[0.11],[-21.53],[-20.37],[-28.88],[-26.06],[8.18],[7.71],[-20.56],[-20.27],[23996.],[38817.],[98.],[1170.],[-20222.],[-16027.],[-1297.],[-1193.]
212,[17.22205806],[17.21471643],[0.],[0.],[0.02],[0.08],[-0.03],[0.],[0.01],[-0.01],[-0.02],[-0.01],[-0.],[0.],[0.],[0.],[-0.],[0.],[0.],[-0.],[0.58],[0.45],[0.45],[-0.96],[7.9],[9.99],[-2.25],[-2.39],[0.],[0.],[-0.15],[-0.42],[-13.52],[-3.54],[-0.32],[-0.15],[-21.58],[-20.43],[-28.99],[-25.61],[8.18],[8.1],[-20.56],[-20.27],[23996.],[38863.],[96.],[1176.],[-19484.],[-16027.],[-1325.],[-1193.]
213,[17.28388524],[17.27652454],[0.],[0.],[0.02],[0.16],[-0.01],[0.],[0.04],[0.07],[-0.02],[-0.02],[-0.],[0.],[0.],[0.],[-0.02],[0.],[0.],[-0.],[0.],[0.45],[0.45],[1.91],[7.9],[6.94],[-1.37],[-0.49],[0.],[0.],[-0.03],[0.05],[6.85],[-0.34],[-0.11],[-0.15],[-21.54],[-20.96],[-29.02],[-25.18],[8.18],[8.13],[-20.56],[-20.27],[23996.],[39016.],[96.],[1183.],[-19276.],[-16027.],[-1335.],[-1193.]
214,[17.34467959],[17.33750677],[0.],[0.],[-0.01],[-0.19],[0.01],[0.],[0.01],[0.01],[0.02],[0.02],[-0.],[-0.02],[0.],[-0.],[-0.09],[0.],[0.],[-0.],[0.26],[0.45],[0.45],[1.27],[7.9],[9.68],[-1.37],[-1.14],[0.],[0.],[0.16],[0.05],[23.1],[-0.1],[-0.25],[-0.15],[-21.66],[-21.41],[-29.14],[-24.77],[8.3],[8.5],[-20.56],[-20.25],[23996.],[39308.],[96.],[1188.],[-18992.],[-16027.],[-1347.],[-1193.]
215,[17.39554405],[17.39920139],[0.],[0.],[-0.01],[0.05],[-0.01],[0.],[0.01],[0.01],[0.02],[0.01],[-0.],[0.02],[0.],[-0.],[0.19],[0.],[0.],[-0.],[0.8],[0.45],[0.45],[2.07],[7.9],[8.],[-1.37],[-1.41],[0.],[0.],[0.02],[0.02],[20.75],[-2.71],[-0.12],[-0.15],[-21.8],[-21.96],[-29.04],[-24.47],[8.95],[8.76],[-20.56],[-20.25],[23996.],[39862.],[96.],[1191.],[-18469.],[-16027.],[-1386.],[-1193.]
216,[17.45751858],[17.45006371],[0.],[0.],[-0.04],[-0.18],[0.02],[0.02],[0.01],[-0.04],[0.02],[0.02],[-0.],[0.02],[0.],[0.],[0.17],[-0.02],[0.],[-0.],[0.43],[0.45],[0.45],[3.63],[7.9],[5.93],[-1.37],[-0.69],[0.],[0.],[0.],[0.02],[12.84],[0.87],[0.],[-0.02],[-22.07],[-21.96],[-29.],[-24.21],[10.11],[9.03],[-20.56],[-20.19],[23996.],[40269.],[111.],[1198.],[-18193.],[-16027.],[-1464.],[-1193.]
217,[17.51925659],[17.51192784],[0.],[0.],[-0.04],[-0.11],[0.01],[0.02],[-0.1],[-0.01],[0.02],[0.02],[-0.],[0.02],[0.],[0.01],[-0.11],[-0.],[0.],[-0.],[1.13],[0.45],[-0.26],[-2.02],[28.72],[9.72],[-1.37],[-1.82],[0.],[0.],[0.],[0.02],[16.39],[3.15],[0.],[-0.03],[-22.3],[-22.32],[-28.87],[-23.78],[10.27],[9.03],[-20.56],[-20.2],[23996.],[40357.],[131.],[1224.],[-17831.],[-16027.],[-1461.],[-1193.]
218,[17.58019376],[17.57287502],[0.],[0.],[-0.01],[-0.02],[-0.02],[-0.04],[0.19],[-0.],[-0.04],[-0.04],[-0.],[0.],[0.],[-0.],[-0.09],[0.01],[0.],[-0.],[-0.73],[0.45],[-0.26],[0.48],[12.75],[12.62],[-1.37],[-1.51],[-0.03],[0.],[-0.02],[0.02],[6.07],[3.15],[0.],[0.02],[-22.62],[-22.32],[-28.51],[-23.31],[10.08],[9.03],[-20.56],[-20.23],[23996.],[40357.],[168.],[1236.],[-17346.],[-16027.],[-1491.],[-1193.]
219,[17.64092731],[17.63456774],[0.],[0.],[0.02],[0.],[-0.01],[-0.01],[-0.19],[0.01],[-0.08],[-0.04],[-0.],[-0.01],[0.],[-0.],[0.07],[0.01],[0.],[-0.],[0.59],[0.45],[-0.77],[-1.11],[1.36],[9.59],[0.83],[-0.45],[0.],[0.],[-0.05],[0.02],[5.02],[3.15],[0.],[0.05],[-22.82],[-22.32],[-27.81],[-22.86],[9.18],[9.03],[-20.56],[-20.32],[23996.],[40243.],[225.],[1243.],[-16327.],[-16027.],[-1517.],[-1193.]
220,[17.70272374],[17.69540477],[0.],[0.],[0.],[0.],[0.02],[0.03],[0.19],[0.13],[0.02],[-0.01],[-0.],[-0.08],[0.],[-0.],[0.07],[0.02],[-0.],[-0.],[-1.89],[-1.5],[-0.77],[-0.9],[5.06],[7.01],[24.2],[-0.45],[0.],[0.],[0.],[0.02],[3.46],[3.15],[0.],[0.09],[-22.86],[-22.32],[-27.26],[-22.65],[8.6],[9.03],[-20.56],[-20.25],[23996.],[40065.],[311.],[1249.],[-15189.],[-14824.],[-1537.],[-1193.]
221,[17.76460052],[17.75729275],[0.],[0.],[-0.01],[0.],[0.02],[0.03],[0.34],[0.1],[0.06],[0.],[-0.],[0.08],[0.],[0.],[-0.07],[-0.04],[0.01],[-0.],[-2.44],[-1.5],[-0.77],[-2.82],[27.68],[13.93],[-10.15],[-0.59],[0.],[0.],[0.02],[0.02],[2.28],[3.15],[0.],[0.02],[-22.34],[-22.32],[-27.12],[-22.66],[8.62],[9.03],[-20.56],[-20.22],[23996.],[39794.],[330.],[1256.],[-14056.],[-13595.],[-1529.],[-1193.]
222,[17.8254838],[17.81821108],[0.],[0.],[0.],[0.],[-0.03],[0.01],[-0.26],[0.02],[0.],[0.],[-0.],[0.02],[0.],[-0.],[-0.07],[-0.01],[-0.],[-0.],[-4.49],[-6.87],[-0.77],[-1.43],[25.11],[13.93],[-0.08],[-0.57],[-0.03],[0.],[0.05],[0.02],[-1.83],[0.57],[0.],[0.],[-22.57],[-22.32],[-27.13],[-22.63],[8.85],[9.03],[-20.56],[-20.31],[23996.],[39338.],[338.],[1258.],[-12697.],[-12521.],[-1551.],[-1193.]
223,[17.8872273],[17.87998533],[0.],[0.],[-0.],[0.],[0.02],[0.01],[-0.19],[0.02],[-0.03],[-0.03],[-0.],[-0.],[0.],[-0.],[-0.07],[-0.02],[-0.01],[-0.],[-3.94],[-9.48],[-0.77],[-1.17],[18.4],[13.93],[2.13],[0.51],[-0.02],[0.],[-0.17],[0.02],[-8.79],[0.],[0.],[0.],[-22.67],[-22.32],[-27.21],[-22.85],[8.84],[9.03],[-20.56],[-20.45],[23996.],[38857.],[348.],[1255.],[-10871.],[-11475.],[-1563.],[-1193.]
224,[17.9482131],[17.93081164],[0.],[0.],[-0.],[0.01],[0.01],[0.01],[0.06],[0.05],[-0.02],[-0.03],[-0.],[-0.],[0.],[-0.],[-0.07],[-0.],[0.],[-0.],[-5.22],[-13.53],[-0.77],[-0.12],[16.87],[13.93],[0.32],[0.51],[0.],[0.],[-0.02],[0.02],[-13.34],[0.],[0.],[0.02],[-22.65],[-22.32],[-27.18],[-23.26],[8.97],[9.03],[-20.56],[-20.56],[23996.],[38397.],[342.],[1248.],[-10871.],[-10460.],[-1563.],[-1193.]
225,[18.00990319],[17.99261165],[0.],[0.],[-0.02],[-0.11],[-0.01],[-0.01],[0.38],[0.05],[-0.07],[-0.03],[-0.],[-0.],[0.],[-0.],[-0.07],[-0.],[-0.],[-0.],[-5.22],[-15.72],[-0.77],[-2.85],[9.4],[12.35],[3.77],[3.77],[0.],[0.],[0.31],[0.02],[-12.15],[0.05],[0.],[0.],[-22.44],[-22.32],[-26.91],[-23.23],[9.07],[9.37],[-20.56],[-20.56],[23996.],[37973.],[335.],[1237.],[-9451.],[-9604.],[-1587.],[-1193.]
226,[18.07073808],[18.05359268],[0.],[0.],[-0.02],[-0.09],[-0.01],[-0.01],[-0.04],[-0.08],[0.01],[0.],[-0.],[-0.],[0.],[-0.],[-0.07],[-0.],[-0.],[-0.],[-5.22],[-14.34],[-0.77],[-3.22],[42.94],[12.35],[3.21],[3.77],[0.],[0.],[0.],[0.02],[-5.51],[0.2],[0.],[0.06],[-22.32],[-22.32],[-26.97],[-23.25],[9.82],[9.52],[-20.79],[-20.78],[23996.],[37492.],[340.],[1225.],[-8965.],[-8673.],[-1617.],[-1193.]
227,[18.13262057],[18.11536574],[0.],[0.],[0.03],[0.1],[0.],[-0.01],[-0.11],[-0.08],[0.01],[0.02],[-0.],[-0.],[0.],[0.],[-0.08],[-0.],[0.],[-0.],[-5.22],[-18.56],[-0.77],[-1.25],[-17.3],[7.6],[2.22],[3.77],[0.],[0.],[0.],[0.02],[-0.08],[2.23],[0.],[-0.05],[-22.27],[-22.32],[-27.16],[-23.25],[9.9],[9.71],[-20.92],[-20.91],[23996.],[36945.],[351.],[1213.],[-7461.],[-7622.],[-1633.],[-1193.]
228,[18.19440842],[18.17615128],[0.],[0.],[0.03],[0.02],[0.03],[0.04],[-0.03],[-0.08],[0.12],[0.02],[-0.],[-0.],[0.],[0.],[0.],[-0.],[-0.01],[-0.],[-5.22],[-21.32],[-0.77],[0.61],[-14.63],[7.29],[3.14],[3.77],[0.],[0.],[0.03],[0.02],[-0.08],[2.21],[0.],[0.24],[-22.22],[-22.32],[-27.4],[-23.43],[9.75],[9.71],[-20.92],[-21.04],[23996.],[36470.],[341.],[1204.],[-7461.],[-6607.],[-1656.],[-1193.]
229,[18.25538754],[18.23800731],[0.],[0.],[0.03],[0.14],[0.03],[0.03],[-0.12],[-0.12],[-0.06],[-0.],[-0.],[-0.],[0.],[0.],[0.],[-0.04],[-0.01],[-0.],[-5.22],[-17.12],[-0.77],[1.44],[10.13],[7.29],[4.55],[3.77],[0.],[0.],[0.],[0.02],[-0.08],[2.49],[0.],[0.13],[-22.08],[-22.32],[-27.33],[-23.78],[9.65],[9.71],[-20.92],[-21.05],[23996.],[35939.],[341.],[1201.],[-5215.],[-5640.],[-1652.],[-1193.]
230,[18.31708288],[18.29893947],[0.],[0.],[0.03],[0.03],[0.04],[0.06],[0.55],[-0.12],[0.],[-0.],[-0.],[-0.],[0.],[-0.],[0.],[-0.03],[0.01],[-0.],[-5.22],[-15.62],[-0.77],[0.9],[-16.66],[6.7],[4.77],[3.77],[1.23],[0.],[0.],[0.02],[-0.08],[1.43],[0.],[0.16],[-22.14],[-22.32],[-27.38],[-24.09],[9.57],[9.52],[-20.92],[-21.12],[23996.],[35329.],[341.],[1191.],[-5215.],[-4859.],[-1650.],[-1193.]
231,[18.36799574],[18.36063552],[0.],[0.],[0.03],[0.03],[-0.03],[-0.17],[-0.99],[-0.15],[-0.01],[-0.01],[-0.],[-0.],[0.],[0.],[0.],[-0.03],[0.],[-0.],[-5.22],[-15.27],[-0.77],[0.23],[-24.68],[6.7],[18.57],[19.24],[7.51],[0.],[0.03],[0.02],[-0.08],[1.36],[0.],[-0.05],[-22.21],[-22.32],[-27.31],[-24.35],[9.64],[9.64],[-21.38],[-21.25],[23996.],[34666.],[339.],[1187.],[-3276.],[-4032.],[-1640.],[-1193.]
232,[18.42878127],[18.42178655],[0.],[0.],[-0.02],[0.01],[-0.06],[-0.35],[0.04],[0.07],[-0.01],[-0.01],[-0.],[-0.],[0.],[0.],[0.],[-0.],[0.01],[-0.],[-5.22],[-12.4],[-0.77],[2.7],[0.49],[6.7],[5.11],[0.75],[8.67],[0.],[0.],[0.02],[4.31],[2.23],[0.],[0.11],[-22.26],[-22.32],[-27.54],[-24.62],[9.74],[9.64],[-21.38],[-21.48],[23996.],[34212.],[325.],[1187.],[-3276.],[-3443.],[-1609.],[-1193.]
233,[18.49064493],[18.48352981],[0.],[0.],[-0.01],[0.01],[0.02],[0.37],[0.4],[0.07],[-0.03],[-0.01],[-0.],[-0.],[0.],[0.],[0.],[0.],[-0.],[-0.],[-3.39],[-1.81],[-0.77],[4.7],[8.8],[6.7],[6.14],[0.75],[6.08],[0.],[0.02],[0.02],[7.02],[2.67],[0.],[0.11],[-22.44],[-22.32],[-27.52],[-24.6],[9.86],[9.64],[-21.85],[-21.56],[23996.],[33957.],[321.],[1190.],[-3276.],[-2883.],[-1600.],[-1193.]
234,[18.55245185],[18.53448582],[0.],[0.],[0.],[0.],[0.01],[-0.],[-0.43],[0.],[-0.3],[-0.01],[-0.],[-0.],[0.],[-0.],[0.01],[0.],[-0.],[-0.],[-3.39],[-4.51],[-0.77],[8.31],[8.21],[6.7],[3.62],[0.75],[3.67],[0.],[0.],[0.02],[4.67],[3.9],[0.],[0.],[-22.86],[-22.58],[-27.43],[-24.59],[9.62],[9.64],[-21.93],[-21.58],[23996.],[33852.],[317.],[1190.],[-3276.],[-2235.],[-1572.],[-1193.]
235,[18.6134367],[18.59623694],[0.],[0.],[0.],[0.01],[0.],[-0.],[-0.13],[0.],[0.33],[0.05],[-0.05],[-0.05],[0.],[-0.],[0.01],[0.],[-0.],[-0.],[-3.39],[-4.52],[-1.37],[-2.34],[10.51],[6.7],[-1.4],[-2.49],[5.29],[0.],[0.],[0.02],[13.33],[3.9],[0.],[0.],[-22.96],[-22.58],[-27.64],[-24.64],[10.09],[10.11],[-21.67],[-21.56],[23996.],[33841.],[307.],[1190.],[-3276.],[-1377.],[-1577.],[-1193.]
236,[18.67515707],[18.65705681],[0.],[0.],[0.],[-0.02],[-0.02],[-0.03],[0.41],[0.03],[-0.01],[-0.04],[-0.05],[-0.08],[0.],[-0.],[0.03],[0.04],[-0.],[-0.],[-0.51],[-0.28],[-1.37],[-22.83],[4.35],[5.69],[-6.99],[-2.49],[6.95],[0.],[-0.03],[-0.03],[15.71],[3.9],[0.],[0.02],[-23.04],[-22.58],[-27.89],[-25.03],[9.86],[10.11],[-21.22],[-21.54],[23996.],[33840.],[294.],[1188.],[-3276.],[-662.],[-1538.],[-1193.]
237,[18.73610187],[18.71891379],[0.],[0.],[0.],[0.],[-0.02],[0.02],[0.14],[0.03],[-0.01],[-0.01],[-0.05],[-0.09],[0.],[-0.],[0.05],[0.04],[0.],[-0.],[8.23],[5.15],[-0.04],[0.49],[7.3],[5.69],[-3.93],[-2.49],[4.83],[0.],[-0.03],[-0.02],[1.64],[1.43],[0.],[-0.08],[-23.07],[-22.58],[-28.08],[-25.21],[10.34],[10.31],[-21.04],[-21.52],[23996.],[33839.],[294.],[1184.],[-3276.],[80.],[-1498.],[-1193.]
238,[18.79783487],[18.77969074],[0.],[0.],[0.],[0.01],[-0.02],[-0.03],[-0.01],[0.],[-0.01],[0.01],[0.],[0.03],[0.],[0.],[0.06],[0.04],[-0.],[-0.],[8.23],[8.11],[-0.04],[0.32],[11.28],[5.69],[-3.35],[-2.49],[5.34],[0.],[0.],[0.],[1.64],[1.02],[0.],[-0.03],[-23.04],[-22.58],[-26.79],[-25.48],[10.34],[10.3],[-20.92],[-21.52],[23996.],[33839.],[193.],[1181.],[-3276.],[765.],[-1441.],[-1193.]
239,[18.85877943],[18.84155774],[0.],[0.],[0.],[0.06],[-0.02],[-0.04],[-0.01],[-0.01],[-0.01],[0.01],[0.05],[0.09],[0.],[0.],[0.02],[0.01],[0.],[-0.],[8.23],[6.48],[-1.12],[-1.73],[8.47],[4.24],[-1.56],[-1.8],[5.66],[0.],[0.],[0.],[-0.07],[0.06],[0.],[0.],[-23.03],[-22.58],[-26.12],[-25.94],[10.34],[10.25],[-20.98],[-21.52],[23996.],[33839.],[109.],[1179.],[-3276.],[1509.],[-1406.],[-1193.]
240,[18.92049742],[18.90335727],[0.],[0.],[0.],[0.01],[0.02],[0.11],[0.04],[-0.],[-0.01],[-0.01],[0.05],[0.04],[0.],[0.],[-0.14],[-0.01],[-0.],[-0.],[-3.88],[-1.22],[-1.12],[-0.72],[-8.92],[0.5],[-9.59],[-2.62],[5.36],[0.],[0.],[0.],[-0.02],[0.02],[0.],[-0.05],[-23.12],[-22.58],[-26.12],[-26.01],[10.34],[10.33],[-21.25],[-21.52],[23996.],[33839.],[73.],[1182.],[-3276.],[1982.],[-1401.],[-1193.]
241,[18.98144865],[18.96424484],[0.],[0.],[0.],[0.01],[0.02],[0.05],[-0.1],[-0.03],[-0.01],[-0.01],[0.05],[0.04],[0.],[-0.],[-0.02],[-0.01],[-0.],[-0.],[-1.55],[-1.22],[-1.12],[-2.49],[-0.09],[-1.71],[-9.26],[-2.62],[2.08],[0.],[0.],[0.],[0.],[0.02],[0.],[0.],[-23.07],[-22.58],[-26.12],[-26.23],[10.34],[10.57],[-21.64],[-21.6],[23996.],[33839.],[40.],[1182.],[-3276.],[2066.],[-1392.],[-1193.]
