,Ref_task1_Time,User_task1_Time,Ref_task1_Force,User_task1_Force,Ref_task1_L_pitchAcc,User_task1_L_pitchAcc,Ref_task1_L_yawAcc,User_task1_L_yawAcc,Ref_task1_L_surgeAcc,User_task1_L_surgeAcc,Ref_task1_L_rollAcc,User_task1_L_rollAcc,Ref_task1_L_pitchVel,User_task1_L_pitchVel,Ref_task1_L_yawVel,User_task1_L_yawVel,Ref_task1_L_surgeVel,User_task1_L_surgeVel,Ref_task1_L_rollVel,User_task1_L_rollVel,Ref_task1_L_pitch,User_task1_L_pitch,Ref_task1_L_yaw,User_task1_L_yaw,Ref_task1_L_surge,User_task1_L_surge,Ref_task1_L_roll,User_task1_L_roll,Ref_task1_L_x,User_task1_L_x,Ref_task1_L_y,User_task1_L_y,Ref_task1_L_z,User_task1_L_z,Ref_task1_L_motion,User_task1_L_motion,Ref_task1_R_pitchAcc,User_task1_R_pitchAcc,Ref_task1_R_yawAcc,User_task1_R_yawAcc,Ref_task1_R_surgeAcc,User_task1_R_surgeAcc,Ref_task1_R_rollAcc,User_task1_R_rollAcc,Ref_task1_R_pitchVel,User_task1_R_pitchVel,Ref_task1_R_yawVel,User_task1_R_yawVel,Ref_task1_R_surgeVel,User_task1_R_surgeVel,Ref_task1_R_rollVel,User_task1_R_rollVel
48,[7.33852434],[7.34196329],[0.],[0.],[0.01],[0.01],[0.01],[0.01],[0.08],[0.01],[-0.02],[-0.],[-0.08],[-0.07],[-0.],[-0.],[0.07],[-0.],[-0.],[0.],[0.61],[0.76],[0.93],[0.81],[2.16],[1.89],[-1.79],[-1.56],[-0.95],[0.],[0.05],[0.03],[23.38],[0.2],[0.28],[0.27],[-25.1],[-16.47],[-29.98],[-25.27],[13.48],[11.96],[-22.1],[-22.22],[7689.],[74105.],[-55.],[821.],[-25975.],[-24978.],[-942.],[-1209.]
49,[7.40027928],[7.40277028],[0.],[0.],[0.02],[0.01],[0.01],[0.01],[0.01],[0.01],[-0.02],[-0.08],[-0.04],[-0.04],[-0.],[-0.],[0.07],[-0.],[-0.],[0.],[0.61],[0.22],[0.11],[0.56],[2.86],[2.45],[-0.44],[-0.19],[-3.8],[0.],[0.],[0.03],[31.61],[0.13],[0.28],[0.07],[-24.99],[-16.43],[-29.98],[-25.24],[13.65],[11.96],[-22.1],[-22.29],[7873.],[73909.],[-49.],[821.],[-25611.],[-24978.],[-942.],[-1192.]
50,[7.46121287],[7.46451378],[0.],[0.],[-0.04],[-0.02],[0.01],[0.01],[0.05],[0.01],[0.02],[0.05],[-0.05],[-0.04],[-0.],[-0.],[0.07],[-0.],[0.01],[0.01],[0.61],[0.77],[-0.28],[-0.4],[6.03],[2.45],[-0.44],[-0.1],[0.05],[0.],[0.03],[0.03],[31.47],[0.03],[0.38],[0.29],[-24.9],[-16.45],[-29.97],[-25.25],[13.91],[11.96],[-22.1],[-22.35],[7970.],[73743.],[-35.],[821.],[-24887.],[-24978.],[-942.],[-1208.]
51,[7.51293349],[7.52540326],[0.],[0.],[0.],[-0.02],[0.01],[-0.],[-0.05],[0.01],[-0.03],[-0.04],[0.07],[-0.],[-0.],[-0.],[0.07],[-0.],[0.01],[0.01],[0.61],[0.69],[-0.72],[-0.98],[3.01],[2.45],[-0.44],[-0.38],[0.25],[0.],[0.05],[0.05],[8.7],[-0.19],[0.08],[-0.27],[-24.8],[-16.45],[-29.96],[-25.21],[13.87],[11.96],[-22.1],[-22.26],[8218.],[73487.],[-35.],[821.],[-24294.],[-23821.],[-942.],[-1209.]
52,[7.57391357],[7.58718657],[0.],[0.],[0.],[0.02],[0.01],[-0.01],[0.02],[0.01],[0.14],[0.12],[0.],[-0.],[-0.],[-0.],[0.07],[-0.],[-0.01],[-0.],[0.61],[0.52],[0.32],[-0.54],[4.28],[1.84],[-0.79],[-1.41],[1.78],[0.],[-0.03],[0.],[0.39],[-0.7],[-0.07],[-0.02],[-24.71],[-16.42],[-29.97],[-25.2],[13.76],[11.96],[-22.1],[-22.04],[8669.],[73292.],[-29.],[821.],[-23868.],[-23821.],[-942.],[-1203.]
53,[7.63565278],[7.63816333],[0.],[0.],[0.],[-0.],[0.01],[-0.01],[-0.08],[0.01],[-0.01],[-0.01],[0.],[-0.],[-0.],[0.],[0.07],[-0.],[-0.],[-0.],[0.61],[-0.08],[-0.79],[-0.54],[-0.58],[1.22],[-0.79],[-0.97],[0.22],[0.],[-0.03],[0.],[-1.64],[-2.62],[0.19],[0.1],[-24.63],[-16.36],[-30.01],[-25.17],[13.55],[11.96],[-22.1],[-22.07],[8956.],[73092.],[-20.],[821.],[-23458.],[-23821.],[-942.],[-1189.]
54,[7.69644737],[7.69988585],[0.],[0.],[0.],[-0.],[0.01],[0.01],[-0.02],[0.01],[-0.08],[-0.02],[0.],[-0.],[-0.],[-0.],[0.07],[-0.01],[-0.],[0.],[0.9],[1.11],[0.09],[0.04],[-1.86],[-1.24],[-0.79],[-1.26],[0.03],[0.],[0.28],[0.03],[-1.64],[-1.13],[0.19],[0.23],[-24.6],[-16.35],[-29.94],[-25.18],[13.42],[11.96],[-22.58],[-22.08],[9184.],[72819.],[-16.],[821.],[-23233.],[-23821.],[-942.],[-1171.]
55,[7.75831485],[7.76172137],[0.],[0.],[0.],[-0.01],[0.01],[-0.01],[-0.03],[0.01],[0.02],[-0.02],[0.],[-0.],[-0.],[-0.],[0.07],[-0.03],[-0.],[-0.],[1.24],[1.11],[1.],[0.77],[-3.46],[-3.41],[-0.79],[-0.88],[0.02],[0.],[0.37],[0.03],[-1.64],[-1.59],[0.19],[0.31],[-24.55],[-16.34],[-29.88],[-25.17],[13.28],[11.96],[-22.75],[-22.62],[9418.],[72465.],[-16.],[821.],[-23114.],[-22611.],[-942.],[-1156.]
56,[7.81924295],[7.82260609],[0.],[0.],[0.01],[0.01],[0.01],[0.01],[0.02],[0.01],[-0.06],[-0.02],[0.],[-0.],[-0.],[-0.],[0.07],[0.02],[-0.],[0.],[1.78],[1.69],[1.46],[0.77],[-2.27],[-3.41],[0.49],[1.4],[0.],[0.],[0.15],[0.02],[-1.64],[-0.97],[0.19],[0.25],[-24.46],[-16.31],[-29.86],[-25.16],[13.04],[11.96],[-22.79],[-22.62],[9869.],[72107.],[-18.],[821.],[-23000.],[-22611.],[-942.],[-1148.]
57,[7.88098216],[7.88415885],[0.],[0.],[0.01],[0.],[0.01],[-0.01],[-0.],[0.01],[-0.02],[-0.02],[0.],[-0.02],[-0.],[-0.],[0.07],[-0.01],[-0.],[0.],[1.5],[1.69],[1.14],[0.73],[-2.28],[-3.41],[1.45],[3.72],[0.],[0.],[-0.21],[0.],[-1.64],[-1.56],[0.19],[0.13],[-24.41],[-16.27],[-29.9],[-25.17],[13.],[11.96],[-22.92],[-22.62],[10124.],[71829.],[-15.],[821.],[-22965.],[-22611.],[-942.],[-1128.]
58,[7.94193292],[7.94513941],[0.],[0.],[0.01],[0.01],[0.01],[0.01],[-0.03],[0.01],[-0.06],[-0.01],[0.],[0.02],[-0.],[-0.],[0.07],[0.01],[-0.],[-0.],[1.76],[1.69],[0.57],[0.42],[-3.88],[-4.24],[0.27],[-0.63],[-0.82],[0.],[-0.47],[0.],[-3.47],[-6.57],[0.19],[0.33],[-24.38],[-16.24],[-29.86],[-25.21],[12.57],[11.96],[-22.7],[-22.62],[10208.],[71585.],[-13.],[821.],[-23274.],[-22611.],[-942.],[-1106.]
59,[8.00362563],[8.00686526],[0.],[0.],[0.01],[-0.02],[0.01],[0.],[0.05],[0.01],[0.01],[0.02],[0.],[0.01],[-0.],[-0.],[0.07],[-0.01],[-0.],[0.],[1.47],[1.69],[0.05],[-0.08],[-0.8],[-4.24],[0.27],[-0.11],[-1.45],[0.],[-0.07],[0.],[-3.47],[-3.97],[0.19],[0.37],[-24.36],[-16.21],[-29.73],[-25.28],[12.44],[11.96],[-22.73],[-22.62],[10406.],[71373.],[-11.],[822.],[-22895.],[-22611.],[-942.],[-1105.]
60,[8.06545806],[8.05786324],[0.],[0.],[0.01],[0.01],[0.01],[-0.],[-0.1],[0.01],[-0.04],[0.],[0.],[-0.01],[-0.],[-0.],[0.07],[-0.08],[-0.],[0.],[1.31],[1.69],[0.19],[-0.08],[-7.01],[-5.61],[-1.73],[-8.78],[-1.44],[0.],[0.],[0.],[-6.05],[-7.9],[0.19],[0.02],[-24.26],[-16.18],[-29.78],[-25.39],[12.28],[11.96],[-22.84],[-23.04],[10598.],[71183.],[-13.],[823.],[-21887.],[-21492.],[-942.],[-1116.]
61,[8.12643671],[8.11952996],[0.],[0.],[0.01],[0.01],[0.01],[-0.01],[0.08],[0.01],[-0.05],[-0.],[0.],[-0.],[-0.],[-0.],[0.07],[0.04],[-0.],[-0.],[0.45],[-0.06],[0.2],[-0.08],[-2.18],[-1.75],[-2.25],[-7.02],[-0.03],[0.],[0.],[0.],[-6.05],[-9.76],[-0.27],[-0.19],[-24.22],[-16.16],[-29.86],[-25.49],[11.97],[11.96],[-22.87],[-23.39],[10616.],[70987.],[-10.],[824.],[-21286.],[-21492.],[-942.],[-1106.]
62,[8.17730212],[8.18039608],[0.],[0.],[0.01],[0.01],[0.01],[-0.01],[-0.01],[0.01],[0.],[-0.],[0.03],[-0.],[-0.],[-0.],[0.07],[-0.07],[-0.],[-0.],[0.85],[0.1],[-0.2],[-0.08],[-2.64],[-1.75],[-2.25],[-5.82],[0.4],[0.],[0.],[0.],[-6.05],[-11.03],[-0.53],[-0.19],[-24.2],[-16.05],[-29.82],[-25.59],[11.7],[11.96],[-22.92],[-23.69],[10629.],[70718.],[-4.],[824.],[-21027.],[-21492.],[-942.],[-1092.]
63,[8.23903584],[8.24224949],[0.],[0.],[-0.],[-0.02],[0.01],[-0.01],[-0.04],[0.01],[-0.],[-0.],[-0.03],[-0.03],[-0.],[-0.],[0.07],[-0.03],[-0.],[0.],[1.45],[0.33],[-0.68],[-0.08],[-5.15],[-1.75],[-2.25],[-5.12],[-3.75],[0.],[0.],[0.],[-6.05],[-9.98],[-0.18],[0.16],[-24.17],[-15.78],[-29.73],[-25.72],[11.72],[11.96],[-22.89],[-23.91],[10666.],[70507.],[-3.],[824.],[-20506.],[-20014.],[-942.],[-1060.]
64,[8.3008287],[8.30304384],[0.],[0.],[-0.],[0.],[0.01],[0.01],[0.01],[0.01],[-0.],[-0.02],[-0.],[-0.01],[-0.],[-0.],[0.07],[-0.02],[-0.],[0.],[0.81],[0.39],[1.14],[0.66],[-4.5],[-1.75],[-2.25],[-3.69],[-11.25],[0.],[0.],[0.02],[-6.05],[-4.52],[-0.18],[0.23],[-24.07],[-15.66],[-29.71],[-25.79],[12.24],[11.96],[-22.8],[-23.97],[10738.],[70298.],[-7.],[824.],[-20227.],[-20014.],[-942.],[-1047.]
65,[8.3616972],[8.36490846],[0.],[0.],[-0.],[0.],[0.01],[-0.],[0.08],[0.01],[-0.],[0.01],[-0.],[0.01],[-0.],[-0.],[0.07],[0.02],[-0.],[0.],[0.51],[0.39],[1.09],[0.66],[0.46],[0.61],[-2.25],[-1.07],[-9.26],[0.],[0.],[0.02],[-6.05],[-4.32],[0.65],[0.52],[-24.],[-15.51],[-29.69],[-25.77],[12.39],[11.96],[-22.78],[-24.19],[10848.],[70026.],[-12.],[826.],[-20221.],[-20014.],[-942.],[-1036.]
66,[8.4235394],[8.42644334],[0.],[0.],[-0.],[0.],[0.01],[-0.01],[0.14],[0.01],[-0.],[-0.],[-0.],[-0.],[-0.],[-0.],[0.07],[0.09],[-0.],[0.],[0.4],[0.39],[0.27],[0.66],[8.66],[0.61],[-2.25],[-3.67],[-3.03],[0.],[0.],[0.],[-6.05],[-4.23],[0.17],[0.22],[-23.92],[-15.36],[-29.72],[-25.77],[12.55],[11.96],[-22.89],[-24.25],[10986.],[69836.],[-10.],[826.],[-20206.],[-20014.],[-942.],[-1024.]
67,[8.47445154],[8.48723173],[0.],[0.],[0.],[0.],[0.01],[0.02],[-0.1],[-0.01],[0.03],[0.01],[-0.],[-0.01],[-0.],[-0.],[0.07],[0.],[-0.],[0.],[1.61],[0.39],[-0.72],[0.66],[2.5],[0.61],[-2.25],[-0.89],[0.48],[0.],[0.],[0.],[-6.05],[-6.41],[0.17],[0.18],[-23.86],[-15.15],[-29.73],[-25.84],[12.93],[11.96],[-23.03],[-24.44],[11098.],[69644.],[-6.],[827.],[-20170.],[-20014.],[-942.],[-1004.]
68,[8.53620005],[8.53904891],[0.],[0.],[0.],[-0.],[0.01],[0.02],[0.],[-0.01],[0.02],[0.01],[-0.],[0.01],[-0.],[-0.],[0.07],[0.],[-0.],[0.],[0.72],[0.39],[0.76],[0.66],[2.76],[0.61],[-2.25],[-3.29],[4.],[1.62],[0.],[0.],[-18.66],[-9.39],[0.17],[0.2],[-23.79],[-14.96],[-29.7],[-25.95],[12.97],[11.96],[-23.03],[-24.79],[11188.],[69371.],[-4.],[829.],[-20081.],[-20014.],[-942.],[-1006.]
69,[8.59706831],[8.59998703],[0.],[0.],[0.],[0.],[0.01],[-0.01],[0.06],[-0.01],[-0.01],[0.01],[-0.],[-0.02],[-0.],[-0.],[0.07],[-0.04],[-0.],[-0.],[0.37],[0.39],[2.1],[0.66],[6.27],[0.61],[-2.25],[-5.81],[3.07],[1.62],[0.],[0.],[-24.68],[-11.48],[0.17],[0.34],[-23.75],[-14.81],[-29.6],[-26.01],[13.26],[11.96],[-23.03],[-24.86],[11500.],[69168.],[-3.],[832.],[-19892.],[-20014.],[-942.],[-1021.]
70,[8.65802407],[8.66176033],[0.],[0.],[0.],[-0.],[0.01],[-0.02],[-0.09],[-0.04],[0.07],[0.04],[-0.],[0.02],[-0.],[0.],[0.07],[-0.05],[-0.],[0.],[0.5],[0.39],[-0.8],[0.13],[0.74],[0.61],[-2.25],[-1.19],[1.64],[1.62],[0.],[0.],[-21.],[-11.68],[0.],[-0.03],[-23.7],[-14.72],[-29.54],[-26.09],[13.14],[11.96],[-23.03],[-24.91],[11846.],[69132.],[4.],[832.],[-19511.],[-20014.],[-942.],[-982.]
71,[8.71976781],[8.72261596],[0.],[0.],[0.],[-0.],[0.01],[-0.01],[0.06],[-0.04],[-0.],[0.04],[-0.],[-0.],[-0.],[0.],[0.07],[-0.03],[-0.],[-0.01],[1.69],[1.32],[-1.36],[0.13],[4.64],[0.61],[-2.25],[-0.74],[4.13],[4.35],[0.],[0.],[-24.39],[-11.76],[0.],[-0.25],[-23.67],[-14.64],[-29.49],[-26.16],[12.97],[11.96],[-23.03],[-24.99],[12359.],[69132.],[7.],[834.],[-18910.],[-18485.],[-942.],[-1008.]
72,[8.78156233],[8.78455281],[0.],[0.],[0.01],[0.02],[0.01],[0.02],[-0.11],[-0.04],[-0.07],[-0.07],[-0.],[-0.02],[-0.],[0.],[0.07],[-0.],[-0.],[0.],[1.69],[1.38],[0.72],[0.51],[-1.94],[0.28],[-2.25],[-1.41],[7.52],[4.87],[0.],[0.],[-20.4],[-9.48],[0.],[0.62],[-23.67],[-14.52],[-29.5],[-26.27],[12.64],[11.96],[-23.03],[-25.19],[13017.],[69132.],[16.],[836.],[-18245.],[-18485.],[-942.],[-954.]
73,[8.83248448],[8.84526443],[0.],[0.],[0.01],[0.04],[0.01],[-0.01],[-0.02],[-0.01],[0.03],[0.01],[-0.],[-0.02],[-0.],[0.],[0.07],[-0.],[-0.],[0.],[1.69],[2.89],[1.57],[0.51],[-2.87],[0.28],[-2.25],[-3.2],[4.78],[4.87],[0.],[0.],[-4.53],[-4.13],[0.],[-0.43],[-23.66],[-14.38],[-29.56],[-26.35],[12.32],[11.96],[-23.03],[-25.19],[13312.],[69132.],[29.],[837.],[-18105.],[-18485.],[-942.],[-953.]
74,[8.89424419],[8.89709258],[0.],[0.],[-0.01],[-0.04],[0.01],[-0.],[-0.02],[-0.02],[-0.09],[-0.14],[-0.],[-0.],[-0.],[0.],[0.07],[0.04],[-0.],[0.],[1.69],[3.31],[0.33],[0.51],[-5.53],[0.28],[-2.25],[-0.08],[3.8],[4.1],[0.],[0.],[-0.05],[-0.02],[0.],[0.9],[-23.6],[-14.26],[-29.56],[-26.38],[12.32],[11.96],[-23.03],[-25.27],[13363.],[69132.],[30.],[837.],[-18039.],[-18485.],[-942.],[-964.]
75,[8.95513821],[8.95798302],[0.],[0.],[0.01],[0.],[0.01],[-0.01],[-0.04],[-0.02],[-0.],[0.03],[-0.],[0.02],[-0.],[-0.],[0.07],[0.09],[-0.],[0.],[1.15],[1.15],[0.34],[0.51],[-5.31],[0.28],[-2.25],[-1.41],[3.84],[4.1],[0.],[0.],[-0.05],[-0.34],[0.],[0.02],[-23.51],[-14.26],[-29.58],[-26.33],[12.34],[11.96],[-23.03],[-25.52],[13368.],[69132.],[30.],[837.],[-17760.],[-17307.],[-942.],[-975.]
76,[9.01693726],[9.01976538],[0.],[0.],[0.01],[0.01],[0.01],[0.01],[0.],[-0.02],[-0.],[0.02],[-0.],[0.01],[-0.],[-0.],[0.07],[0.07],[-0.],[-0.],[1.36],[1.15],[-0.58],[-0.29],[-0.04],[0.28],[-2.25],[-4.12],[7.52],[4.1],[0.],[0.],[-15.84],[-7.15],[-0.25],[-0.19],[-23.43],[-14.38],[-29.59],[-26.38],[12.32],[11.96],[-23.03],[-25.63],[13406.],[69132.],[30.],[837.],[-17284.],[-17307.],[-942.],[-983.]
77,[9.07778621],[9.08060455],[0.],[0.],[0.01],[0.01],[0.01],[0.02],[0.09],[0.06],[-0.],[0.01],[-0.],[0.01],[-0.],[-0.],[0.07],[-0.01],[-0.],[-0.],[1.02],[1.15],[-0.21],[-0.29],[0.4],[0.28],[-2.25],[-1.76],[4.25],[4.1],[0.],[0.],[-32.4],[-9.46],[-0.51],[-0.18],[-23.4],[-14.5],[-29.6],[-26.4],[11.91],[11.96],[-23.03],[-25.69],[13473.],[69132.],[28.],[837.],[-17259.],[-17307.],[-936.],[-931.]
78,[9.13964343],[9.14258289],[0.],[0.],[-0.01],[-0.01],[0.01],[0.02],[0.01],[0.04],[-0.],[0.02],[-0.],[0.01],[-0.],[-0.],[0.07],[-0.11],[-0.],[0.],[1.16],[1.15],[0.59],[0.15],[-0.45],[0.28],[-2.25],[-1.06],[1.38],[3.98],[0.],[0.03],[-8.64],[-6.2],[0.26],[-0.14],[-23.37],[-14.52],[-29.62],[-26.45],[11.58],[11.96],[-23.03],[-25.74],[13638.],[69132.],[28.],[837.],[-17069.],[-17307.],[-909.],[-899.]
79,[9.20050383],[9.20332408],[0.],[0.],[-0.01],[-0.01],[0.01],[-0.03],[-0.01],[-0.01],[0.11],[0.04],[-0.],[-0.],[-0.],[-0.],[0.07],[-0.04],[-0.],[0.],[0.57],[-0.36],[1.62],[0.18],[-6.58],[0.28],[-2.25],[-0.8],[3.3],[3.98],[0.],[0.],[-8.64],[-3.03],[1.13],[0.88],[-23.37],[-14.5],[-29.58],[-26.49],[11.55],[11.96],[-23.03],[-25.56],[13758.],[69132.],[27.],[837.],[-16174.],[-17307.],[-900.],[-899.]
80,[9.25228882],[9.26511049],[0.],[0.],[-0.01],[-0.01],[0.01],[0.01],[-0.01],[0.02],[0.1],[0.04],[-0.],[-0.],[-0.],[-0.],[0.07],[0.06],[-0.],[0.],[0.83],[0.86],[1.04],[0.18],[-5.47],[0.28],[0.72],[3.07],[3.2],[3.98],[0.],[0.],[-8.64],[-5.77],[0.28],[0.53],[-23.37],[-14.43],[-29.47],[-26.55],[11.83],[11.96],[-23.03],[-23.31],[13765.],[69108.],[27.],[838.],[-15311.],[-17307.],[-902.],[-899.]
81,[9.3131299],[9.31597471],[0.],[0.],[0.],[-0.],[0.01],[-0.01],[-0.1],[-0.29],[0.06],[0.04],[-0.],[-0.],[-0.],[-0.],[0.07],[0.05],[0.],[0.],[0.61],[0.45],[0.83],[0.18],[-0.46],[0.28],[8.01],[38.14],[0.29],[3.98],[0.],[-0.02],[-8.64],[-6.74],[0.28],[0.3],[-23.36],[-14.4],[-29.32],[-26.59],[12.32],[11.96],[-23.03],[-24.11],[13768.],[68929.],[29.],[839.],[-14471.],[-17307.],[-886.],[-881.]
82,[9.37499666],[9.37784934],[0.],[0.],[0.01],[0.01],[0.01],[0.],[0.02],[0.2],[-0.08],[-0.04],[-0.],[-0.],[-0.],[0.],[0.07],[-0.05],[-0.01],[-0.01],[-0.12],[0.45],[-0.19],[-0.12],[4.68],[0.28],[-0.79],[-13.33],[0.22],[3.98],[0.],[0.],[12.67],[-0.64],[0.07],[0.21],[-23.36],[-14.49],[-29.22],[-26.59],[12.37],[11.96],[-23.03],[-24.45],[13747.],[68708.],[22.],[839.],[-13941.],[-17307.],[-894.],[-881.]
83,[9.43683505],[9.43870234],[0.],[0.],[0.01],[0.01],[0.01],[-0.01],[0.08],[-0.1],[-0.02],[0.05],[-0.],[-0.],[-0.],[0.],[0.07],[-0.02],[0.01],[-0.],[0.21],[0.45],[-0.86],[-0.69],[8.17],[0.28],[-2.87],[-5.76],[0.62],[3.98],[0.],[-0.02],[25.16],[-4.69],[-0.07],[-0.2],[-23.36],[-14.9],[-29.16],[-26.59],[12.18],[11.96],[-23.03],[-24.44],[13710.],[68615.],[18.],[839.],[-14059.],[-17307.],[-890.],[-881.]
84,[9.4976325],[9.50065017],[0.],[0.],[-0.],[-0.01],[0.01],[0.01],[0.09],[0.16],[-0.05],[-0.04],[-0.01],[-0.02],[-0.],[0.],[0.07],[0.1],[0.01],[0.01],[1.02],[0.45],[-0.86],[-1.1],[0.77],[0.28],[0.87],[0.17],[1.22],[3.98],[0.],[0.],[21.57],[-3.45],[-0.07],[-0.08],[-23.33],[-15.47],[-29.15],[-26.59],[11.99],[11.96],[-23.03],[-24.51],[13707.],[68547.],[17.],[839.],[-14669.],[-17307.],[-865.],[-868.]
85,[9.55850053],[9.56132483],[0.],[0.],[-0.],[-0.03],[0.01],[0.02],[0.06],[0.],[-0.06],[-0.04],[0.],[0.01],[-0.],[-0.],[0.07],[-0.07],[-0.01],[0.],[1.62],[2.11],[-0.86],[-1.9],[-3.06],[0.28],[-0.57],[-1.13],[1.86],[3.98],[0.],[0.],[7.1],[-5.03],[0.1],[0.11],[-23.32],[-16.29],[-29.09],[-26.59],[12.05],[11.96],[-23.03],[-24.62],[13707.],[68505.],[17.],[839.],[-15009.],[-17307.],[-855.],[-868.]
86,[9.6204505],[9.62329841],[0.],[0.],[-0.01],[-0.04],[0.01],[-0.01],[-0.12],[0.],[-0.03],[-0.04],[0.],[0.],[-0.],[-0.],[0.07],[0.02],[-0.],[0.],[1.23],[1.82],[-0.86],[-1.57],[-3.11],[0.28],[-0.57],[-1.75],[2.3],[3.98],[0.],[0.03],[1.55],[-7.38],[-0.36],[0.11],[-23.31],[-17.24],[-29.01],[-26.59],[12.43],[11.96],[-23.03],[-24.66],[13707.],[68500.],[17.],[839.],[-15285.],[-17307.],[-854.],[-880.]
87,[9.68118167],[9.67408538],[0.],[0.],[0.01],[0.],[0.01],[-0.],[-0.06],[-0.03],[0.05],[0.08],[0.],[-0.02],[-0.],[0.],[0.07],[-0.03],[-0.],[0.],[0.53],[0.31],[-0.86],[-1.76],[0.95],[1.39],[-0.57],[-0.64],[1.9],[3.98],[0.],[0.02],[6.07],[-0.21],[0.43],[0.44],[-23.31],[-18.11],[-29.01],[-26.59],[12.72],[11.96],[-23.03],[-24.43],[13652.],[68500.],[16.],[839.],[-15313.],[-17307.],[-876.],[-880.]
88,[9.7430675],[9.73588467],[0.],[0.],[0.01],[0.03],[0.01],[0.02],[-0.],[-0.03],[0.07],[0.08],[0.02],[0.02],[-0.],[0.],[0.07],[-0.04],[-0.01],[-0.01],[0.47],[0.31],[-0.86],[-2.13],[6.47],[1.39],[6.07],[3.76],[1.48],[3.98],[0.],[0.],[12.27],[0.],[0.93],[0.62],[-23.31],[-19.23],[-29.03],[-26.59],[12.91],[11.96],[-23.03],[-24.19],[13540.],[68499.],[20.],[839.],[-15315.],[-17307.],[-867.],[-880.]
89,[9.80384707],[9.79768777],[0.],[0.],[0.01],[0.01],[0.01],[0.03],[0.07],[0.04],[-0.],[0.01],[0.01],[0.],[-0.],[-0.],[0.07],[0.12],[0.],[-0.],[-0.09],[-0.23],[-0.86],[-1.12],[4.72],[1.39],[4.88],[4.15],[5.38],[5.2],[0.],[0.],[9.88],[-0.1],[0.2],[0.13],[-23.31],[-20.5],[-29.12],[-26.59],[12.99],[11.96],[-23.03],[-23.84],[13489.],[68424.],[27.],[839.],[-15582.],[-17307.],[-837.],[-880.]
90,[9.85582614],[9.85853028],[0.],[0.],[0.01],[0.01],[0.01],[0.02],[0.09],[0.04],[-0.02],[-0.01],[-0.07],[-0.02],[-0.],[0.],[0.07],[0.],[0.],[0.],[0.],[-0.23],[-0.86],[0.37],[3.22],[1.39],[4.88],[5.61],[5.77],[5.2],[0.],[0.02],[7.1],[0.23],[-0.07],[0.],[-23.31],[-21.57],[-29.12],[-26.59],[13.02],[11.96],[-23.03],[-23.56],[13488.],[68347.],[27.],[839.],[-15731.],[-17307.],[-893.],[-885.]
91,[9.9165132],[9.920362],[0.],[0.],[-0.01],[-0.01],[0.01],[0.05],[-0.03],[-0.02],[-0.],[-0.01],[-0.12],[-0.02],[-0.],[0.],[0.07],[0.],[0.],[0.],[0.2],[-0.23],[-0.86],[-0.1],[1.44],[1.39],[4.88],[4.73],[8.55],[8.31],[0.],[0.],[6.83],[0.23],[-0.07],[-0.08],[-23.31],[-22.52],[-29.08],[-26.59],[13.16],[11.96],[-23.03],[-23.37],[13487.],[68232.],[27.],[839.],[-15964.],[-17307.],[-898.],[-885.]
92,[9.97848105],[9.98124576],[0.],[0.],[-0.01],[-0.01],[-0.03],[-0.01],[-0.03],[-0.02],[-0.02],[-0.03],[0.03],[0.02],[-0.],[0.],[0.07],[0.01],[0.],[-0.01],[0.04],[-0.23],[-0.86],[-1.15],[0.42],[1.39],[1.92],[3.11],[10.97],[10.8],[0.],[-0.02],[3.75],[0.23],[-0.07],[0.32],[-23.31],[-23.42],[-29.01],[-26.59],[13.36],[11.96],[-22.98],[-23.05],[13487.],[67560.],[27.],[839.],[-16244.],[-17307.],[-900.],[-885.]
93,[10.03922033],[10.0420692],[0.],[0.],[-0.01],[-0.01],[-0.03],[-0.01],[-0.03],[-0.02],[-0.1],[-0.03],[0.1],[0.04],[-0.],[-0.],[0.07],[-0.01],[0.],[-0.],[-0.07],[-0.23],[-0.86],[-1.88],[2.39],[1.39],[1.4],[3.11],[10.97],[9.2],[0.],[-0.03],[1.95],[0.23],[-0.6],[-0.3],[-23.31],[-24.16],[-29.03],[-26.59],[13.41],[11.96],[-22.5],[-22.8],[13492.],[66408.],[18.],[839.],[-16792.],[-17307.],[-883.],[-885.]
94,[10.10117006],[10.09392643],[0.],[0.],[-0.01],[-0.03],[-0.03],[-0.03],[-0.02],[-0.02],[0.03],[0.05],[0.06],[0.04],[-0.],[-0.],[0.07],[0.],[0.],[0.01],[0.6],[0.36],[-0.86],[-0.91],[3.24],[1.39],[1.94],[3.11],[4.84],[6.84],[0.],[0.],[1.9],[-0.17],[-0.37],[-0.3],[-23.31],[-24.28],[-29.],[-26.59],[13.16],[11.96],[-22.55],[-22.8],[13281.],[65218.],[16.],[841.],[-18110.],[-17307.],[-860.],[-878.]
95,[10.16289139],[10.15576601],[0.],[0.],[-0.01],[-0.09],[-0.],[-0.01],[0.03],[0.01],[0.11],[0.05],[0.06],[0.04],[-0.],[-0.],[0.07],[0.],[0.],[-0.02],[0.09],[0.36],[-0.86],[-1.22],[0.85],[1.39],[4.6],[5.4],[0.86],[2.81],[0.],[0.],[0.58],[-0.02],[-0.18],[-0.3],[-23.31],[-24.55],[-28.99],[-26.59],[12.31],[11.96],[-22.72],[-22.8],[12932.],[64256.],[26.],[841.],[-19675.],[-17307.],[-855.],[-878.]
