,Ref_task3_Time,User_task3_Time,Ref_task3_Force,User_task3_Force,Ref_task3_L_pitchAcc,User_task3_L_pitchAcc,Ref_task3_L_yawAcc,User_task3_L_yawAcc,Ref_task3_L_surgeAcc,User_task3_L_surgeAcc,Ref_task3_L_rollAcc,User_task3_L_rollAcc,Ref_task3_L_pitchVel,User_task3_L_pitchVel,Ref_task3_L_yawVel,User_task3_L_yawVel,Ref_task3_L_surgeVel,User_task3_L_surgeVel,Ref_task3_L_rollVel,User_task3_L_rollVel,Ref_task3_L_pitch,User_task3_L_pitch,Ref_task3_L_yaw,User_task3_L_yaw,Ref_task3_L_surge,User_task3_L_surge,Ref_task3_L_roll,User_task3_L_roll,Ref_task3_L_x,User_task3_L_x,Ref_task3_L_y,User_task3_L_y,Ref_task3_L_z,User_task3_L_z,Ref_task3_L_motion,User_task3_L_motion,Ref_task3_R_pitchAcc,User_task3_R_pitchAcc,Ref_task3_R_yawAcc,User_task3_R_yawAcc,Ref_task3_R_surgeAcc,User_task3_R_surgeAcc,Ref_task3_R_rollAcc,User_task3_R_rollAcc,Ref_task3_R_pitchVel,User_task3_R_pitchVel,Ref_task3_R_yawVel,User_task3_R_yawVel,Ref_task3_R_surgeVel,User_task3_R_surgeVel,Ref_task3_R_rollVel,User_task3_R_rollVel
235,[64.25440025],[114.71792793],[0.],[0.],[0.],[0.],[-0.01],[0.],[-0.12],[-0.09],[-0.02],[-0.01],[0.],[-0.],[0.],[-0.],[-0.],[-0.01],[0.],[-0.],[-9.9],[-10.22],[0.04],[0.01],[1.85],[-3.22],[-1.78],[0.05],[-4.64],[0.],[0.],[0.],[-0.07],[-0.41],[0.28],[0.42],[-27.05],[-27.35],[-7.99],[-7.71],[8.67],[10.38],[-5.56],[-5.37],[-32921.],[100406.],[184.],[716.],[-22926.],[-25909.],[-1952.],[-1225.]
236,[64.3162899],[114.77984738],[0.],[0.],[0.],[0.01],[0.01],[0.],[0.1],[-0.],[-0.02],[-0.],[0.],[-0.],[0.],[-0.],[-0.],[-0.08],[0.],[-0.],[-11.29],[-10.47],[0.73],[0.01],[3.11],[3.45],[-7.56],[-2.87],[-4.16],[0.],[0.],[0.],[-0.25],[1.],[0.05],[0.13],[-27.01],[-27.35],[-7.99],[-7.65],[8.5],[10.35],[-4.99],[-5.2],[-34903.],[100419.],[184.],[716.],[-22926.],[-26139.],[-1953.],[-1229.]
237,[64.37806916],[114.83072829],[0.],[0.],[0.],[-0.01],[-0.],[0.],[-0.08],[-0.],[-0.02],[0.02],[0.],[-0.],[0.],[-0.],[-0.],[-0.02],[-0.],[-0.],[-13.93],[-10.47],[0.38],[0.01],[3.11],[3.35],[-7.78],[-2.87],[-1.55],[0.],[0.],[0.],[3.27],[3.88],[0.1],[0.13],[-27.03],[-27.35],[-7.99],[-7.61],[8.39],[10.31],[-4.7],[-5.2],[-36233.],[100419.],[184.],[716.],[-22926.],[-26172.],[-1965.],[-1218.]
238,[64.43894076],[114.89243174],[0.],[0.],[0.],[0.],[0.],[0.],[-0.],[-0.],[-0.02],[0.],[0.],[-0.],[0.],[-0.],[-0.],[-0.02],[0.],[-0.],[-8.71],[-10.47],[0.13],[0.01],[3.11],[-1.02],[-8.98],[-2.87],[-0.07],[0.],[0.],[0.],[7.67],[6.95],[0.37],[0.13],[-27.1],[-27.35],[-7.99],[-7.55],[8.67],[10.31],[-4.4],[-5.2],[-37512.],[100419.],[184.],[716.],[-22926.],[-26168.],[-1944.],[-1193.]
239,[64.48979998],[114.9533093],[0.],[0.],[0.],[0.],[0.02],[0.02],[0.18],[0.06],[-0.02],[-0.],[0.],[-0.],[0.],[-0.],[-0.],[-0.02],[0.],[-0.],[-14.89],[-10.47],[0.62],[0.87],[3.11],[2.65],[-7.07],[-2.87],[-0.03],[0.],[0.],[0.],[6.82],[6.95],[-0.03],[-0.65],[-27.15],[-27.35],[-7.99],[-7.58],[8.59],[10.31],[-4.44],[-5.2],[-38046.],[100419.],[184.],[716.],[-22926.],[-26254.],[-1944.],[-1191.]
240,[64.55165768],[115.01515889],[0.],[0.],[0.],[0.01],[0.01],[0.01],[-0.04],[-0.],[-0.02],[0.02],[0.],[-0.],[0.],[-0.],[0.06],[0.02],[0.],[-0.],[-2.06],[-6.06],[0.12],[-0.08],[3.11],[2.68],[-2.],[-1.69],[-0.18],[0.],[0.],[0.],[3.87],[6.95],[0.1],[-0.31],[-27.2],[-27.35],[-7.99],[-7.68],[8.3],[10.31],[-4.23],[-5.2],[-38253.],[100419.],[184.],[716.],[-22926.],[-26648.],[-1911.],[-1170.]
241,[64.61344051],[115.07590652],[0.],[0.],[0.],[0.],[0.02],[0.01],[-0.],[-0.],[-0.02],[-0.02],[0.],[-0.],[0.],[-0.],[0.07],[-0.02],[0.],[-0.],[-3.08],[-3.58],[-1.04],[-0.08],[3.11],[-0.96],[-2.],[-0.73],[-0.63],[0.],[0.],[0.],[6.58],[6.95],[0.2],[0.3],[-27.16],[-27.35],[-7.99],[-7.76],[8.39],[10.31],[-3.86],[-5.2],[-38433.],[100419.],[184.],[717.],[-22471.],[-27473.],[-1895.],[-1150.]
242,[64.67434192],[115.13777447],[0.],[0.],[0.],[0.],[0.03],[0.01],[0.01],[-0.],[-0.02],[0.],[0.],[-0.],[0.],[-0.],[-0.01],[-0.],[0.],[-0.],[-1.82],[-3.58],[0.5],[-0.08],[3.11],[3.37],[-2.],[-1.86],[0.],[0.],[0.],[0.],[9.87],[9.39],[0.32],[0.85],[-27.13],[-27.35],[-7.99],[-7.83],[8.28],[10.31],[-3.64],[-5.2],[-38504.],[100420.],[184.],[717.],[-21776.],[-28274.],[-1897.],[-1130.]
243,[64.73614001],[115.19960713],[0.],[0.],[-0.],[0.],[-0.03],[-0.01],[0.09],[0.03],[-0.02],[-0.01],[0.],[-0.],[0.],[-0.],[-0.05],[-0.],[0.],[-0.],[-0.55],[0.45],[0.39],[-0.08],[3.11],[4.3],[0.39],[-0.82],[-0.17],[0.],[0.],[0.],[11.81],[9.39],[0.17],[0.24],[-27.16],[-27.35],[-7.99],[-7.91],[8.17],[10.31],[-3.51],[-5.2],[-38540.],[100420.],[184.],[717.],[-20645.],[-28607.],[-1878.],[-1140.]
244,[64.79794908],[115.26055479],[0.],[0.],[-0.],[-0.01],[-0.],[-0.01],[-0.11],[-0.03],[-0.02],[-0.],[0.],[-0.],[0.],[-0.],[0.05],[0.04],[-0.],[-0.],[1.72],[1.13],[-0.08],[-0.08],[3.11],[3.04],[0.3],[1.09],[-0.27],[0.],[0.],[0.],[9.9],[9.39],[0.21],[0.24],[-27.14],[-27.35],[-7.99],[-7.95],[8.29],[10.31],[-3.26],[-5.2],[-37176.],[100420.],[184.],[717.],[-18692.],[-28848.],[-1863.],[-1141.]
245,[64.85887885],[115.32128596],[0.],[0.],[-0.],[0.01],[-0.],[0.01],[0.02],[-0.02],[-0.02],[-0.],[0.],[-0.],[0.],[-0.],[0.05],[0.04],[-0.],[-0.],[2.16],[1.13],[0.23],[-0.08],[9.52],[6.05],[-0.73],[-2.22],[-0.02],[0.],[0.],[0.],[4.82],[9.39],[0.36],[0.24],[-27.1],[-27.35],[-7.99],[-7.97],[8.31],[10.31],[-3.45],[-5.2],[-34819.],[100420.],[184.],[717.],[-17431.],[-28922.],[-1862.],[-1149.]
246,[64.91965771],[115.37314916],[0.],[0.],[-0.],[-0.02],[-0.],[-0.],[0.03],[-0.03],[-0.02],[0.02],[0.],[-0.],[0.],[-0.],[0.03],[0.09],[0.],[-0.],[1.67],[1.13],[-0.24],[-0.08],[22.71],[6.05],[2.46],[1.81],[-0.05],[4.61],[0.],[0.],[2.83],[9.39],[0.],[0.08],[-27.02],[-27.35],[-7.99],[-7.94],[7.9],[10.31],[-3.7],[-5.2],[-33641.],[100455.],[184.],[717.],[-17422.],[-28920.],[-1851.],[-1166.]
247,[64.98145866],[115.43497705],[0.],[0.],[-0.],[0.01],[-0.],[0.01],[0.02],[0.02],[-0.02],[-0.],[0.],[-0.],[0.],[-0.],[-0.03],[-0.05],[0.],[-0.],[1.45],[1.13],[0.35],[-0.08],[13.35],[6.05],[0.51],[1.81],[-0.83],[6.71],[0.],[0.],[8.62],[9.39],[0.],[-0.17],[-27.03],[-27.35],[-7.99],[-7.87],[7.8],[10.31],[-4.03],[-5.2],[-33227.],[100636.],[184.],[720.],[-17427.],[-28911.],[-1842.],[-1196.]
248,[65.0433259],[115.49578547],[0.],[0.],[-0.],[0.01],[-0.],[-0.],[-0.03],[-0.],[-0.02],[0.01],[0.],[-0.],[0.],[-0.],[-0.08],[-0.05],[0.01],[-0.],[1.23],[1.13],[0.34],[-0.08],[6.34],[6.05],[2.8],[1.81],[-0.07],[4.54],[0.],[0.],[9.53],[12.23],[0.22],[0.02],[-27.],[-27.35],[-7.99],[-7.83],[6.78],[10.31],[-4.13],[-5.2],[-33226.],[100789.],[184.],[721.],[-17415.],[-28636.],[-1820.],[-1214.]
249,[65.10416555],[115.55768275],[0.],[0.],[-0.],[0.02],[-0.],[-0.],[0.02],[0.03],[-0.02],[-0.01],[0.],[-0.],[0.],[-0.],[-0.03],[0.01],[-0.01],[-0.01],[1.07],[1.13],[-0.17],[-0.08],[9.67],[3.59],[-0.7],[-1.03],[-0.17],[2.61],[0.],[0.],[15.43],[14.35],[0.33],[0.02],[-27.02],[-27.35],[-7.99],[-7.8],[6.74],[10.31],[-4.58],[-5.24],[-33226.],[101051.],[184.],[721.],[-17419.],[-28096.],[-1796.],[-1215.]
250,[65.16510987],[115.61851645],[0.],[0.],[-0.],[-0.03],[-0.01],[-0.01],[-0.01],[-0.02],[-0.02],[-0.02],[0.],[-0.],[0.],[-0.],[0.09],[0.03],[0.02],[-0.],[0.18],[1.13],[0.46],[-0.08],[16.46],[-1.54],[-0.7],[-0.75],[-0.8],[1.97],[0.],[0.],[15.43],[16.58],[0.21],[0.02],[-27.03],[-27.35],[-7.99],[-7.78],[7.42],[10.44],[-5.05],[-5.3],[-33228.],[101350.],[184.],[720.],[-17434.],[-27571.],[-1798.],[-1221.]
251,[65.22690225],[115.68032432],[0.],[0.],[-0.],[0.],[-0.01],[-0.01],[-0.02],[-0.02],[-0.02],[-0.],[0.],[-0.],[0.],[0.],[0.02],[0.03],[-0.02],[-0.],[1.82],[1.69],[-0.72],[-0.59],[10.86],[-1.61],[-4.08],[-2.18],[-0.37],[0.62],[0.],[0.],[15.43],[23.48],[0.08],[0.02],[-27.07],[-27.35],[-7.99],[-7.74],[7.64],[10.48],[-5.59],[-5.43],[-33231.],[101725.],[184.],[720.],[-17238.],[-26989.],[-1797.],[-1225.]
252,[65.28863811],[115.74118805],[0.],[0.],[0.02],[0.03],[-0.01],[-0.01],[0.03],[0.04],[-0.02],[0.01],[0.],[-0.],[0.],[0.],[0.1],[0.07],[0.],[-0.],[0.65],[-0.01],[-1.07],[-1.05],[6.87],[1.83],[-3.18],[-2.18],[-0.22],[0.3],[0.],[0.],[15.43],[23.43],[-0.07],[-0.07],[-27.06],[-27.35],[-7.99],[-7.7],[7.47],[10.23],[-6.02],[-5.96],[-33353.],[102105.],[184.],[717.],[-16778.],[-26488.],[-1754.],[-1229.]
253,[65.3495326],[115.80303264],[0.],[0.],[0.03],[0.03],[0.01],[0.],[-0.01],[-0.05],[-0.02],[-0.],[0.],[-0.],[0.],[0.],[-0.05],[-0.15],[0.],[-0.],[-0.12],[-0.01],[-1.07],[-1.99],[6.87],[1.81],[-2.05],[-2.18],[0.],[0.02],[0.],[0.],[15.43],[20.07],[-0.22],[-0.07],[-27.15],[-27.35],[-7.99],[-7.68],[7.59],[10.23],[-6.14],[-6.09],[-33909.],[102404.],[184.],[716.],[-16369.],[-26211.],[-1731.],[-1234.]
254,[65.41130972],[115.86397672],[0.],[0.],[-0.01],[-0.],[0.01],[0.01],[-0.01],[0.02],[-0.02],[-0.02],[0.],[-0.],[0.],[0.],[-0.1],[-0.07],[0.01],[-0.],[0.36],[-0.01],[-1.07],[-1.44],[8.5],[3.62],[-0.06],[-0.98],[0.],[0.],[0.],[0.],[12.3],[13.8],[0.37],[0.05],[-27.15],[-27.35],[-7.99],[-7.7],[7.78],[10.23],[-6.12],[-6.09],[-35155.],[102496.],[184.],[716.],[-16129.],[-26132.],[-1714.],[-1237.]
255,[65.47225547],[115.92571831],[0.],[0.],[-0.02],[-0.02],[0.01],[0.01],[-0.01],[-0.01],[-0.02],[-0.04],[0.],[-0.],[0.],[0.],[0.1],[-0.01],[-0.01],[-0.],[-0.57],[-0.7],[-5.03],[-2.58],[12.06],[1.84],[-0.06],[-0.38],[0.],[0.],[0.],[0.],[12.3],[10.88],[0.3],[0.05],[-27.11],[-27.35],[-7.99],[-7.68],[8.36],[10.23],[-6.1],[-6.09],[-36386.],[102576.],[184.],[716.],[-15734.],[-26130.],[-1711.],[-1245.]
256,[65.53398252],[115.98664379],[0.],[0.],[0.],[-0.],[0.01],[0.01],[-0.01],[-0.01],[0.05],[0.04],[0.],[-0.],[0.],[0.],[-0.03],[-0.01],[0.],[-0.],[-0.57],[-0.75],[-1.2],[-1.52],[-4.38],[0.88],[3.38],[2.67],[0.],[0.],[0.],[0.],[5.9],[6.69],[0.03],[-0.02],[-27.09],[-27.35],[-7.99],[-7.65],[9.7],[10.23],[-6.14],[-6.09],[-36955.],[102632.],[184.],[716.],[-15142.],[-26130.],[-1705.],[-1252.]
257,[65.58491564],[116.03839898],[0.],[0.],[-0.03],[-0.02],[0.01],[0.02],[-0.01],[-0.01],[-0.03],[0.],[0.],[-0.],[0.],[0.],[-0.16],[-0.06],[0.],[0.01],[-0.57],[-0.26],[-1.2],[-1.36],[-4.38],[-0.71],[0.65],[1.63],[0.],[0.],[0.],[-0.05],[11.75],[6.52],[-0.68],[-0.33],[-27.09],[-27.35],[-7.99],[-7.6],[10.5],[10.42],[-5.99],[-6.09],[-36964.],[102636.],[184.],[716.],[-14410.],[-26148.],[-1683.],[-1236.]
258,[65.64671659],[116.09923387],[0.],[0.],[-0.02],[-0.02],[-0.],[0.],[-0.08],[-0.05],[0.03],[0.02],[0.],[-0.],[0.],[0.],[-0.06],[-0.06],[0.],[0.01],[-0.57],[-0.96],[-1.2],[-1.17],[-4.38],[0.2],[0.65],[1.92],[0.],[0.],[0.],[0.],[9.87],[6.],[-0.68],[-0.47],[-27.11],[-27.35],[-7.99],[-7.61],[10.88],[10.74],[-5.96],[-6.09],[-36959.],[102636.],[184.],[716.],[-13816.],[-26488.],[-1685.],[-1244.]
259,[65.70754766],[116.16104674],[0.],[0.],[-0.02],[-0.01],[0.],[0.],[-0.],[-0.04],[0.14],[0.02],[0.],[-0.],[0.],[0.],[-0.06],[-0.06],[-0.01],[-0.01],[-0.57],[-2.31],[-1.2],[-1.21],[-4.38],[0.15],[0.65],[1.02],[0.],[0.],[0.],[0.],[0.29],[1.33],[-0.83],[-0.5],[-27.15],[-27.35],[-7.99],[-7.64],[11.46],[11.23],[-5.78],[-6.09],[-36958.],[102636.],[184.],[716.],[-13522.],[-27460.],[-1679.],[-1258.]
260,[65.76940227],[116.22201967],[0.],[0.],[-0.02],[-0.01],[0.],[0.],[-0.],[-0.03],[-0.08],[-0.04],[0.],[-0.],[0.],[0.],[0.01],[0.01],[0.],[-0.],[-0.57],[-0.9],[-0.11],[-0.34],[-4.38],[2.1],[0.65],[0.15],[0.],[0.],[0.],[0.],[-3.33],[0.],[0.28],[0.],[-27.19],[-27.35],[-7.99],[-7.67],[11.46],[11.36],[-5.83],[-6.09],[-36958.],[102636.],[184.],[716.],[-13355.],[-28819.],[-1667.],[-1272.]
261,[65.83024573],[116.2837472],[0.],[0.],[0.06],[0.05],[-0.01],[-0.03],[-0.07],[-0.05],[0.],[0.02],[0.],[-0.],[0.],[0.],[0.01],[-0.03],[0.01],[0.02],[-0.57],[0.54],[-0.11],[0.23],[-4.38],[0.68],[0.65],[0.03],[0.],[0.],[0.],[0.],[-2.68],[0.],[0.02],[-0.08],[-27.23],[-27.35],[-7.99],[-7.65],[11.46],[11.38],[-6.07],[-6.09],[-36958.],[102637.],[184.],[716.],[-12829.],[-30237.],[-1648.],[-1292.]
262,[65.89216971],[116.34470391],[0.],[0.],[0.05],[0.05],[0.],[0.01],[-0.07],[-0.05],[0.],[0.],[0.04],[-0.],[0.],[0.],[0.05],[0.03],[-0.01],[-0.01],[-0.57],[0.17],[-0.11],[-0.13],[-5.54],[2.98],[0.65],[0.98],[0.],[0.],[0.],[0.02],[0.35],[0.],[-0.49],[-0.75],[-27.26],[-27.35],[-7.99],[-7.64],[11.46],[11.45],[-6.27],[-6.22],[-36956.],[102704.],[184.],[716.],[-12257.],[-31418.],[-1638.],[-1300.]
263,[65.94289088],[116.39641213],[0.],[0.],[-0.01],[0.01],[0.02],[0.01],[0.2],[0.2],[0.],[0.04],[0.],[-0.],[0.],[0.],[-0.03],[-0.03],[-0.01],[-0.01],[-0.57],[-1.51],[-0.11],[0.01],[-6.99],[0.02],[0.65],[1.03],[0.],[0.],[0.],[0.],[-1.28],[0.],[-0.37],[-0.88],[-27.39],[-27.35],[-7.99],[-7.62],[11.46],[11.53],[-6.39],[-6.26],[-36926.],[102901.],[184.],[715.],[-11362.],[-32389.],[-1625.],[-1294.]
264,[66.00572443],[116.45724773],[0.],[0.],[-0.01],[0.01],[-0.03],[-0.03],[-0.03],[0.03],[-0.09],[0.01],[0.],[-0.],[0.],[0.],[-0.1],[-0.03],[0.],[-0.],[-0.57],[-0.29],[0.32],[-0.09],[-2.69],[1.],[0.65],[0.98],[0.],[0.],[0.],[0.],[-7.],[0.],[-0.03],[0.16],[-27.44],[-27.35],[-7.99],[-7.57],[11.46],[11.64],[-6.39],[-6.26],[-36893.],[103097.],[184.],[715.],[-10612.],[-33015.],[-1604.],[-1289.]
265,[66.06656051],[116.51914334],[0.],[0.],[-0.01],[-0.01],[-0.02],[-0.01],[-0.03],[0.02],[0.07],[0.05],[0.],[-0.],[0.],[0.],[0.01],[-0.01],[0.],[0.01],[-0.57],[-0.54],[0.46],[0.95],[-2.69],[0.32],[0.65],[2.1],[0.],[0.],[0.],[0.],[-6.18],[0.],[-0.37],[-0.42],[-27.44],[-27.35],[-7.99],[-7.52],[11.46],[11.58],[-6.19],[-6.26],[-36885.],[103338.],[184.],[715.],[-10252.],[-33390.],[-1604.],[-1282.]
266,[66.12753558],[116.57996392],[0.],[0.],[-0.01],[-0.],[0.05],[-0.],[-0.03],[-0.04],[0.04],[-0.04],[0.],[-0.],[0.],[0.],[0.01],[-0.02],[0.],[0.],[-0.57],[-2.64],[-0.29],[-0.11],[-2.69],[-2.77],[0.65],[1.11],[0.],[1.69],[0.],[0.],[-1.87],[0.],[-0.37],[-0.47],[-27.58],[-27.35],[-7.99],[-7.48],[11.46],[11.53],[-6.15],[-6.26],[-36892.],[103647.],[184.],[711.],[-9547.],[-33726.],[-1604.],[-1261.]
267,[66.18831587],[116.64180136],[0.],[0.],[-0.04],[-0.02],[-0.03],[-0.],[0.15],[0.06],[-0.04],[-0.04],[-0.],[-0.],[0.],[0.],[0.07],[0.11],[0.],[-0.01],[-0.57],[-0.98],[-1.07],[-0.83],[-9.59],[-5.24],[0.65],[1.23],[0.],[2.55],[0.],[0.],[-0.21],[0.2],[-0.2],[-0.13],[-27.57],[-27.35],[-7.99],[-7.45],[11.46],[11.56],[-6.25],[-6.26],[-36945.],[103918.],[184.],[708.],[-8945.],[-34066.],[-1591.],[-1253.]
268,[66.25010228],[116.70273829],[0.],[0.],[-0.02],[-0.02],[0.02],[0.01],[-0.09],[-0.04],[-0.02],[0.],[-0.],[-0.],[0.],[0.],[0.07],[0.07],[0.],[0.],[-0.57],[-2.19],[-1.07],[-0.83],[-3.4],[-5.24],[0.65],[0.76],[0.],[0.62],[0.],[0.],[3.08],[1.44],[-0.02],[-0.13],[-27.68],[-27.99],[-7.99],[-7.45],[11.46],[11.7],[-6.35],[-6.33],[-36908.],[104001.],[184.],[707.],[-8928.],[-34734.],[-1571.],[-1290.]
269,[66.3119061],[116.76445889],[0.],[0.],[-0.03],[-0.02],[0.02],[0.02],[-0.14],[-0.04],[0.03],[0.06],[-0.],[-0.],[0.],[0.],[0.03],[0.03],[0.],[0.],[-0.57],[-2.71],[-1.07],[-1.1],[-8.41],[-6.95],[0.65],[0.72],[0.],[0.07],[0.],[0.],[12.21],[1.44],[0.05],[0.17],[-27.85],[-27.99],[-7.99],[-7.44],[11.46],[11.7],[-6.28],[-6.33],[-36245.],[104003.],[184.],[709.],[-9128.],[-35248.],[-1558.],[-1286.]
270,[66.38279867],[116.82527685],[0.],[0.],[0.01],[0.],[0.01],[0.],[-0.03],[-0.04],[-0.12],[-0.05],[-0.],[-0.],[0.],[-0.],[0.03],[0.01],[0.],[0.],[-0.57],[-0.05],[-1.07],[-0.98],[-8.69],[-9.89],[-1.63],[0.54],[0.],[0.],[0.],[0.],[5.26],[1.44],[0.02],[-0.22],[-27.7],[-28.38],[-7.99],[-7.52],[11.46],[11.59],[-6.49],[-6.42],[-34599.],[104004.],[184.],[710.],[-9289.],[-35651.],[-1553.],[-1276.]
271,[66.44458628],[116.88714886],[0.],[0.],[0.01],[-0.01],[0.01],[0.],[0.14],[0.07],[-0.02],[-0.05],[-0.],[-0.],[0.],[-0.],[0.05],[0.07],[0.],[0.],[-0.57],[-1.07],[0.69],[0.45],[-8.69],[-12.94],[-1.69],[0.54],[0.],[0.],[0.],[0.],[0.07],[0.54],[0.08],[-0.08],[-27.74],[-28.59],[-7.99],[-7.42],[11.46],[11.51],[-6.45],[-6.44],[-32827.],[104004.],[184.],[710.],[-9268.],[-35802.],[-1557.],[-1269.]
272,[66.50553179],[116.94825554],[0.],[0.],[0.01],[0.01],[0.01],[0.01],[-0.16],[-0.04],[-0.02],[-0.05],[-0.],[-0.],[0.],[-0.],[0.16],[0.07],[0.],[0.],[-0.57],[-1.32],[0.69],[0.91],[1.97],[-0.3],[1.23],[1.48],[0.],[0.02],[0.],[0.],[0.],[0.28],[0.02],[-0.03],[-27.82],[-28.57],[-7.99],[-7.34],[11.46],[11.51],[-6.45],[-6.41],[-30464.],[104004.],[184.],[710.],[-9345.],[-35896.],[-1570.],[-1273.]
273,[66.56725645],[117.00999379],[0.],[0.],[0.01],[0.01],[-0.01],[-0.01],[0.18],[-0.06],[0.06],[0.02],[-0.],[0.07],[0.],[-0.],[-0.11],[-0.03],[-0.],[0.],[-0.26],[0.11],[0.45],[0.04],[1.97],[1.58],[1.23],[1.31],[0.],[0.],[0.],[0.],[-1.86],[0.13],[0.03],[-0.03],[-27.98],[-28.5],[-7.99],[-7.28],[11.46],[11.63],[-6.45],[-6.47],[-27503.],[104004.],[184.],[710.],[-9758.],[-35921.],[-1547.],[-1264.]
274,[66.62909698],[117.07093024],[0.],[0.],[0.01],[0.01],[-0.01],[-0.01],[0.02],[-0.01],[-0.1],[-0.03],[-0.04],[-0.04],[0.],[-0.],[-0.09],[-0.08],[0.],[0.],[-0.26],[-0.3],[0.45],[-0.31],[1.97],[2.67],[1.23],[2.17],[0.],[0.],[0.],[0.],[-2.02],[0.13],[-1.65],[-0.03],[-28.04],[-28.4],[-7.99],[-7.3],[11.46],[11.59],[-6.57],[-6.52],[-24479.],[104004.],[184.],[710.],[-10129.],[-35861.],[-1529.],[-1262.]
275,[66.69004393],[117.13265777],[0.],[0.],[0.01],[0.01],[-0.01],[0.],[0.03],[0.03],[-0.],[-0.02],[-0.04],[-0.04],[0.],[-0.],[-0.],[-0.02],[-0.],[0.],[-0.26],[-0.38],[0.45],[0.1],[1.97],[0.33],[1.23],[1.67],[0.],[0.],[0.],[0.],[-7.58],[0.13],[0.52],[0.2],[-28.26],[-28.4],[-7.99],[-7.29],[11.46],[11.6],[-6.57],[-6.6],[-20922.],[104004.],[184.],[708.],[-10241.],[-35636.],[-1527.],[-1250.]
276,[66.7517364],[117.19445848],[0.],[0.],[0.01],[-0.02],[-0.01],[0.01],[0.03],[0.03],[-0.02],[-0.02],[-0.04],[-0.04],[0.],[0.],[-0.],[-0.02],[-0.],[0.],[-0.26],[0.21],[0.45],[0.01],[1.97],[3.68],[-3.48],[0.18],[0.],[0.],[0.],[0.],[-11.87],[0.13],[0.97],[0.4],[-28.26],[-28.44],[-7.99],[-7.33],[11.46],[11.41],[-6.57],[-6.74],[-17060.],[104002.],[184.],[707.],[-10254.],[-35219.],[-1527.],[-1190.]
277,[66.81259704],[117.24537587],[0.],[0.],[0.01],[0.02],[-0.01],[-0.01],[-0.05],[0.03],[-0.02],[-0.02],[-0.02],[-0.01],[0.],[0.],[-0.],[0.02],[0.01],[0.],[-0.26],[0.67],[0.45],[0.32],[-0.55],[1.48],[0.63],[-0.07],[0.],[0.],[0.],[0.],[-1.75],[0.13],[0.],[0.],[-28.63],[-28.48],[-7.99],[-7.33],[11.46],[11.62],[-7.04],[-6.82],[-14250.],[104002.],[184.],[707.],[-10069.],[-34665.],[-1527.],[-1154.]
278,[66.8744061],[117.30715466],[0.],[0.],[0.01],[-0.01],[-0.01],[-0.01],[0.25],[0.11],[0.03],[0.02],[0.01],[-0.],[0.],[0.],[-0.],[-0.02],[-0.02],[-0.01],[-0.26],[0.44],[0.45],[0.1],[-0.57],[-0.59],[-2.06],[0.82],[0.],[0.],[0.],[0.],[-2.23],[0.13],[0.],[-0.03],[-28.63],[-28.5],[-7.99],[-7.32],[11.46],[11.81],[-7.04],[-6.89],[-11396.],[103995.],[184.],[707.],[-9361.],[-33931.],[-1527.],[-1132.]
279,[66.9353826],[117.36799216],[0.],[0.],[0.01],[-0.01],[-0.01],[-0.01],[-0.03],[-0.09],[0.03],[0.03],[0.01],[-0.],[0.],[0.],[-0.],[-0.],[-0.],[-0.01],[-0.26],[1.18],[0.45],[-0.43],[-0.09],[-0.59],[-7.46],[0.62],[0.],[0.],[0.],[0.],[-12.52],[0.13],[0.],[-0.12],[-28.63],[-28.56],[-7.99],[-7.32],[11.46],[11.75],[-7.04],[-6.98],[-9056.],[103758.],[184.],[706.],[-9035.],[-33070.],[-1527.],[-1106.]
280,[66.99711013],[117.42982817],[0.],[0.],[0.01],[-0.03],[-0.01],[0.],[-0.2],[-0.09],[0.08],[0.03],[0.01],[-0.],[0.],[0.],[-0.],[-0.],[-0.],[-0.],[-0.26],[0.61],[0.45],[-0.85],[5.44],[3.57],[-3.74],[-0.71],[0.],[0.],[0.],[0.],[-15.29],[0.13],[0.],[0.],[-28.63],[-28.69],[-7.99],[-7.3],[11.46],[11.91],[-7.04],[-7.08],[-6638.],[103460.],[184.],[706.],[-9031.],[-32092.],[-1527.],[-1084.]
281,[67.05805659],[117.49066806],[0.],[0.],[0.03],[0.02],[-0.01],[-0.],[-0.],[-0.],[0.04],[0.03],[0.01],[0.],[0.],[0.],[-0.],[0.],[-0.],[0.],[-0.26],[-0.33],[0.45],[-0.55],[-1.23],[1.03],[-5.56],[-3.24],[0.],[0.],[0.],[0.],[-3.1],[0.13],[0.],[0.],[-28.63],[-28.75],[-7.99],[-7.25],[12.46],[12.07],[-7.04],[-7.12],[-4678.],[103120.],[184.],[706.],[-9031.],[-30660.],[-1527.],[-1084.]
282,[67.11980033],[117.55253935],[0.],[0.],[0.03],[0.03],[-0.01],[0.01],[-0.],[-0.03],[-0.],[0.02],[0.01],[-0.01],[0.],[0.],[-0.],[0.],[-0.],[0.],[-0.26],[-0.78],[0.45],[-0.05],[-1.23],[-2.81],[-13.97],[-1.03],[0.],[1.52],[0.],[0.],[-0.98],[0.13],[0.],[0.],[-28.63],[-28.71],[-7.99],[-7.25],[12.46],[12.01],[-7.04],[-7.11],[-3174.],[102804.],[184.],[705.],[-9141.],[-29254.],[-1527.],[-1097.]
