,Ref_task2_Time,User_task2_Time,Ref_task2_Force,User_task2_Force,Ref_task2_L_pitchAcc,User_task2_L_pitchAcc,Ref_task2_L_yawAcc,User_task2_L_yawAcc,Ref_task2_L_surgeAcc,User_task2_L_surgeAcc,Ref_task2_L_rollAcc,User_task2_L_rollAcc,Ref_task2_L_pitchVel,User_task2_L_pitchVel,Ref_task2_L_yawVel,User_task2_L_yawVel,Ref_task2_L_surgeVel,User_task2_L_surgeVel,Ref_task2_L_rollVel,User_task2_L_rollVel,Ref_task2_L_pitch,User_task2_L_pitch,Ref_task2_L_yaw,User_task2_L_yaw,Ref_task2_L_surge,User_task2_L_surge,Ref_task2_L_roll,User_task2_L_roll,Ref_task2_L_x,User_task2_L_x,Ref_task2_L_y,User_task2_L_y,Ref_task2_L_z,User_task2_L_z,Ref_task2_L_motion,User_task2_L_motion,Ref_task2_R_pitchAcc,User_task2_R_pitchAcc,Ref_task2_R_yawAcc,User_task2_R_yawAcc,Ref_task2_R_surgeAcc,User_task2_R_surgeAcc,Ref_task2_R_rollAcc,User_task2_R_rollAcc,Ref_task2_R_pitchVel,User_task2_R_pitchVel,Ref_task2_R_yawVel,User_task2_R_yawVel,Ref_task2_R_surgeVel,User_task2_R_surgeVel,Ref_task2_R_rollVel,User_task2_R_rollVel
270,[47.29174066],[47.2740047],[0.],[0.],[-0.],[-0.],[-0.],[0.],[0.02],[-0.02],[-0.01],[0.03],[0.],[-0.],[0.],[0.],[0.07],[-0.07],[-0.],[0.],[-0.06],[-0.65],[-1.19],[-1.17],[-0.4],[0.06],[0.85],[-0.45],[-5.82],[-8.43],[0.],[0.],[-0.13],[-0.03],[0.],[-0.12],[-17.],[-17.44],[-19.21],[-19.31],[13.41],[12.],[-14.08],[-14.1],[-2762.],[101756.],[389.],[889.],[-20613.],[-20099.],[-984.],[-832.]
271,[47.35357618],[47.33577418],[0.],[0.],[-0.],[0.02],[-0.],[0.01],[0.02],[0.01],[-0.01],[0.04],[0.],[-0.],[0.],[0.],[0.07],[-0.07],[-0.],[-0.],[-0.06],[-0.37],[-1.19],[-0.9],[-0.4],[0.63],[0.85],[-0.81],[-5.82],[-8.08],[0.],[0.],[-0.13],[0.07],[0.],[0.],[-17.],[-17.38],[-19.21],[-19.42],[14.06],[12.],[-14.08],[-14.1],[-2762.],[101814.],[389.],[889.],[-20613.],[-20110.],[-984.],[-837.]
272,[47.41452146],[47.39665866],[0.],[0.],[-0.],[0.01],[-0.],[0.],[0.02],[-0.04],[-0.01],[0.07],[0.],[-0.],[0.],[0.],[0.07],[-0.02],[-0.],[0.],[-0.06],[0.46],[-1.19],[-0.72],[-0.4],[-1.56],[0.85],[-0.73],[-5.82],[-6.6],[0.],[0.],[-0.13],[2.32],[0.],[-0.03],[-17.],[-17.3],[-19.21],[-19.46],[14.57],[12.],[-14.08],[-14.1],[-2762.],[101839.],[389.],[889.],[-20613.],[-20059.],[-984.],[-835.]
273,[47.47525692],[47.44845271],[0.],[0.],[-0.],[-0.02],[-0.01],[0.],[0.02],[0.05],[-0.01],[-0.06],[0.],[-0.],[0.],[0.],[0.07],[0.01],[-0.01],[0.],[-0.06],[1.64],[0.09],[0.03],[-0.4],[1.4],[0.85],[1.02],[-1.66],[-2.93],[0.],[0.],[-0.13],[0.85],[0.],[-0.31],[-17.],[-17.26],[-19.21],[-19.41],[14.27],[12.],[-14.08],[-14.2],[-2762.],[101848.],[389.],[889.],[-20613.],[-19867.],[-984.],[-835.]
274,[47.5371871],[47.50929379],[0.],[0.],[-0.],[-0.01],[0.01],[0.01],[0.02],[-0.02],[-0.01],[0.02],[0.],[-0.],[0.],[0.],[0.07],[0.03],[-0.],[0.],[-0.06],[2.19],[0.09],[1.28],[-0.4],[0.32],[0.85],[-0.03],[-1.66],[-2.35],[0.],[0.],[-0.13],[1.1],[0.],[-0.03],[-17.],[-17.19],[-19.21],[-19.36],[14.06],[12.],[-14.08],[-14.28],[-2762.],[101910.],[389.],[889.],[-20613.],[-19417.],[-984.],[-835.]
275,[47.59888721],[47.57115388],[0.],[0.],[-0.],[-0.01],[0.01],[0.02],[0.02],[0.06],[-0.01],[0.],[0.],[-0.],[0.],[0.],[0.07],[-0.01],[-0.],[-0.],[-0.06],[0.67],[0.09],[1.59],[-0.4],[3.72],[0.85],[1.15],[-1.66],[-1.23],[-0.02],[-0.03],[-0.13],[-1.34],[0.05],[0.1],[-17.],[-17.19],[-19.21],[-19.28],[13.9],[12.],[-14.08],[-14.29],[-2762.],[102035.],[389.],[889.],[-20613.],[-19042.],[-984.],[-841.]
276,[47.6598196],[47.63208818],[0.],[0.],[-0.],[-0.01],[0.01],[0.01],[0.02],[-0.05],[-0.05],[-0.05],[0.],[-0.],[0.],[0.],[0.07],[0.03],[-0.],[-0.],[-0.06],[-0.79],[0.09],[1.75],[-0.4],[0.7],[0.85],[1.26],[-0.21],[-0.03],[-0.02],[-0.03],[-0.13],[-0.03],[0.05],[0.05],[-17.],[-17.17],[-19.21],[-19.24],[14.32],[12.],[-14.08],[-14.29],[-2762.],[102071.],[389.],[891.],[-20613.],[-18845.],[-984.],[-858.]
277,[47.72058868],[47.69382977],[0.],[0.],[-0.],[0.02],[-0.01],[0.],[0.02],[-0.],[0.09],[0.04],[0.],[-0.],[0.],[0.],[0.07],[0.06],[-0.],[-0.],[-0.06],[-1.04],[0.09],[0.97],[-0.4],[0.45],[0.85],[1.25],[0.],[0.],[0.],[0.],[-0.13],[0.02],[0.05],[0.08],[-17.],[-17.15],[-19.21],[-19.25],[14.36],[12.],[-14.08],[-14.14],[-2762.],[102075.],[389.],[891.],[-20613.],[-18802.],[-984.],[-864.]
278,[47.77256036],[47.75469398],[0.],[0.],[-0.],[0.02],[-0.01],[-0.01],[0.02],[0.03],[-0.09],[-0.03],[0.],[-0.],[0.],[0.],[0.07],[0.05],[0.01],[-0.],[-0.06],[0.48],[0.09],[0.17],[-0.4],[2.1],[0.85],[-0.98],[-0.03],[-0.02],[0.],[0.],[-0.13],[0.],[0.05],[0.03],[-17.],[-17.12],[-19.21],[-19.31],[14.35],[12.],[-14.08],[-14.13],[-2762.],[102133.],[389.],[891.],[-20613.],[-18660.],[-984.],[-884.]
279,[47.83425355],[47.81647182],[0.],[0.],[-0.],[-0.02],[-0.01],[-0.01],[0.02],[-0.03],[-0.07],[-0.03],[0.],[-0.],[0.],[-0.],[0.07],[0.01],[0.],[-0.],[-0.06],[1.03],[0.09],[-0.28],[-0.4],[0.41],[0.85],[0.62],[0.],[0.],[0.],[0.],[-0.13],[0.02],[0.05],[-0.1],[-17.],[-17.11],[-19.21],[-19.4],[13.77],[12.],[-14.08],[-14.12],[-2762.],[102251.],[389.],[891.],[-20613.],[-18461.],[-984.],[-889.]
280,[47.89523268],[47.87737155],[0.],[0.],[-0.],[0.01],[-0.01],[-0.01],[0.02],[-0.01],[-0.03],[-0.03],[0.],[-0.],[0.],[0.],[0.07],[0.08],[0.],[0.],[-0.06],[-0.13],[0.09],[0.01],[-0.4],[-0.18],[0.85],[2.96],[0.],[0.],[0.],[0.],[-0.13],[0.],[0.05],[0.03],[-17.],[-17.12],[-19.66],[-19.47],[12.56],[12.],[-14.08],[-14.36],[-2762.],[102335.],[389.],[891.],[-20613.],[-18439.],[-984.],[-893.]
281,[47.95695901],[47.93918204],[0.],[0.],[-0.],[0.],[-0.01],[0.],[0.02],[-0.01],[-0.03],[-0.08],[0.],[0.01],[0.],[0.],[0.07],[0.05],[0.],[0.],[-0.06],[-0.85],[0.09],[0.24],[-0.4],[-0.93],[0.85],[7.38],[0.],[0.],[0.],[0.],[-0.13],[-0.15],[0.05],[0.07],[-17.],[-17.09],[-19.66],[-19.54],[12.67],[12.],[-14.08],[-14.52],[-2762.],[102423.],[389.],[891.],[-20613.],[-18438.],[-984.],[-893.]
282,[48.01776505],[48.00007915],[0.],[0.],[-0.],[0.],[-0.01],[0.],[0.02],[0.04],[0.02],[0.03],[0.],[0.01],[0.],[0.],[0.07],[0.08],[0.],[0.],[-0.06],[-1.45],[0.09],[0.66],[-0.4],[1.31],[0.85],[4.05],[0.],[0.],[0.],[0.],[-0.13],[-0.16],[-0.2],[-0.42],[-17.],[-17.09],[-19.66],[-19.58],[12.64],[12.],[-14.08],[-14.5],[-2762.],[102580.],[389.],[891.],[-20613.],[-18673.],[-984.],[-890.]
283,[48.07960033],[48.06195211],[0.],[0.],[-0.],[0.02],[-0.01],[0.01],[0.02],[-0.],[0.02],[0.06],[0.],[0.03],[0.],[0.],[0.07],[0.04],[0.],[-0.],[-0.06],[-2.35],[0.09],[-0.33],[-0.4],[1.04],[0.85],[5.11],[0.],[0.],[0.],[0.],[-0.13],[-0.16],[0.61],[0.1],[-17.],[-17.18],[-19.66],[-19.63],[12.69],[12.],[-14.08],[-14.6],[-2762.],[102819.],[389.],[891.],[-20613.],[-19163.],[-984.],[-880.]
284,[48.14055157],[48.12368631],[0.],[0.],[-0.],[0.01],[-0.01],[-0.02],[0.02],[-0.02],[0.01],[-0.02],[0.],[-0.],[0.],[0.],[0.07],[-0.02],[-0.],[-0.],[-0.06],[-1.23],[0.09],[-1.16],[-0.4],[0.11],[0.85],[5.14],[0.],[0.02],[0.],[0.],[-0.13],[0.31],[0.05],[-0.02],[-17.],[-17.21],[-19.66],[-19.63],[12.24],[12.],[-14.08],[-14.64],[-2762.],[103078.],[389.],[891.],[-20613.],[-19770.],[-984.],[-889.]
285,[48.20230246],[48.18451619],[0.],[0.],[-0.],[0.],[-0.01],[-0.01],[0.02],[-0.09],[0.01],[0.],[0.],[-0.03],[0.],[0.],[0.07],[-0.19],[0.],[-0.],[-0.06],[-0.],[0.09],[-1.29],[-0.4],[-5.07],[0.85],[1.98],[0.],[0.],[0.],[0.],[-0.13],[-0.48],[0.05],[0.15],[-17.],[-17.25],[-19.69],[-19.7],[12.09],[12.],[-14.08],[-14.61],[-2762.],[103458.],[389.],[891.],[-20613.],[-20347.],[-984.],[-901.]
286,[48.26310587],[48.24635196],[0.],[0.],[-0.],[-0.01],[-0.01],[-0.],[0.02],[0.],[0.01],[0.],[0.],[-0.01],[0.],[0.],[0.07],[-0.04],[0.],[0.],[-0.06],[-1.22],[0.09],[-1.35],[-0.4],[-5.01],[0.85],[4.37],[0.],[0.],[0.],[0.],[-0.13],[-0.18],[0.27],[0.07],[-17.],[-17.35],[-19.69],[-19.78],[11.48],[12.],[-14.08],[-14.57],[-2762.],[103846.],[389.],[889.],[-20613.],[-20822.],[-984.],[-900.]
287,[48.32499051],[48.3072927],[0.],[0.],[-0.],[0.01],[-0.01],[-0.],[0.02],[-0.04],[0.01],[-0.],[0.],[-0.01],[0.],[-0.],[0.07],[-0.04],[0.],[-0.],[-0.06],[-0.67],[0.09],[-1.05],[-0.4],[-7.43],[0.85],[2.5],[0.],[0.],[0.],[0.],[-0.13],[0.82],[-0.31],[-0.19],[-17.],[-17.41],[-19.69],[-19.81],[11.26],[12.],[-14.08],[-14.58],[-2762.],[104102.],[389.],[888.],[-20613.],[-21331.],[-984.],[-890.]
288,[48.38677621],[48.3690412],[0.],[0.],[-0.],[-0.02],[-0.01],[0.01],[0.02],[0.09],[0.01],[-0.01],[0.],[-0.],[0.],[-0.],[0.07],[-0.],[-0.01],[-0.],[-0.06],[-0.43],[0.09],[-0.04],[-0.4],[-2.03],[0.85],[0.59],[0.],[0.],[0.],[0.],[-0.13],[3.15],[-0.22],[-0.13],[-17.],[-17.43],[-19.69],[-19.86],[11.84],[12.],[-14.08],[-14.6],[-2762.],[104361.],[389.],[884.],[-20613.],[-21724.],[-984.],[-906.]
289,[48.44775438],[48.4299984],[0.],[0.],[-0.],[0.],[-0.01],[0.02],[0.02],[0.04],[0.01],[-0.03],[0.],[0.01],[0.],[-0.],[0.07],[0.],[-0.],[-0.],[-0.06],[-0.28],[0.09],[0.27],[-0.4],[0.59],[-1.85],[-4.52],[0.],[0.],[0.],[0.],[-0.13],[7.26],[-0.22],[-0.13],[-17.],[-17.48],[-19.69],[-19.94],[12.32],[12.],[-14.08],[-14.26],[-2762.],[104553.],[389.],[883.],[-20613.],[-21906.],[-984.],[-898.]
290,[48.49859548],[48.49130869],[0.],[0.],[-0.],[0.],[-0.01],[0.01],[0.02],[0.02],[0.01],[0.03],[0.],[0.02],[0.],[-0.],[0.07],[0.],[-0.],[-0.],[-0.06],[0.73],[0.09],[0.73],[-0.4],[1.92],[-1.85],[-2.84],[0.],[0.],[0.],[0.],[-0.13],[6.25],[-0.22],[-0.03],[-17.],[-17.44],[-19.69],[-20.],[12.29],[12.],[-14.08],[-14.22],[-2762.],[104583.],[389.],[882.],[-20613.],[-21920.],[-984.],[-895.]
291,[48.56036425],[48.55314636],[0.],[0.],[-0.],[0.],[-0.01],[0.01],[0.02],[-0.03],[0.01],[-0.02],[0.],[-0.02],[0.],[-0.],[0.07],[0.],[-0.],[-0.],[-0.06],[1.12],[0.09],[0.58],[-0.4],[0.15],[-1.09],[0.8],[0.],[0.],[0.],[0.],[-0.13],[3.18],[-0.22],[-0.15],[-17.],[-17.4],[-19.69],[-20.07],[11.77],[12.],[-14.08],[-14.32],[-2762.],[104583.],[389.],[882.],[-20613.],[-21904.],[-984.],[-967.]
292,[48.62125468],[48.60400414],[0.],[0.],[-0.],[-0.],[-0.01],[-0.],[0.02],[0.04],[0.01],[-0.07],[0.],[-0.01],[0.],[-0.],[0.07],[0.],[-0.01],[-0.],[-0.06],[1.22],[0.09],[0.73],[-0.4],[2.35],[-1.09],[-0.66],[0.],[0.],[0.],[0.],[-0.13],[0.72],[-0.22],[-0.25],[-17.],[-17.4],[-19.69],[-20.03],[11.86],[12.],[-14.08],[-14.54],[-2762.],[104583.],[389.],[882.],[-20613.],[-21605.],[-984.],[-1020.]
293,[48.68301463],[48.66584086],[0.],[0.],[-0.],[-0.01],[-0.01],[0.],[0.02],[-0.01],[0.01],[0.07],[0.],[0.02],[0.],[-0.],[0.07],[0.03],[0.03],[-0.],[-0.06],[0.62],[0.09],[1.1],[-0.4],[1.69],[-1.09],[-0.56],[0.],[0.],[0.],[0.],[-0.13],[2.33],[-0.22],[-0.6],[-17.],[-17.44],[-19.69],[-19.92],[11.97],[12.],[-14.08],[-14.52],[-2762.],[104583.],[389.],[882.],[-20613.],[-21142.],[-984.],[-1020.]
294,[48.74481964],[48.72767615],[0.],[0.],[-0.],[0.01],[-0.01],[0.01],[0.02],[0.01],[0.01],[0.],[0.],[0.02],[0.],[-0.],[0.07],[0.08],[-0.],[-0.],[-0.06],[1.19],[0.09],[0.95],[-0.4],[2.44],[-1.09],[-0.31],[0.],[0.],[0.],[0.],[-0.13],[3.32],[-0.22],[-0.34],[-17.],[-17.37],[-19.69],[-19.74],[12.08],[12.],[-14.08],[-14.58],[-2762.],[104583.],[389.],[882.],[-20613.],[-20375.],[-984.],[-1019.]
295,[48.80570269],[48.78864312],[0.],[0.],[-0.],[-0.],[-0.01],[-0.],[0.02],[-0.03],[0.01],[0.03],[0.],[-0.01],[0.],[-0.],[0.07],[-0.04],[-0.],[-0.],[-0.06],[0.1],[0.09],[0.72],[-0.4],[0.46],[-1.09],[-0.36],[0.],[0.],[0.],[0.],[-0.13],[0.37],[0.03],[0.4],[-17.],[-17.28],[-19.69],[-19.7],[11.89],[12.],[-14.08],[-14.61],[-2762.],[104583.],[389.],[882.],[-20613.],[-19447.],[-984.],[-1033.]
296,[48.86749673],[48.84951138],[0.],[0.],[-0.],[-0.03],[-0.01],[-0.],[0.02],[-0.],[0.01],[-0.],[0.],[0.],[0.],[-0.],[0.07],[-0.07],[-0.02],[0.],[-0.06],[0.3],[0.09],[-0.17],[-0.4],[0.41],[-1.09],[-0.74],[0.],[0.],[0.],[0.],[-0.13],[0.02],[0.03],[0.2],[-17.],[-17.26],[-19.69],[-19.65],[11.99],[12.],[-14.08],[-14.53],[-2762.],[104583.],[389.],[882.],[-20613.],[-18610.],[-984.],[-1043.]
297,[48.92847323],[48.91131806],[0.],[0.],[-0.],[0.02],[-0.01],[-0.01],[0.02],[-0.01],[0.01],[-0.05],[0.],[0.02],[0.],[0.],[0.07],[-0.],[0.],[0.],[-0.06],[0.31],[-1.89],[-1.1],[-0.4],[-0.09],[-1.09],[-2.71],[0.],[0.],[0.],[0.],[-0.13],[-4.05],[0.],[-0.07],[-17.],[-17.28],[-19.69],[-19.56],[11.92],[12.],[-14.08],[-14.54],[-2762.],[104583.],[389.],[882.],[-20613.],[-18464.],[-984.],[-1058.]
298,[48.9902463],[48.97219419],[0.],[0.],[-0.],[-0.],[-0.01],[-0.02],[0.02],[0.],[0.01],[0.15],[0.],[0.02],[0.],[-0.],[0.07],[0.],[0.],[0.],[-0.06],[0.4],[-1.89],[-1.08],[-0.4],[0.11],[-1.09],[-0.66],[0.],[0.],[0.],[0.],[-0.13],[-8.31],[0.],[-0.08],[-17.],[-17.29],[-19.69],[-19.44],[11.96],[12.],[-14.08],[-14.57],[-2762.],[104583.],[389.],[882.],[-20613.],[-18464.],[-984.],[-1054.]
299,[49.05103803],[49.03402114],[0.],[0.],[-0.],[-0.02],[-0.01],[0.],[0.02],[0.01],[0.01],[-0.1],[0.],[0.],[0.],[0.],[0.07],[-0.02],[0.01],[0.],[-0.06],[0.27],[-1.89],[-1.49],[-0.4],[0.43],[-1.09],[-2.05],[0.],[0.],[0.],[0.],[-0.13],[-9.79],[0.],[0.03],[-17.],[-17.31],[-19.69],[-19.36],[12.16],[12.],[-14.08],[-14.62],[-2762.],[104583.],[389.],[882.],[-20613.],[-18469.],[-984.],[-1057.]
300,[49.11288714],[49.09497237],[0.],[0.],[-0.],[0.01],[-0.01],[-0.01],[0.02],[0.],[0.01],[0.02],[0.],[0.03],[0.],[-0.],[0.07],[-0.05],[0.03],[-0.],[-0.06],[-0.13],[-1.89],[-0.98],[-0.4],[0.52],[-1.09],[-6.27],[0.],[0.],[0.],[0.],[-0.13],[-9.46],[0.],[0.],[-17.],[-17.37],[-19.69],[-19.34],[12.21],[12.],[-14.08],[-14.67],[-2762.],[104583.],[389.],[882.],[-20613.],[-18482.],[-984.],[-1061.]
301,[49.17382288],[49.15673208],[0.],[0.],[-0.],[0.01],[-0.01],[0.01],[0.02],[0.01],[0.01],[0.02],[0.],[0.],[0.],[0.],[0.07],[0.04],[-0.03],[-0.],[-0.06],[0.36],[-1.89],[-0.66],[-0.4],[1.31],[-1.09],[-2.34],[0.],[0.],[0.],[0.],[-0.13],[-7.79],[0.],[0.],[-17.],[-17.39],[-19.69],[-19.38],[11.76],[11.7],[-14.08],[-14.6],[-2762.],[104583.],[389.],[882.],[-20613.],[-18482.],[-984.],[-1077.]
302,[49.22560287],[49.21752787],[0.],[0.],[-0.],[-0.01],[-0.01],[0.01],[0.02],[0.04],[0.01],[-0.02],[0.],[0.],[0.],[0.],[0.07],[0.03],[-0.03],[-0.],[-0.06],[0.12],[-1.89],[-1.47],[-0.4],[3.7],[-1.09],[-2.19],[0.],[0.],[0.],[0.],[-0.13],[-8.63],[0.67],[0.],[-17.],[-17.39],[-19.69],[-19.5],[11.49],[11.39],[-14.08],[-14.61],[-2762.],[104583.],[389.],[882.],[-20613.],[-18482.],[-984.],[-972.]
303,[49.28741169],[49.27947378],[0.],[0.],[-0.],[0.02],[-0.01],[-0.01],[0.02],[0.01],[0.01],[-0.],[0.],[0.],[0.],[0.],[0.07],[0.03],[0.01],[0.],[-0.06],[-1.49],[-1.89],[-0.75],[-0.4],[4.37],[-1.09],[-0.61],[0.],[0.],[0.],[0.],[-0.13],[-6.66],[-0.15],[-0.1],[-17.],[-17.43],[-19.69],[-19.61],[11.48],[11.39],[-14.08],[-14.54],[-2762.],[104583.],[389.],[882.],[-20613.],[-18482.],[-984.],[-1012.]
304,[49.35823345],[49.34030581],[0.],[0.],[-0.],[0.],[-0.01],[0.01],[0.02],[-0.05],[0.01],[-0.01],[0.],[0.],[0.],[0.],[0.07],[-0.02],[0.01],[0.],[-0.06],[-0.55],[-1.89],[-1.18],[-0.4],[1.18],[-1.09],[-0.68],[0.],[0.],[0.],[0.],[-0.13],[-2.94],[-0.15],[-0.28],[-17.],[-17.44],[-19.69],[-19.72],[11.15],[10.94],[-14.08],[-14.46],[-2762.],[104583.],[389.],[882.],[-20613.],[-18469.],[-984.],[-1056.]
305,[49.42002153],[49.39213657],[0.],[0.],[-0.],[-0.01],[-0.01],[-0.01],[0.02],[-0.02],[0.01],[0.02],[-0.01],[-0.04],[0.],[0.],[0.07],[0.],[0.03],[0.],[-0.06],[-0.66],[-1.89],[-1.37],[-0.4],[-0.06],[-1.09],[-3.69],[0.],[0.],[0.],[0.],[-0.13],[-0.23],[-0.15],[-0.1],[-17.],[-17.42],[-19.86],[-19.85],[11.11],[10.82],[-14.08],[-14.39],[-2762.],[104583.],[389.],[882.],[-20613.],[-18341.],[-984.],[-1093.]
306,[49.48088717],[49.45393229],[0.],[0.],[-0.],[-0.01],[-0.01],[-0.],[0.02],[-0.02],[0.01],[-0.04],[-0.01],[0.],[0.],[0.],[0.07],[0.],[-0.02],[0.],[-0.06],[-1.64],[-1.89],[-2.32],[-0.4],[-1.46],[2.46],[5.25],[0.],[0.],[0.],[0.],[-0.13],[0.26],[-0.44],[-0.33],[-17.],[-17.48],[-19.86],[-19.9],[11.11],[10.85],[-14.08],[-14.45],[-2762.],[104583.],[389.],[882.],[-20613.],[-17923.],[-984.],[-1104.]
307,[49.48088717],[49.51475811],[0.],[0.],[-0.],[0.03],[-0.01],[-0.02],[0.02],[0.03],[0.01],[0.],[-0.01],[-0.02],[0.],[0.],[0.07],[-0.09],[-0.02],[0.],[-0.06],[-0.89],[-1.89],[-1.58],[-0.4],[0.09],[1.22],[-1.25],[0.],[0.],[0.],[0.],[-0.13],[4.9],[0.],[-0.08],[-17.],[-17.52],[-19.86],[-19.91],[11.11],[10.97],[-14.08],[-14.41],[-2762.],[104583.],[389.],[882.],[-20613.],[-17649.],[-984.],[-1112.]
308,[49.48088717],[49.57568526],[0.],[0.],[-0.],[0.],[-0.01],[0.01],[0.02],[0.],[0.01],[0.01],[-0.01],[-0.04],[0.],[0.],[0.07],[-0.08],[-0.],[0.],[-0.06],[-0.39],[-1.89],[-1.8],[-0.4],[0.13],[0.46],[-0.29],[0.],[0.],[0.],[0.],[-0.13],[7.72],[0.],[-0.07],[-17.],[-17.52],[-19.86],[-19.93],[11.11],[10.98],[-14.08],[-14.23],[-2762.],[104583.],[389.],[882.],[-20613.],[-17645.],[-984.],[-1121.]
309,[49.48088717],[49.63743377],[0.],[0.],[-0.],[-0.02],[-0.01],[-0.],[0.02],[-0.3],[0.01],[0.02],[-0.01],[-0.01],[0.],[0.],[0.07],[0.17],[-0.01],[0.],[-0.06],[-0.85],[-1.89],[-1.05],[-0.4],[-18.2],[0.46],[1.21],[0.],[0.],[0.],[0.],[-0.13],[12.78],[0.],[0.],[-17.],[-17.51],[-20.1],[-19.98],[11.11],[11.12],[-14.08],[-13.8],[-2762.],[104583.],[389.],[882.],[-20613.],[-17647.],[-984.],[-1131.]
310,[49.48088717],[49.69825864],[0.],[0.],[-0.],[-0.01],[-0.01],[0.01],[0.02],[0.27],[0.01],[-0.02],[-0.01],[-0.01],[0.],[0.],[0.07],[0.03],[0.02],[0.],[-0.06],[0.63],[0.3],[-0.46],[-0.4],[-1.38],[0.19],[0.19],[0.],[0.],[-0.03],[-0.03],[-0.13],[15.21],[0.],[0.05],[-17.],[-17.5],[-20.1],[-20.05],[11.29],[11.22],[-14.08],[-13.56],[-2762.],[104583.],[389.],[882.],[-20613.],[-17640.],[-984.],[-1144.]
311,[49.48088717],[49.76009655],[0.],[0.],[-0.],[0.],[-0.01],[0.01],[0.02],[0.03],[0.01],[0.02],[-0.01],[-0.01],[0.],[0.],[0.07],[-0.06],[0.01],[0.],[-0.06],[0.71],[0.3],[0.],[-0.4],[0.21],[0.19],[-0.02],[0.],[0.],[-0.03],[-0.07],[-0.13],[13.95],[0.],[0.17],[-17.],[-17.48],[-20.1],[-20.08],[11.39],[11.37],[-14.08],[-13.24],[-2762.],[104583.],[389.],[882.],[-20613.],[-17705.],[-984.],[-1144.]
312,[49.48088717],[49.82191133],[0.],[0.],[-0.],[-0.],[-0.01],[0.01],[0.02],[-0.],[0.01],[-0.01],[-0.01],[-0.01],[0.],[0.],[0.07],[-0.04],[-0.01],[0.],[-0.06],[-0.06],[0.3],[-0.11],[-0.4],[0.03],[0.19],[-0.34],[0.],[0.],[0.],[0.],[-0.13],[2.43],[-0.22],[-0.15],[-17.],[-17.5],[-20.1],[-20.14],[11.39],[11.4],[-14.08],[-12.93],[-2762.],[104583.],[389.],[882.],[-20613.],[-17968.],[-984.],[-1136.]
313,[49.48088717],[49.87274671],[0.],[0.],[-0.],[-0.01],[-0.01],[-0.],[0.02],[-0.02],[0.01],[0.04],[-0.01],[-0.01],[0.],[0.],[0.07],[0.05],[-0.],[0.],[-0.06],[-0.57],[0.3],[0.66],[-0.4],[-1.27],[1.18],[0.97],[0.],[0.],[0.],[0.],[-0.13],[0.],[-0.22],[-0.19],[-17.],[-17.55],[-20.1],[-20.18],[11.39],[11.42],[-14.08],[-12.81],[-2762.],[104583.],[389.],[882.],[-20613.],[-18098.],[-984.],[-1120.]
314,[49.48088717],[49.93461657],[0.],[0.],[-0.],[0.01],[-0.01],[0.01],[0.02],[0.03],[0.01],[0.05],[-0.01],[-0.01],[0.],[0.],[0.07],[0.03],[0.],[0.],[-0.06],[1.19],[0.3],[0.78],[-0.4],[0.57],[-0.8],[-1.64],[0.],[0.],[0.],[0.],[-0.13],[-0.08],[0.32],[0.02],[-17.],[-17.51],[-20.1],[-20.22],[11.39],[11.41],[-14.08],[-12.54],[-2762.],[104583.],[389.],[882.],[-20613.],[-18098.],[-984.],[-1094.]
315,[49.48088717],[49.99556327],[0.],[0.],[-0.],[0.],[-0.01],[0.],[0.02],[-0.],[0.01],[-0.01],[-0.01],[-0.01],[0.],[0.],[0.07],[0.],[0.],[0.],[-0.06],[1.37],[0.3],[0.99],[-0.4],[0.37],[-0.8],[-1.42],[0.],[0.],[0.],[0.],[-0.13],[-0.21],[0.25],[0.16],[-17.],[-17.37],[-20.1],[-20.25],[11.39],[11.42],[-14.08],[-12.39],[-2762.],[104583.],[389.],[882.],[-20613.],[-18146.],[-984.],[-1051.]
316,[49.48088717],[50.05726194],[0.],[0.],[-0.],[-0.01],[-0.01],[0.],[0.02],[-0.01],[0.01],[-0.02],[-0.01],[-0.01],[0.],[0.],[0.07],[0.02],[0.],[0.],[-0.06],[0.35],[0.3],[0.66],[-0.4],[-0.04],[-0.8],[-1.07],[0.],[0.],[0.],[0.],[-0.13],[0.],[-0.19],[-0.27],[-17.],[-17.28],[-20.1],[-20.3],[11.39],[11.45],[-14.08],[-12.36],[-2762.],[104583.],[389.],[882.],[-20613.],[-18271.],[-984.],[-1018.]
317,[49.48088717],[50.11817431],[0.],[0.],[-0.],[0.01],[-0.01],[-0.01],[0.02],[0.],[0.01],[0.01],[-0.01],[-0.01],[0.],[0.],[0.07],[0.],[-0.],[0.],[-0.06],[-0.28],[0.3],[0.76],[-0.4],[0.15],[-0.78],[-0.16],[0.],[0.],[0.],[0.],[-0.13],[0.],[-0.19],[0.13],[-17.],[-17.34],[-20.1],[-20.3],[11.13],[11.48],[-14.08],[-12.63],[-2762.],[104583.],[389.],[882.],[-20613.],[-18393.],[-984.],[-983.]
